timestamps,TP9,AF7,AF8,TP10
1645055599.691,-126.465,-268.066,-58.594,-134.766
1645055599.695,-56.641,-112.793,-37.598,-37.598
1645055599.699,68.359,13.184,-41.992,116.699
1645055599.703,30.273,-39.551,-56.641,34.180
1645055599.707,-88.379,-11.719,-63.477,-129.395
1645055599.711,-66.895,-129.883,-62.988,-89.355
1645055599.715,71.289,-498.047,-77.637,101.562
1645055599.718,67.383,-915.039,-104.004,89.355
1645055599.722,-75.195,-276.855,-52.734,-117.188
1645055599.726,-102.051,31.738,-44.434,-144.531
1645055599.730,22.949,98.145,-26.367,30.273
1645055599.734,81.543,303.223,-17.578,98.145
1645055599.737,-43.457,10.742,-59.570,-69.336
1645055599.741,-133.301,-195.312,-63.477,-156.250
1645055599.745,-25.879,-246.582,-43.945,3.418
1645055599.749,79.102,175.293,-11.230,131.836
1645055599.753,-19.043,293.945,-38.574,-20.020
1645055599.757,-142.090,-396.484,-107.910,-160.156
1645055599.761,-47.852,-770.996,-101.562,-9.766
1645055599.764,149.902,110.352,11.230,205.078
1645055599.768,105.469,593.750,12.695,125.977
1645055599.772,-65.430,-99.121,-78.125,-63.965
1645055599.776,-66.895,-210.938,-59.570,-55.664
1645055599.780,74.219,401.367,-8.789,107.910
1645055599.798,83.496,305.176,-47.363,112.793
1645055599.802,-68.848,-537.598,-125.977,-68.359
1645055599.806,-128.906,-860.352,-125.977,-117.676
1645055599.810,-7.324,-54.199,-19.043,35.156
1645055599.814,76.660,548.340,7.812,110.352
1645055599.818,-30.762,-333.008,-111.816,-24.902
1645055599.822,-130.859,-866.699,-130.859,-127.930
1645055599.825,-51.758,67.871,-11.230,-24.414
1645055599.829,65.918,513.672,3.906,109.375
1645055599.833,-4.883,34.180,-57.129,-9.277
1645055599.837,-131.348,-179.199,-63.477,-161.133
1645055599.841,-94.727,137.207,-38.574,-94.238
1645055599.843,58.594,281.250,-34.180,91.797
1645055599.847,48.340,73.730,-44.922,50.781
1645055599.851,-105.469,-46.387,-68.359,-139.160
1645055599.855,-118.652,83.496,-69.336,-148.926
1645055599.859,30.762,174.316,-68.848,27.344
1645055599.863,62.988,-93.262,-102.051,70.801
1645055599.867,-77.148,-478.027,-116.699,-100.098
1645055599.870,-120.605,-344.727,-76.172,-155.762
1645055599.874,6.348,-110.352,-59.570,6.836
1645055599.878,89.844,-710.938,-122.070,110.352
1645055599.882,-30.762,-594.727,-92.285,-47.363
1645055599.886,-140.625,-106.934,-70.801,-174.805
1645055599.888,-57.617,-293.457,-98.633,-62.988
1645055599.892,51.758,-176.758,-90.332,70.801
1645055599.896,-20.020,141.602,-83.496,-45.898
1645055599.900,-161.133,7.324,-105.957,-210.449
1645055599.904,-112.793,-497.070,-133.789,-125.977
1645055599.908,44.434,-536.133,-99.121,82.520
1645055599.912,36.621,-37.598,-64.453,46.875
1645055599.915,-82.520,-83.984,-94.727,-127.930
1645055599.919,-98.145,-729.004,-145.020,-115.723
1645055599.923,24.902,-686.035,-92.285,56.641
1645055599.927,72.266,297.363,-2.441,88.379
1645055599.931,-42.480,122.559,-58.594,-73.730
1645055599.933,-117.676,-362.305,-88.379,-145.020
1645055599.937,-17.090,100.586,-41.016,3.906
1645055599.941,99.121,545.898,-22.949,125.000
1645055599.945,15.137,133.789,-73.242,-14.648
1645055599.949,-98.145,-396.484,-112.305,-125.977
1645055599.953,-31.738,-364.258,-88.867,-8.789
1645055599.957,87.891,84.473,-51.270,112.793
1645055599.960,37.598,-0.488,-94.238,28.809
1645055599.964,-98.145,-726.562,-135.742,-119.141
1645055599.968,-78.613,-305.176,-41.016,-95.215
1645055599.972,75.684,239.258,-20.020,80.078
1645055599.976,84.961,-177.734,-83.984,80.566
1645055599.976,-64.941,-732.422,-123.047,-100.098
1645055599.980,-100.586,-353.516,-59.082,-136.719
1645055599.984,35.156,323.730,2.441,29.297
1645055599.988,105.469,89.355,-49.316,108.398
1645055599.992,-20.508,-237.305,-75.684,-45.410
1645055599.996,-108.887,-309.570,-71.289,-134.277
1645055600.000,-15.625,-147.949,-56.152,-9.766
1645055600.003,91.797,-347.656,-86.426,124.512
1645055600.007,7.324,-949.219,-128.418,0.000
1645055600.011,-111.816,-334.961,-51.270,-158.691
1645055600.015,-47.852,90.332,-28.320,-60.059
1645055600.019,79.102,171.875,-29.297,95.215
1645055600.022,30.273,111.328,-50.781,9.277
1645055600.026,-88.379,-130.859,-68.848,-128.906
1645055600.030,-42.969,-62.012,-60.547,-45.410
1645055600.034,129.883,78.613,-51.270,178.223
1645055600.038,136.719,255.371,-20.996,145.020
1645055600.042,-17.090,-97.656,-63.965,-58.105
1645055600.046,-66.406,-454.590,-83.008,-82.031
1645055600.049,38.574,-543.457,-46.875,75.684
1645055600.053,105.957,113.281,14.160,125.488
1645055600.057,-6.348,352.539,-7.324,-48.340
1645055600.061,-106.934,-234.863,-57.617,-146.973
1645055600.065,-23.926,-56.152,-19.531,-26.367
1645055600.067,100.098,279.785,2.930,121.582
1645055600.071,21.484,-1.465,-39.551,3.418
1645055600.075,-104.980,-596.191,-85.449,-134.277
1645055600.079,-61.523,-756.836,-61.523,-53.711
1645055600.083,74.707,155.762,33.203,101.562
1645055600.087,64.453,262.207,4.883,44.922
1645055600.091,-81.543,-643.066,-91.797,-121.094
1645055600.094,-105.957,-749.512,-74.219,-118.164
1645055600.098,32.715,286.621,43.457,41.016
1645055600.102,83.496,530.762,28.809,83.008
1645055600.106,-39.551,-245.605,-58.594,-83.984
1645055600.110,-115.234,-308.594,-54.199,-156.250
1645055600.112,-6.836,300.781,-7.812,-9.766
1645055600.116,90.332,378.906,-10.254,98.145
1645055600.120,-5.371,-0.977,-50.293,-41.016
1645055600.124,-105.957,-90.820,-49.316,-153.809
1645055600.128,-36.621,160.156,-31.250,-36.621
1645055600.132,79.102,51.270,-56.152,116.211
1645055600.136,20.996,-670.898,-104.980,25.879
1645055600.139,-112.793,-625.977,-55.176,-147.461
1645055600.143,-86.914,118.652,5.859,-104.004
1645055600.147,51.758,35.645,-32.227,82.520
1645055600.151,35.156,-329.102,-55.664,52.246
1645055600.155,-125.000,-143.555,-39.551,-156.250
1645055600.158,-166.504,-268.555,-64.453,-197.266
1645055600.162,-30.762,-591.309,-81.055,-7.324
1645055600.166,40.039,-524.414,-53.711,74.219
1645055600.170,-63.965,-71.289,-1.953,-96.191
1645055600.174,-127.441,-67.383,-9.277,-161.133
1645055600.178,-7.324,-339.355,-20.020,9.277
1645055600.182,85.449,-132.812,5.371,104.004
1645055600.185,-7.812,135.742,-0.488,-32.715
1645055600.189,-118.164,-114.746,-24.902,-145.996
1645055600.193,-50.781,-728.027,-50.781,-37.109
1645055600.197,92.285,-593.750,-20.508,121.094
1645055600.201,44.922,264.648,27.344,22.949
1645055600.232,-86.914,-19.531,-23.926,-130.859
1645055600.236,-73.242,-252.930,-30.273,-90.820
1645055600.240,56.641,293.457,18.555,67.383
1645055600.244,51.270,493.652,8.789,50.293
1645055600.248,-71.289,-29.297,-50.781,-105.957
1645055600.252,-92.773,-654.785,-87.891,-120.117
1645055600.256,32.715,-214.844,-20.996,36.621
1645055600.259,94.727,487.305,11.719,102.539
1645055600.263,-24.414,-103.516,-62.500,-47.363
1645055600.267,-111.816,-707.031,-76.172,-140.137
1645055600.271,-11.230,-62.500,5.371,-16.602
1645055600.275,94.727,215.332,9.766,110.840
1645055600.264,4.395,-456.543,-85.449,-13.184
1645055600.268,-120.605,-912.109,-130.371,-147.949
1645055600.272,-74.707,-159.668,-23.926,-75.195
1645055600.276,65.918,453.613,14.648,84.961
1645055600.280,31.738,96.680,-46.387,17.090
1645055600.284,-110.840,-448.242,-91.309,-155.762
1645055600.288,-113.281,-275.391,-56.152,-125.488
1645055600.291,24.902,258.789,-15.625,45.898
1645055600.295,52.734,-26.367,-52.246,65.430
1645055600.299,-31.738,-161.133,-61.523,-48.828
1645055600.303,-31.250,87.891,-32.227,-41.992
1645055600.307,75.195,152.832,-17.090,104.492
1645055600.307,136.719,-280.273,-38.574,154.297
1645055600.311,19.043,-607.910,-40.039,-17.090
1645055600.315,-87.402,-237.305,5.859,-125.977
1645055600.319,-13.184,7.812,37.598,-11.230
1645055600.323,103.027,-32.227,42.480,128.906
1645055600.327,30.273,-290.039,14.648,17.090
1645055600.331,-112.305,-235.840,4.883,-138.184
1645055600.334,-67.871,-110.840,12.207,-59.570
1645055600.338,85.449,-395.996,-1.953,128.418
1645055600.342,56.641,8.789,21.973,66.895
1645055600.346,-91.309,161.621,-6.348,-119.629
1645055600.350,-102.051,-251.465,-37.598,-106.934
1645055600.353,37.109,-222.168,-4.395,77.637
1645055600.357,68.359,128.906,15.625,91.309
1645055600.361,-73.242,194.336,-9.277,-96.191
1645055600.365,-139.648,-521.484,-72.754,-142.578
1645055600.369,-24.902,-702.148,-53.711,7.324
1645055600.373,66.895,-82.031,-4.883,100.586
1645055600.377,-31.738,-139.648,-33.691,-43.457
1645055600.380,-130.371,-694.336,-85.938,-148.926
1645055600.384,-56.152,-754.395,-57.129,-33.203
1645055600.388,59.082,298.828,44.434,95.215
1645055600.392,15.137,383.789,0.977,9.277
1645055600.396,-111.816,-216.309,-57.617,-143.066
