,timestamps,TP9,AF7,AF8,TP10,Secondary Timestamp,emg_signal
0,1686363017.13,-6.836,291.992,-18.555,32.715,2094.034,333.11697764605464
1,1686363017.13,-7.324,-117.188,-68.359,5.859,2094.038,337.542743905692
2,1686363017.14,-39.551,-379.395,-52.246,-13.672,2094.041,359.6835807739199
3,1686363017.14,-35.645,21.973,12.207,9.277,2094.045,361.8316404245382
4,1686363017.14,-10.254,305.176,-15.625,25.391,2094.049,358.1069947996049
5,1686363017.15,-14.648,-429.199,-99.121,12.695,2094.053,350.1984307169678
6,1686363017.15,-33.203,-741.211,35.156,-6.836,2094.057,351.7474656853756
7,1686363017.15,-38.574,23.926,42.48,2.93,2094.061,346.4680025007748
8,1686363017.16,-22.949,129.883,-36.133,31.738,2094.065,348.41581322407393
9,1686363017.16,-2.93,-146.484,39.551,20.508,2094.069,338.16401374306656
10,1686363017.17,-13.672,69.824,27.832,-11.719,2094.073,333.59825396153195
11,1686363017.17,-35.156,175.293,-23.926,0.0,2094.077,345.3684271689865
12,1686363017.18,-26.855,40.527,-24.414,35.645,2094.08,353.3976994960796
13,1686363017.19,-8.789,-2.93,6.836,26.855,2094.084,353.27351314015584
14,1686363017.19,-11.719,80.078,-16.602,-2.93,2094.088,342.46696089496584
15,1686363017.2,-24.414,-194.824,-41.504,-3.906,2094.092,354.8536497435148
16,1686363017.2,-17.09,-400.391,-22.949,14.16,2094.096,346.9685122154113
17,1686363017.2,-3.906,-900.391,-43.457,32.227,2094.1,342.3464601738878
18,1686363017.21,-18.066,-709.473,74.707,0.488,2094.104,353.6566598311087
19,1686363017.21,-37.109,86.426,49.316,-30.762,2094.108,360.53881385669183
20,1686363017.22,-36.621,-80.078,-36.133,-4.883,2094.112,367.88125099960536
21,1686363017.22,-16.602,-69.336,44.434,24.414,2094.116,326.53332018544063
22,1686363017.22,-11.23,314.941,29.785,13.184,2094.12,365.89368732318115
23,1686363017.23,-32.715,235.84,-15.137,-16.113,2094.123,368.94086431546714
24,1686363017.23,-39.062,-104.492,-38.574,-8.789,2094.126,359.79330294552756
25,1686363017.23,-12.207,-46.387,-17.09,14.648,2094.129,357.7071445493143
26,1686363017.24,-2.441,266.113,6.348,7.812,2094.133,357.73876979979195
