,timestamps,TP9,AF7,AF8,TP10,Secondary Timestamp,emg_signal
0,1686714991.08,37.598,-575.195,-119.141,76.66,1070.974,377.53562132280564
1,1686714991.08,10.742,149.414,170.898,1.465,1070.978,381.31807075829465
2,1686714991.09,-37.598,112.305,68.848,-94.238,1070.982,387.9656361178401
3,1686714991.09,-37.109,-199.219,-21.973,-43.945,1070.985,398.25240537171334
4,1686714991.09,4.883,2.441,67.383,54.688,1070.989,378.45139495394625
5,1686714991.1,15.625,-73.242,4.395,27.832,1070.993,383.4251220100414
6,1686714991.1,-34.18,-259.277,-83.008,-70.312,1070.997,380.64083420533944
7,1686714991.1,-55.664,-641.113,-276.367,-67.383,1071.001,382.4680081501139
8,1686714991.11,-9.277,-715.332,-133.301,31.25,1071.005,385.8737331322498
9,1686714991.11,21.973,123.047,226.562,47.363,1071.009,388.40788032950707
10,1686714991.12,-20.508,142.578,41.016,-49.316,1071.013,386.69420648442997
11,1686714991.12,-62.988,-416.504,-116.211,-93.75,1071.017,372.3487366300522
12,1686714991.12,-25.879,-198.73,89.355,1.953,1071.019,386.38158940557474
13,1686714991.13,19.531,320.312,197.266,59.082,1071.022,376.6630793363917
14,1686714991.13,-7.812,47.363,-36.621,-37.598,1071.026,386.8427501581466
15,1686714991.14,-49.316,-262.207,-93.262,-112.793,1071.03,388.26627873114126
16,1686714991.14,-31.25,-8.789,79.102,-40.039,1071.034,379.7566035760932
17,1686714991.14,14.648,-21.484,79.102,47.363,1071.038,387.64243853963336
18,1686714991.15,4.395,-425.781,-134.766,-8.789,1071.042,377.1043881107836
19,1686714991.15,-63.965,-783.203,-280.762,-108.887,1071.046,380.82129094725155
20,1686714991.15,-70.801,-259.766,77.637,-75.684,1071.05,380.87100250816127
21,1686714991.16,-3.906,306.641,244.141,34.18,1071.054,370.86169662829883
22,1686714991.16,13.184,-249.512,-98.145,28.32,1071.058,386.33013277524395
23,1686714991.17,-32.715,-746.094,-239.258,-63.477,1071.062,385.8246182262534
24,1686714991.17,-47.363,-190.43,77.637,-80.078,1071.076,385.1264155792453
25,1686714991.17,-9.277,328.613,204.102,11.23,1071.08,381.585271066226
26,1686714991.18,10.254,-311.523,-136.23,43.945,1071.084,382.1704347490416
27,1686714991.18,-31.738,-699.219,-234.863,-53.223,1071.088,390.96174413491866
28,1686714991.18,-53.223,-56.152,90.82,-92.285,1071.091,384.66346779287466
29,1686714991.19,-21.973,-36.133,102.051,0.977,1071.095,390.8200097128337
30,1686714991.19,-0.977,-574.219,-136.719,60.547,1071.099,393.1815165292034
31,1686714991.2,-16.113,-687.988,-185.547,-20.996,1071.103,391.1954419818458
32,1686714991.2,-49.316,-9.766,131.348,-105.469,1071.107,381.3380807667125
33,1686714991.2,-47.852,75.684,78.125,-37.598,1071.111,379.9580410118094
34,1686714991.21,-2.93,-22.949,52.246,54.688,1071.115,394.39917184973194
35,1686714991.21,0.488,85.449,83.984,4.883,1071.119,384.8304301895199
36,1686714991.21,-55.176,104.492,39.062,-92.773,1071.11,380.89762698707375
37,1686714991.22,-60.059,-208.496,-83.008,-60.547,1071.114,384.47103891044316
38,1686714991.22,-10.742,-473.633,-54.199,44.922,1071.118,381.3676442915158
39,1686714991.23,5.859,-47.363,125.488,39.551,1071.122,387.961913320386
40,1686714991.23,-33.203,173.34,86.914,-59.57,1071.126,385.98841813837055
41,1686714991.23,-68.848,-416.016,-173.828,-77.148,1071.13,391.24194075466545
42,1686714991.24,-26.855,-680.664,-163.574,18.555,1071.133,384.36226381257
43,1686714991.24,18.066,-21.973,148.926,46.875,1071.137,371.2028817808352
44,1686714991.24,-16.113,237.305,142.578,-43.457,1071.141,379.2786400495359
45,1686714991.25,-51.758,-228.516,-95.703,-83.496,1071.145,375.1624461660163
46,1686714991.25,-24.414,-572.754,-197.754,2.441,1071.149,385.297880737926
47,1686714991.26,17.09,-72.266,57.129,63.477,1071.153,385.3759241634395
48,1686714991.27,2.93,273.926,134.277,-8.789,1071.168,378.3272681175914
49,1686714991.28,-49.805,-462.402,-214.844,-84.473,1071.172,389.0678266285171
50,1686714991.28,-45.41,-705.566,-206.543,-39.062,1071.176,373.16557103158874
51,1686714991.28,4.883,-8.789,152.344,50.781,1071.18,378.0853784997494
52,1686714991.29,-0.488,-82.031,54.688,21.973,1071.184,392.3880403228679
53,1686714991.29,-50.293,-699.707,-320.801,-86.914,1071.188,383.9229685700987
54,1686714991.3,-62.012,-835.449,-297.852,-77.148,1071.191,374.8557122050596
55,1686714991.3,-14.16,8.301,220.215,27.344,1071.195,366.53319367104
56,1686714991.3,7.324,213.867,123.535,41.992,1071.199,386.65211356674513
57,1686714991.31,-34.668,-144.043,0.488,-63.965,1071.203,383.32453918568854
58,1686714991.31,-57.129,-65.43,104.98,-94.727,1071.207,383.49278614160113
59,1686714991.32,-23.438,224.609,165.039,-0.488,1071.211,377.7965337699815
60,1686714991.32,7.812,119.629,45.898,39.551,1071.218,392.03800838131315
61,1686714991.32,-25.879,-196.289,-83.984,-55.176,1071.222,382.9891830114489
62,1686714991.33,-73.242,-79.102,14.16,-119.629,1071.226,374.0314205959891
63,1686714991.33,-50.293,160.645,135.742,-33.691,1071.23,369.4562198211479
64,1686714991.33,7.324,43.457,13.184,50.781,1071.234,381.81270274929125
65,1686714991.34,-0.488,-435.059,-241.211,-14.16,1071.238,374.3010921250296
66,1686714991.34,-59.57,-636.23,-250.0,-114.258,1071.242,376.88377977424494
67,1686714991.34,-59.082,-277.832,16.113,-77.637,1071.245,388.5141171471862
68,1686714991.35,-2.441,-147.949,-3.418,31.738,1071.249,385.9939040944861
69,1686714991.35,3.418,-800.781,-336.914,17.578,1071.253,388.77578317236635
70,1686714991.36,-47.852,-853.027,-209.473,-93.75,1071.257,383.2169440396157
71,1686714991.36,-55.176,-243.164,87.891,-87.891,1071.261,372.0971464476274
72,1686714991.36,-11.23,-340.332,-24.902,21.484,1071.258,379.0663585804145
73,1686714991.37,1.465,-576.66,-151.855,32.227,1071.262,373.9099896107237
74,1686714991.37,-39.062,1.953,130.371,-77.148,1071.266,391.90591410156867
75,1686714991.38,-66.895,27.832,76.66,-106.934,1071.27,378.7575134502088
76,1686714991.38,-29.785,-166.992,35.156,-4.883,1071.274,384.62615620193304
77,1686714991.38,4.395,-285.645,5.371,56.152,1071.278,381.37520237476696
78,1686714991.39,-28.32,-210.938,5.859,-37.109,1071.281,385.5494209715153
79,1686714991.39,-66.895,34.18,73.242,-110.84,1071.285,390.54980707418434
80,1686714991.39,-48.34,-548.34,-201.172,-37.109,1071.289,383.3587633093212
81,1686714991.4,-7.812,-694.824,-114.258,47.852,1071.293,379.62316127888556
82,1686714991.4,-16.602,130.371,204.102,-8.301,1071.297,385.2686603009447
83,1686714991.41,-60.547,81.543,21.484,-107.91,1071.301,393.82822241762835
84,1686714991.41,-59.57,-387.207,-97.168,-66.406,1071.302,375.8443410324101
85,1686714991.41,-13.672,-106.445,68.848,30.273,1071.306,384.4635093902188
86,1686714991.42,-7.812,313.477,181.641,7.324,1071.31,389.83472332076764
87,1686714991.42,-41.504,-21.484,-53.711,-91.797,1071.314,383.64420091319477
88,1686714991.42,-57.129,-301.758,-153.32,-96.191,1071.318,399.6853856766586
89,1686714991.43,-20.508,-278.32,-19.043,17.578,1071.322,364.9823886991918
90,1686714991.43,9.277,-72.754,81.543,41.504,1071.326,382.94434215547597
91,1686714991.43,-26.367,-190.918,-77.637,-45.898,1071.33,388.14656228751045
92,1686714991.44,-66.406,-726.562,-291.504,-85.938,1071.334,380.94266809465637
93,1686714991.44,-28.32,-217.773,52.246,-7.812,1071.338,384.1410503336892
94,1686714991.45,21.973,17.09,139.648,61.035,1071.341,391.7751610672595
95,1686714991.45,-3.418,-591.797,-192.871,-16.602,1071.345,387.95549431740875
96,1686714991.45,-52.734,-880.859,-333.984,-98.145,1071.348,388.1848787630315
97,1686714991.46,-28.32,-144.531,116.211,-36.621,1071.352,376.56582628608567
98,1686714991.46,20.996,314.453,226.562,56.152,1071.356,391.3117817651657
99,1686714991.46,12.207,-3.906,36.133,11.23,1071.36,379.53928169389576
100,1686714991.47,-39.062,-183.594,-26.855,-82.52,1071.364,382.97727379212364
101,1686714991.47,-50.781,-262.695,-21.484,-59.57,1071.368,379.0002304823715
102,1686714991.48,5.371,-145.508,72.754,47.363,1071.372,378.9143969747669
103,1686714991.48,7.812,-495.605,-158.691,46.875,1071.376,380.7817755976547
104,1686714991.48,-41.992,-723.633,-232.91,-68.359,1071.38,392.7903326425144
105,1686714991.49,-56.641,7.324,141.113,-85.449,1071.383,377.6221720832037
106,1686714991.49,-22.949,170.41,102.539,29.297,1071.387,377.9203258049083
107,1686714991.5,7.812,-0.488,54.199,72.266,1071.391,390.0275534573284
108,1686714991.5,-27.344,67.383,77.148,-37.109,1071.395,380.8838584899532
109,1686714991.5,-69.824,86.426,58.105,-107.422,1071.399,382.9891734976501
110,1686714991.51,-41.992,-198.73,-21.973,-13.672,1071.403,392.9661344645959
111,1686714991.51,0.488,-392.09,8.301,61.035,1071.407,399.40812085506366
112,1686714991.52,-17.09,-143.066,50.293,-24.414,1071.411,384.41352243315407
113,1686714991.52,-62.5,-212.891,-115.234,-107.91,1071.415,382.7407918121277
114,1686714991.52,-49.316,-526.855,-190.43,-43.945,1071.419,390.65820295118806
115,1686714991.53,10.254,-684.082,-159.668,53.711,1071.423,393.2113998602472
116,1686714991.53,13.184,-185.547,82.52,19.043,1071.426,385.6633097350087
117,1686714991.53,-30.762,219.727,161.621,-81.055,1071.43,392.64073010424096
118,1686714991.54,-41.504,-413.574,-136.23,-62.012,1071.434,382.133993849428
119,1686714991.54,-13.672,-639.648,-171.387,35.645,1071.438,383.56173725741536
120,1686714991.54,-0.488,104.98,163.086,21.484,1071.438,394.95528557364065
121,1686714991.55,-37.109,163.574,82.52,-78.125,1071.442,380.08765451743795
122,1686714991.55,-63.477,-339.355,-70.312,-99.121,1071.446,387.2984458296157
123,1686714991.56,-21.484,-215.332,45.41,-3.906,1071.45,390.8228186031438
124,1686714991.56,20.02,115.234,64.453,53.223,1071.454,390.6709429215782
125,1686714991.56,-19.531,-176.27,-76.66,-32.715,1071.458,385.45744040233507
126,1686714991.57,-67.871,-743.164,-367.188,-96.68,1071.462,385.0752734830325
127,1686714991.57,-43.945,-779.785,-215.332,-20.508,1071.466,387.85375281270905
128,1686714991.57,0.0,70.312,231.934,59.57,1071.47,387.30753378380945
129,1686714991.58,-9.766,161.621,55.664,-1.953,1071.473,385.0537450511258
130,1686714991.58,-59.57,-213.867,-9.766,-98.633,1071.477,383.8375992463289
131,1686714991.59,-61.523,-55.176,126.953,-50.781,1071.481,387.11577482750545
132,1686714991.59,-8.301,284.18,181.641,59.082,1071.498,378.51564986544213
133,1686714991.59,-7.324,79.102,5.371,27.832,1071.502,377.1337977801454
134,1686714991.6,-57.617,-312.988,-119.141,-82.52,1071.505,391.50277853108594
135,1686714991.6,-64.941,-75.195,55.664,-71.289,1071.509,382.0435541270417
136,1686714991.6,-23.926,179.199,123.535,22.949,1071.513,384.90798903937343
137,1686714991.61,3.906,-186.035,-83.008,35.156,1071.517,383.07339861840023
138,1686714991.61,-34.668,-770.996,-305.176,-62.012,1071.521,381.13112863772454
139,1686714991.62,-62.988,-632.812,-61.035,-97.168,1071.525,390.2415716448122
140,1686714991.62,-29.785,18.555,181.641,-7.324,1071.529,388.7057253184232
141,1686714991.62,6.836,-97.656,-36.621,58.105,1071.533,389.7123272547575
142,1686714991.63,-21.484,-725.586,-308.105,-27.832,1071.537,396.65578767422016
143,1686714991.63,-69.336,-438.477,-54.199,-120.117,1071.541,392.737475284219
144,1686714991.63,-45.41,149.902,209.473,-50.293,1071.553,385.18468848160586
145,1686714991.64,4.883,-265.625,-57.617,50.781,1071.557,387.22670305344406
146,1686714991.64,-6.836,-631.836,-187.988,0.488,1071.561,385.5019359638102
147,1686714991.64,-56.641,6.836,125.0,-101.074,1071.565,395.9544109221118
148,1686714991.65,-59.082,95.703,89.844,-76.66,1071.568,392.2165271967418
149,1686714991.65,-3.906,-228.027,-26.367,31.738,1071.572,384.70094778854326
150,1686714991.66,6.348,-345.703,-18.555,27.832,1071.576,382.28028557287007
151,1686714991.66,-56.641,-92.285,66.406,-93.262,1071.58,388.54117164518556
152,1686714991.66,-78.613,25.391,61.035,-102.051,1071.584,376.9887450849434
153,1686714991.67,-35.645,-492.188,-99.121,12.207,1071.588,387.4008552672369
154,1686714991.67,-9.766,-527.344,-21.973,37.109,1071.592,389.20145930507357
155,1686714991.68,-43.457,80.078,146.973,-72.266,1071.596,371.68174319434826
156,1686714991.69,-72.266,-41.016,20.996,-111.816,1071.588,392.9846682196887
157,1686714991.7,-41.016,-367.676,-18.555,-11.23,1071.592,392.3879157255237
158,1686714991.7,-2.441,-91.797,118.164,49.316,1071.596,396.2712828040746
159,1686714991.7,-15.625,210.938,146.484,-40.527,1071.6,389.372801788164
160,1686714991.71,-62.012,-177.734,-91.309,-116.699,1071.604,390.3569945339126
161,1686714991.71,-61.523,-618.164,-201.172,-45.898,1071.608,389.70940658140495
162,1686714991.72,-14.648,-302.246,40.039,45.898,1071.612,392.98721138758356
163,1686714991.72,-6.348,145.508,153.809,5.859,1071.616,385.30548576876475
164,1686714991.72,-45.898,-264.16,-125.0,-82.52,1071.619,390.55918001855264
165,1686714991.73,-51.27,-663.574,-204.102,-55.664,1071.623,385.154762062745
166,1686714991.73,-6.348,-270.02,112.305,40.527,1071.627,390.0163263515946
167,1686714991.74,9.277,-67.383,116.699,29.785,1071.631,391.2179334432028
168,1686714991.74,-38.086,-511.719,-202.148,-76.66,1071.633,392.81587049500706
169,1686714991.74,-59.57,-865.723,-314.453,-93.262,1071.637,403.44987606654337
170,1686714991.75,-12.695,-119.141,145.508,17.578,1071.641,379.18687836938267
171,1686714991.75,16.113,262.695,188.965,59.57,1071.645,381.3747523291149
172,1686714991.75,-25.391,-150.879,-63.965,-48.34,1071.649,391.55088197127566
173,1686714991.76,-62.988,-504.395,-162.598,-105.957,1071.653,395.0237969879059
174,1686714991.76,-35.156,-303.223,47.852,-21.484,1071.657,390.0009137120771
175,1686714991.76,10.742,164.551,207.031,41.992,1071.66,383.7228713250254
176,1686714991.77,-8.789,-404.297,-158.691,-23.438,1071.664,379.87707994563266
177,1686714991.77,-59.082,-704.59,-189.453,-101.562,1071.668,378.87287076654195
178,1686714991.78,-40.527,41.016,166.016,-44.922,1071.672,385.824837198589
179,1686714991.78,14.648,-14.648,77.637,58.105,1071.676,392.06479447559457
180,1686714991.78,7.812,-170.41,60.059,17.09,1071.679,389.82706547690447
181,1686714991.79,-51.758,-17.09,90.332,-93.75,1071.683,396.30823116195137
182,1686714991.79,-56.641,41.992,85.449,-74.219,1071.687,379.1147179247722
183,1686714991.8,-5.859,-167.969,26.367,43.457,1071.69,373.9091099944108
184,1686714991.8,12.695,-415.039,-52.734,43.457,1071.694,387.8842978265482
185,1686714991.8,-27.832,-490.234,-78.613,-65.43,1071.698,382.2240177409078
186,1686714991.81,-62.5,-234.375,61.523,-86.914,1071.702,385.78535705354255
187,1686714991.81,-29.785,-180.664,39.551,13.184,1071.706,390.7484152354477
188,1686714991.81,3.906,-635.254,-172.363,53.223,1071.71,385.8267235816291
189,1686714991.82,-30.762,-227.539,51.758,-52.734,1071.714,383.90790724333294
