timestamps,TP9,AF7,AF8,TP10,Secondary Timestamp
1666057403.005,-60.547,566.406,57.129,-46.875,957.891
1666057403.009,-189.941,371.094,62.988,-214.355,957.895
1666057403.013,-260.742,-309.570,63.965,-278.809,957.898
1666057403.017,-157.715,-1.465,54.688,-139.648,957.902
1666057403.021,-60.547,625.488,60.059,-39.551,957.906
1666057403.025,-151.367,54.688,64.941,-178.223,957.910
1666057403.029,-262.207,-772.461,75.684,-295.898,957.914
1666057403.032,-196.289,-609.863,77.148,-185.547,957.918
1666057403.036,-65.430,535.645,77.637,-39.551,957.922
1666057403.040,-111.816,667.480,83.496,-136.230,957.926
1666057403.044,-245.605,-405.273,76.660,-286.133,957.930
1666057403.048,-220.215,-477.539,83.496,-221.680,957.934
1666057403.050,-79.590,334.473,102.051,-55.664,957.949
1666057403.054,-72.754,301.270,112.793,-73.730,957.953
1666057403.058,-203.613,-645.020,110.840,-240.234,957.957
1666057403.062,-239.746,-808.105,124.023,-257.324,957.960
1666057403.066,-112.305,314.453,133.789,-98.633,957.964
1666057403.070,-52.734,473.145,118.652,-41.504,957.968
1666057403.074,-174.805,-632.324,111.328,-201.172,957.972
1666057403.077,-241.211,-620.605,125.488,-288.086,957.976
1666057403.081,-134.277,254.883,134.277,-140.625,957.980
1666057403.085,-33.203,647.949,135.254,-12.207,957.984
1666057403.089,-130.859,265.625,134.766,-138.672,957.988
1666057403.093,-230.469,-123.047,137.695,-255.371,957.992
1666057403.097,-152.344,112.793,135.254,-143.066,957.994
1666057403.101,-40.039,314.453,136.719,-2.930,957.998
1666057403.105,-71.777,29.785,136.230,-74.707,958.002
1666057403.109,-199.219,-120.605,124.023,-235.840,958.006
1666057403.113,-199.219,-9.277,111.328,-212.402,958.010
1666057403.117,-64.453,-40.039,122.070,-31.250,958.014
1666057403.121,-49.316,-157.227,148.438,-22.949,958.018
1666057403.124,-174.805,5.371,141.602,-203.125,958.022
1666057403.128,-225.098,-89.355,120.117,-231.445,958.026
1666057403.132,-105.469,-42.480,117.676,-58.594,958.030
1666057403.136,-22.461,395.020,123.047,13.184,958.034
1666057403.140,-124.512,334.961,123.535,-148.438,958.037
1666057403.185,-196.777,-264.648,122.070,-224.609,958.071
1666057403.189,-107.910,-696.289,120.117,-80.566,958.075
1666057403.193,-7.812,18.555,135.254,38.574,958.078
1666057403.197,-68.359,381.836,142.090,-73.730,958.082
1666057403.201,-180.664,-451.660,129.883,-207.520,958.086
1666057403.205,-141.113,-941.406,125.977,-117.676,958.090
1666057403.209,-4.395,-168.945,133.301,42.480,958.094
1666057403.212,-22.461,590.820,135.254,-25.879,958.098
1666057403.216,-144.531,-116.211,136.719,-186.523,958.102
1666057403.220,-147.949,-707.031,139.648,-155.762,958.106
1666057403.224,-15.625,221.680,149.414,18.555,958.110
1666057403.228,20.020,803.711,138.672,36.621,958.114
1666057403.191,-111.816,58.105,125.000,-136.719,958.084
1666057403.195,-164.551,-445.312,129.395,-177.246,958.088
1666057403.199,-34.180,155.762,139.160,-7.324,958.092
1666057403.203,58.594,742.188,150.879,87.891,958.096
1666057403.207,-51.758,96.680,138.672,-56.152,958.099
1666057403.211,-144.043,-823.242,139.648,-153.809,958.103
