timestamps,TP9,AF7,AF8,TP10,Secondary Timestamp
1666057126.976,19.043,-327.148,-52.734,4.395,681.862
1666057126.980,-6.348,-231.445,-62.012,-48.828,681.866
1666057126.984,-223.633,-537.598,-63.965,-219.238,681.870
1666057126.988,-240.723,-670.410,-56.641,-211.426,681.873
1666057126.992,-27.832,-431.641,-43.945,-34.668,681.877
1666057126.996,43.457,-468.262,-50.293,-14.160,681.881
1666057127.000,-165.527,-841.797,-70.312,-190.430,681.885
1666057127.003,-261.719,-1000.000,-69.336,-234.375,681.889
1666057127.007,-86.914,-937.500,-66.406,-72.266,681.893
1666057127.011,45.898,-1000.000,-63.477,21.973,681.897
1666057127.015,-97.656,-810.059,-41.992,-122.559,681.901
1666057127.019,-254.883,-754.883,-49.805,-227.539,681.905
1666057127.020,-141.113,-703.125,-58.105,-104.492,681.907
1666057127.024,63.965,-51.758,-45.410,40.039,681.911
1666057127.028,-19.531,20.996,-51.270,-60.547,681.915
1666057127.032,-231.934,-673.828,-70.312,-226.562,681.919
1666057127.036,-182.129,-829.102,-67.871,-154.297,681.923
1666057127.040,44.434,-407.715,-53.223,22.949,681.927
1666057127.044,17.090,-346.191,-52.246,-28.320,681.930
1666057127.047,-209.961,-731.445,-72.266,-201.660,681.934
1666057127.051,-242.188,-1000.000,-62.988,-182.617,681.938
1666057127.055,-34.180,-422.852,-39.062,-21.484,681.942
1666057127.059,39.551,-67.383,-58.594,-4.883,681.946
1666057127.063,-155.273,-709.473,-86.426,-156.250,681.950
1666057127.065,-259.766,-979.492,-71.777,-204.102,681.951
1666057127.069,-78.613,-401.855,-39.551,-55.664,681.955
1666057127.073,77.148,81.543,-61.035,35.645,681.959
1666057127.077,-79.102,-449.219,-85.938,-104.004,681.963
1666057127.081,-266.113,-976.074,-77.637,-227.539,681.967
1666057127.085,-168.457,-873.047,-59.570,-127.930,681.970
1666057127.089,53.711,-491.699,-45.410,20.996,681.974
1666057127.092,-23.438,-625.977,-77.637,-64.453,681.978
1666057127.096,-253.418,-1000.000,-78.613,-232.910,681.982
1666057127.100,-218.750,-725.586,-33.691,-187.012,681.986
1666057127.104,11.719,-178.711,-38.574,-8.789,681.990
1666057127.108,20.996,-223.633,-56.641,-28.809,681.994
1666057127.111,-195.312,-599.121,-55.176,-194.336,681.996
1666057127.115,-245.117,-897.461,-45.410,-205.078,682.000
1666057127.119,-47.363,-693.359,-31.738,-45.410,682.004
1666057127.123,57.617,-471.680,-30.273,17.090,682.008
1666057127.127,-134.277,-660.645,-46.387,-146.484,682.012
1666057127.131,-265.625,-933.594,-49.316,-230.469,682.016
1666057127.135,-106.445,-912.109,-51.270,-84.473,682.020
1666057127.138,64.941,-773.926,-52.734,31.738,682.024
1666057127.142,-62.988,-596.680,-41.992,-100.586,682.028
1666057127.146,-249.023,-604.004,-45.898,-229.980,682.032
1666057127.150,-168.457,-843.750,-49.316,-135.254,682.035
1666057127.154,45.410,-414.062,-40.039,18.555,682.039
1666057127.155,0.488,-42.480,-37.598,-47.363,682.041
1666057127.159,-229.004,-573.242,-50.293,-214.355,682.045
1666057127.163,-205.078,-826.660,-51.758,-164.551,682.049
1666057127.167,29.785,-351.562,-45.410,14.648,682.053
1666057127.171,37.598,-288.574,-53.711,-11.230,682.056
1666057127.175,-175.293,-833.008,-57.129,-183.594,682.060
1666057127.179,-261.719,-1000.000,-56.641,-207.520,682.064
1666057127.182,-67.871,-1000.000,-45.898,-36.133,682.068
1666057127.186,73.730,-594.727,-20.020,31.250,682.072
1666057127.190,-96.680,-340.820,-34.668,-125.488,682.076
