timestamps,TP9,AF7,AF8,TP10,Secondary Timestamp
1667149550.526,156.250,704.590,328.125,262.207,2768.413
1667149550.530,51.758,299.805,112.793,37.109,2768.417
1667149550.534,-92.285,-385.254,-63.477,-179.688,2768.421
1667149550.538,-13.672,-45.898,136.719,5.859,2768.424
1667149550.542,146.484,571.289,278.320,265.137,2768.428
1667149550.546,100.586,98.145,45.410,137.695,2768.432
1667149550.550,-58.594,-886.719,-406.250,-132.812,2768.436
1667149550.553,-47.363,-584.961,-125.977,-80.078,2768.440
1667149550.557,122.070,473.145,316.895,205.566,2768.444
1667149550.561,144.043,407.227,121.582,195.801,2768.448
1667149550.565,-19.531,-439.941,-74.707,-101.074,2768.452
1667149550.569,-71.777,-237.793,87.891,-146.973,2768.456
1667149550.571,-40.527,-172.852,56.152,-39.551,2768.489
1667149550.575,125.488,-16.113,104.980,250.000,2768.493
1667149550.579,91.309,54.199,103.516,135.742,2768.496
1667149550.583,-78.613,-26.855,94.238,-169.922,2768.500
1667149550.601,-79.102,-83.984,99.609,-124.023,2768.489
1667149550.605,89.355,-488.770,-127.930,189.453,2768.493
1667149550.609,116.699,-1000.000,-313.965,199.219,2768.496
1667149550.613,-58.105,-407.715,18.066,-130.371,2768.500
1667149550.617,-131.836,-153.320,85.449,-195.312,2768.504
1667149550.621,10.742,-363.281,-11.230,90.332,2768.508
1667149550.625,96.680,55.176,135.742,205.566,2768.512
1667149550.628,-38.086,278.809,164.551,-63.477,2768.516
1667149550.632,-146.484,-205.566,-3.418,-234.863,2768.520
1667149550.636,-38.574,-324.219,16.602,-12.207,2768.524
1667149550.640,100.586,374.512,236.816,203.613,2768.528
1667149550.644,20.020,294.922,129.883,25.391,2768.532
1667149550.646,-139.648,-501.953,-209.473,-223.633,2768.533
1667149550.650,-95.215,-894.531,-327.148,-84.961,2768.537
1667149550.654,74.219,57.617,148.438,183.105,2768.541
1667149550.658,55.664,570.312,256.836,83.008,2768.544
1667149550.662,-121.582,-254.883,-132.812,-201.172,2768.548
1667149550.666,-145.996,-581.543,-146.973,-180.664,2768.552
1667149550.670,22.949,-93.750,102.051,115.723,2768.556
1667149550.673,76.172,162.109,155.762,156.250,2768.560
1667149550.677,-82.031,-444.824,-192.383,-134.766,2768.564
1667149550.681,-166.016,-1000.000,-436.035,-228.027,2768.568
1667149550.685,-32.227,-41.504,128.418,33.691,2768.572
1667149550.689,86.426,675.293,300.781,179.688,2768.576
1667149550.692,-24.902,48.828,-28.809,-67.871,2768.580
1667149550.696,-157.227,-230.469,-25.879,-262.207,2768.584
1667149550.700,-70.801,-4.395,116.699,-55.176,2768.588
1667149550.704,82.520,375.488,208.496,201.660,2768.592
1667149550.708,31.250,-222.168,-147.461,48.340,2768.596
1667149550.712,-126.465,-722.168,-286.621,-223.633,2768.600
1667149550.716,-99.609,-305.176,-44.434,-125.488,2768.604
1667149550.719,70.312,238.770,169.922,165.527,2768.607
1667149550.723,70.801,-408.691,-146.484,126.465,2768.611
1667149550.727,-92.285,-444.336,-72.754,-178.223,2768.615
1667149550.731,-131.348,64.453,138.184,-196.777,2768.619
1667149550.735,24.414,149.902,122.070,104.004,2768.623
1667149550.735,94.727,381.836,205.566,177.246,2768.622
1667149550.739,-58.594,261.719,126.953,-111.328,2768.626
