,timestamps,emg_signal
0,1694224052.79,531.9842510871866
1,1694224052.8,533.1891066395025
2,1694224052.82,533.5462666052933
3,1694224052.83,532.5238646107136
4,1694224052.85,533.3216105658505
5,1694224052.86,533.7790020954728
