,timestamps,emg_signal
0,1694224052.79,532.6723333704223
1,1694224052.8,533.4231680035886
2,1694224052.82,533.684824533735
3,1694224052.83,532.2402556517262
4,1694224052.85,532.7581770175054
5,1694224052.86,534.9485806094344
