,timestamps,emg_signal
0,1694224048.51,553.8519548996583
1,1694224048.52,550.3087408674334
2,1694224048.54,551.932935959797
3,1694224048.55,549.6167367262105
4,1694224048.57,550.6480314702862
5,1694224048.58,548.4805191111908
6,1694224048.59,555.7159791426138
7,1694224048.61,549.8862681646689
8,1694224048.62,543.9317821350671
9,1694224048.64,550.5919386373189
10,1694224048.65,547.418713905408
11,1694224048.66,550.4208176116048
12,1694224048.68,545.4809566634
13,1694224048.69,542.7521346071238
14,1694224048.7,542.2119020940861
15,1694224048.72,537.7446214805533
16,1694224048.73,534.4778578399358
17,1694224048.75,546.9356931701948
18,1694224048.76,540.1269046432498
19,1694224048.77,538.7107820892967
20,1694224048.79,542.4449165716333
21,1694224048.8,540.582274565413
22,1694224048.82,530.9239009189896
23,1694224048.83,539.1813831633891
24,1694224048.84,527.6290364904353
25,1694224048.86,532.1831808912151
26,1694224048.87,531.0033509311193
27,1694224048.88,533.7046758852977
28,1694224048.9,534.5610387518717
29,1694224048.91,535.8825381058571
30,1694224048.93,526.2582125802318
31,1694224048.94,533.7152195843149
32,1694224048.95,525.2006780945527
33,1694224048.96,531.1655203565108
34,1694224048.98,525.5994968922065
35,1694224049.0,533.0611228441426
36,1694224049.01,520.1571578546916
37,1694224049.02,524.96924255752
38,1694224049.03,522.9280484939228
39,1694224049.05,527.6255468214181
40,1694224049.06,519.1347059253794
41,1694224049.08,521.5252630813111
42,1694224049.09,514.3682290870591
43,1694224049.11,518.8667945615387
44,1694224049.11,526.7207655025418
45,1694224049.13,517.6132946846283
46,1694224049.15,523.9606695546642
47,1694224049.15,523.8568526401195
48,1694224049.17,515.2615839089577
49,1694224049.19,524.8656804968809
50,1694224049.19,517.3420477065742
51,1694224049.21,511.3921791393667
52,1694224049.23,512.2145683341076
53,1694224049.24,515.4929961243009
54,1694224049.26,503.37340890122476
55,1694224049.27,502.0108273042423
56,1694224049.27,503.60890582628474
57,1694224049.29,505.99588992727445
58,1694224049.31,512.5301619920734
59,1694224049.31,515.0893180695383
60,1694224049.34,511.0190877372282
61,1694224049.35,512.2624381211203
62,1694224049.36,504.6290448772841
63,1694224049.38,506.5389834337923
64,1694224049.38,505.91679479380224
65,1694224049.41,511.0726413946697
66,1694224049.41,509.65037502131895
67,1694224049.43,507.9621638420618
68,1694224049.45,508.2084338149163
69,1694224049.46,515.5095591591323
70,1694224049.47,519.5122782056666
71,1694224049.49,518.5727172721794
72,1694224049.5,509.8425375092713
73,1694224049.52,512.051581769655
74,1694224049.53,512.3916529182848
75,1694224049.54,506.9862250034649
76,1694224049.55,507.65496936698753
77,1694224049.57,509.23065324213496
78,1694224049.58,505.8695583074321
79,1694224049.6,511.05698087045096
80,1694224049.61,510.9386820056995
81,1694224049.62,501.67539658306345
82,1694224049.64,505.94956792057656
83,1694224049.66,526.8883784488663
84,1694224049.66,528.9694121770833
85,1694224049.68,537.2087204690441
86,1694224049.69,536.8546969530696
87,1694224049.71,549.7872245572255
88,1694224049.72,546.632383064824
89,1694224049.74,562.0427543692589
90,1694224049.75,556.093244001547
91,1694224049.76,558.2240112311575
92,1694224049.76,557.4693618866701
93,1694224049.79,555.1763284951368
94,1694224049.81,556.3959853200813
95,1694224049.82,549.3480075718085
96,1694224049.83,547.8418952856838
97,1694224049.85,538.9056787987488
98,1694224049.85,536.2420947647399
99,1694224049.87,527.3452783209717
100,1694224049.88,529.2789519061122
101,1694224049.9,526.9472348761543
102,1694224049.92,522.3246532618917
103,1694224049.92,523.1525629378788
104,1694224049.95,520.5884796100914
105,1694224049.96,519.1231372227351
106,1694224049.97,518.3180718502414
107,1694224049.99,515.8768198374878
108,1694224050.0,509.631050720471
109,1694224050.01,520.4717725915599
110,1694224050.03,530.6576766843168
111,1694224050.03,516.6006387405396
112,1694224050.05,522.2118377402279
113,1694224050.07,528.5771794371374
114,1694224050.07,528.1710321472987
115,1694224050.09,534.1517385668895
116,1694224050.11,535.0116370370429
117,1694224050.12,522.6577809748277
118,1694224050.13,528.1870840603382
119,1694224050.15,522.963949478334
120,1694224050.15,523.3161362911212
121,1694224050.17,519.4521819351112
122,1694224050.19,527.3125519999262
123,1694224050.2,521.8503573991295
124,1694224050.22,523.6409807137561
125,1694224050.23,515.367655106685
126,1694224050.24,516.386592291035
127,1694224050.26,516.4797216320948
128,1694224050.27,522.1599090115742
129,1694224050.28,521.2220577307498
130,1694224050.3,517.8150503402646
131,1694224050.3,524.0587438280087
132,1694224050.32,519.6335345191217
133,1694224050.33,521.4592254834168
134,1694224050.36,522.2095409491602
135,1694224050.37,522.6158836361583
136,1694224050.39,519.107891395925
137,1694224050.39,533.2640322345244
138,1694224050.41,521.0488848232393
139,1694224050.42,528.0585059469576
140,1694224050.44,524.2857360792341
141,1694224050.45,529.086723732767
142,1694224050.45,527.0410930323799
143,1694224050.47,529.5360190925666
144,1694224050.49,531.8730957266376
145,1694224050.51,533.8718912882639
146,1694224050.51,521.8922832218669
147,1694224050.53,527.3858701371272
148,1694224050.55,531.2505952419774
149,1694224050.55,525.6707320724314
150,1694224050.57,531.7375901942892
151,1694224050.59,530.8518238449612
152,1694224050.61,535.0363139907366
153,1694224050.61,535.1931082305281
154,1694224050.62,540.5676168939221
155,1694224050.64,543.2172337109273
156,1694224050.65,545.5973430846798
157,1694224050.67,552.2368467838478
158,1694224050.67,549.9019085712353
159,1694224050.69,551.5100165520721
160,1694224050.71,555.5663578721329
161,1694224050.72,551.3841937382145
162,1694224050.74,558.4367894963838
163,1694224050.76,563.2778742445573
164,1694224050.77,562.7395930495518
165,1694224050.79,562.5075216060192
166,1694224050.79,557.0830259573045
167,1694224050.81,564.2485471884816
168,1694224050.82,559.905836286957
169,1694224050.84,560.2796854956645
170,1694224050.84,555.3968531747445
171,1694224050.86,553.9375137395073
172,1694224050.88,548.7028180414313
173,1694224050.88,549.5908887261107
174,1694224050.9,544.3878014273972
175,1694224050.91,542.5090516281784
176,1694224050.93,549.8769749947786
177,1694224050.95,529.8723792960642
178,1694224050.96,540.6059518912855
179,1694224050.97,527.736597598293
180,1694224050.99,528.6734000169708
181,1694224050.99,523.3705806331374
182,1694224051.01,533.324130042553
183,1694224051.03,533.7290940067298
184,1694224051.03,533.4279928456099
185,1694224051.06,533.5415305084681
186,1694224051.06,532.6725130412109
187,1694224051.08,521.0629170775215
188,1694224051.09,522.5556582103316
189,1694224051.11,516.4457990467242
190,1694224051.12,518.6413176389267
191,1694224051.14,508.0776700830012
192,1694224051.15,498.27141806575025
193,1694224051.16,497.57660843610813
194,1694224051.18,494.8876110155708
195,1694224051.19,491.7579044824888
