,timestamps,emg_signal
0,1694224052.79,533.9064932689388
1,1694224052.8,533.3053786180027
2,1694224052.82,533.8198911877763
3,1694224052.83,532.70585671868
4,1694224052.85,533.5844740367986
5,1694224052.86,533.3137647679087
