timestamps,TP9,AF7,AF8,TP10
1645481638.391,550.781,422.852,264.160,143.066
1645481638.395,-879.883,-896.973,443.359,603.027
1645481638.399,-332.031,-217.285,-357.910,-82.520
1645481638.403,-1000.000,-1000.000,-661.133,-687.500
1645481638.407,65.918,-81.055,-16.113,-119.629
1645481638.411,-865.723,-973.633,346.191,597.168
1645481638.415,323.730,230.469,-180.176,150.879
1645481638.418,-1000.000,-1000.000,-640.625,-648.926
1645481638.422,-620.117,-603.516,-173.340,-360.840
1645481638.426,926.758,867.676,379.883,500.977
1645481638.430,839.844,259.277,-159.668,410.645
1645481638.434,-816.406,-1000.000,-660.156,-447.266
1645481638.436,-979.980,-967.773,-418.945,-524.902
1645481638.440,712.891,474.121,189.453,328.125
1645481638.444,-963.379,569.336,44.434,572.754
1645481638.448,-623.047,-846.680,-497.070,-246.094
1645481638.452,-1000.000,-1000.000,-512.695,-641.113
1645481638.456,466.309,104.492,79.590,104.980
1645481638.460,-850.586,-911.133,386.230,603.027
1645481638.463,-134.766,241.699,-155.762,-24.414
1645481638.467,-1000.000,-959.961,-564.941,-641.602
1645481638.471,-126.953,-553.711,-201.660,-150.879
1645481638.475,-899.414,679.199,197.266,577.637
1645481638.479,497.559,657.227,41.992,226.562
1645481638.471,-979.004,-843.262,-529.785,-558.594
1645481638.475,-769.043,-926.758,-402.344,-362.305
1645481638.479,852.051,722.656,306.152,484.863
1645481638.483,924.316,888.184,223.633,467.285
1645481638.487,-765.137,-706.055,-571.289,-407.227
1645481638.491,-1000.000,-1000.000,-708.496,-548.828
1645481638.495,666.504,403.809,191.406,310.059
1645481638.498,-929.199,-914.062,441.406,615.234
1645481638.502,-541.992,-210.449,-339.844,-173.828
1645481638.506,-1000.000,-1000.000,-849.609,-640.625
1645481638.510,350.586,-110.840,-106.934,45.898
1645481638.514,-841.309,-913.086,497.070,653.809
1645481638.526,25.879,266.602,-166.016,81.055
1645481638.530,-1000.000,-1000.000,-719.238,-653.320
1645481638.534,-295.410,-397.949,-160.645,-211.914
1645481638.538,-942.383,984.863,469.727,612.793
1645481638.542,650.391,628.906,57.129,333.496
1645481638.546,-911.133,-880.371,-780.273,-534.180
1645481638.550,-860.840,-940.918,-496.582,-425.293
1645481638.553,806.152,689.453,363.281,500.977
1645481638.557,964.355,919.922,198.242,566.406
1645481638.561,-729.004,-769.531,-682.617,-338.867
1645481638.565,-1000.000,-1000.000,-517.578,-581.055
1645481638.569,615.234,542.969,294.922,274.902
1645481638.574,-903.809,-995.117,336.914,682.129
1645481638.578,-448.242,-325.195,-321.289,-100.586
