timestamps,TP9,AF7,AF8,TP10
1645047741.756,277.344,-34.180,-47.852,-174.805
1645047741.760,247.559,254.883,-22.461,-259.766
1645047741.764,-285.156,271.484,-28.320,24.902
1645047741.768,-374.512,36.621,-53.223,157.227
1645047741.772,105.957,93.262,-51.758,-153.320
1645047741.776,268.555,-82.031,-60.547,-355.957
1645047741.780,-230.469,-322.266,-45.410,-172.363
1645047741.783,-492.676,-659.180,-66.895,82.031
1645047741.787,-61.035,-981.445,-60.547,-70.801
1645047741.791,297.852,-152.832,4.883,-346.680
1645047741.795,-24.902,215.332,-32.227,-207.520
1645047741.799,-414.551,-104.980,-79.102,144.531
1645047741.799,-414.551,-104.980,-79.102,144.531
1645047741.802,-152.832,-55.176,-80.566,76.660
1645047741.806,309.082,286.621,-39.062,-264.160
1645047741.810,151.855,200.684,-40.039,-242.188
1645047741.814,-336.426,-324.707,-37.598,115.723
1645047741.818,-265.625,63.477,-21.973,171.875
1645047741.822,247.070,242.188,-49.316,-150.879
1645047741.826,282.715,-152.344,-70.312,-239.746
1645047741.829,-229.980,-706.543,-73.242,61.035
1645047741.833,-358.887,-53.223,-27.832,226.074
1645047741.837,131.348,487.793,-50.781,-46.875
1645047741.841,358.887,137.695,-83.008,-252.441
1645047741.845,-99.609,80.078,-51.758,-54.199
1645047741.845,-406.250,374.023,-41.016,216.309
1645047741.849,-28.320,457.520,-60.059,44.922
1645047741.853,362.305,-0.488,-78.613,-247.559
1645047741.857,68.848,-191.406,-46.387,-155.273
1645047741.861,-369.141,150.879,-21.484,166.504
1645047741.865,-160.645,74.219,-42.969,131.348
1645047741.869,324.219,-458.496,-101.562,-184.082
1645047741.872,206.543,-999.023,-101.562,-194.824
1645047741.876,-324.219,-278.809,12.207,98.633
1645047741.880,-324.707,366.211,-8.301,181.641
1645047741.884,197.266,96.191,-78.125,-126.953
1645047741.888,297.852,224.121,-67.383,-266.113
1645047741.890,-208.008,394.531,-47.852,-6.348
1645047741.894,-381.836,308.594,-54.688,204.590
1645047741.898,83.008,99.609,-75.684,-24.902
1645047741.902,358.887,255.371,-61.523,-271.484
1645047741.906,-56.152,312.012,-48.828,-108.887
1645047741.910,-403.809,-40.527,-71.289,218.262
1645047741.914,-39.551,-429.199,-75.195,136.719
1645047741.917,390.137,-106.445,-44.434,-170.898
1645047741.921,127.441,399.414,-30.762,-129.395
1645047741.925,-336.914,54.199,-54.199,199.707
1645047741.929,-191.406,-632.324,-48.828,196.289
1645047741.933,315.918,58.105,-7.812,-148.926
1645047741.935,278.320,467.285,-50.293,-181.641
1645047741.939,-227.051,111.328,-68.359,183.594
1645047741.943,-268.066,199.707,-47.363,318.848
1645047741.947,214.844,454.590,-55.664,-11.719
1645047741.951,355.957,377.441,-73.242,-188.477
1645047741.955,-138.184,-180.664,-96.680,43.457
1645047741.959,-382.812,-291.016,-59.082,259.766
1645047741.962,50.781,-97.656,-41.016,35.645
1645047741.966,376.465,-10.742,-61.035,-233.398
1645047741.970,4.883,-548.828,-90.332,-88.379
1645047741.974,-391.113,-1000.000,-50.293,222.656
1645047741.978,-109.375,-17.578,4.395,98.633
1645047741.996,334.473,363.770,-51.270,-228.027
1645047742.000,129.395,9.277,-60.547,-199.707
1645047742.004,-358.887,261.230,-28.809,126.465
1645047742.008,-248.535,515.625,-39.062,158.691
1645047742.012,259.766,311.523,-72.754,-162.598
1645047742.016,251.465,-266.602,-72.754,-245.117
1645047742.020,-280.273,-204.590,-33.691,22.949
1645047742.023,-383.789,373.047,-29.297,173.828
1645047742.027,113.281,136.719,-75.195,-84.961
1645047742.031,303.223,-483.398,-65.918,-278.809
1645047742.035,-168.945,-231.445,-43.945,-89.355
1645047742.039,-458.984,50.781,-50.781,139.160
1645047742.040,-70.312,-93.262,-63.477,-68.359
1645047742.044,297.852,-247.070,-55.664,-348.145
1645047742.048,-17.090,39.551,-36.621,-228.027
1645047742.052,-422.852,179.688,-38.574,108.398
1645047742.056,-187.988,-87.402,-67.871,75.684
1645047742.060,293.457,-250.488,-79.590,-237.305
1645047742.064,157.227,-229.004,-74.707,-216.309
1645047742.067,-339.355,-140.137,-65.918,128.418
1645047742.071,-279.785,-482.422,-88.867,203.613
1645047742.075,250.977,-873.047,-78.613,-101.074
1645047742.079,348.145,94.727,-20.508,-191.406
1645047742.083,-111.816,516.602,-37.598,156.738
1645047742.087,-271.973,163.086,-66.895,340.332
1645047742.091,115.234,161.133,-73.730,2.441
1645047742.095,330.566,443.848,-48.340,-250.000
