timestamps,TP9,AF7,AF8,TP10,Secondary Timestamp
1686714910.032,3.906,494.141,154.297,86.914,989.941
1686714910.036,-17.090,368.652,-13.672,-0.488,989.945
1686714910.040,-59.082,-74.219,-96.191,-54.688,989.949
1686714910.044,-33.203,142.090,79.102,21.484,989.953
1686714910.048,19.531,448.242,112.793,108.887,989.957
1686714910.052,11.230,33.691,-112.793,56.641,989.961
1686714910.056,-29.785,-705.078,-200.195,-31.250,989.965
1686714910.059,-22.461,-366.699,134.766,3.418,989.969
1686714910.063,32.715,438.477,197.266,101.074,989.973
1686714910.067,41.016,350.586,-7.812,79.590,989.977
1686714910.071,-11.719,-96.191,-28.809,-29.785,989.980
1686714910.075,-27.832,-213.867,38.086,-26.855,989.984
1686714910.078,24.902,7.324,122.559,91.309,989.986
1686714910.082,54.688,2.441,49.316,107.910,989.990
1686714910.086,5.371,-728.516,-148.926,1.953,989.994
1686714910.090,-37.598,-372.559,91.797,-38.574,989.998
1686714910.094,0.000,389.160,193.848,57.617,990.002
1686714910.098,30.762,-24.414,-54.688,114.258,990.006
1686714910.102,-8.789,-502.441,16.602,12.207,990.010
1686714910.105,-50.781,40.527,162.598,-73.730,990.014
1686714910.109,-29.785,305.664,87.891,-2.930,990.018
1686714910.113,17.090,88.867,14.160,92.285,990.022
1686714910.117,7.324,124.512,69.824,34.180,990.026
1686714910.121,-45.898,276.855,89.844,-83.496,990.029
1686714910.138,-49.316,291.504,67.871,-54.199,990.034
1686714910.142,1.953,-11.719,-36.133,56.152,990.038
1686714910.146,11.719,-104.004,4.883,32.715,990.042
1686714910.150,-32.227,220.703,116.211,-79.590,990.046
1686714910.154,-44.922,234.375,10.254,-72.266,990.050
1686714910.158,2.930,-524.902,-223.633,49.316,990.054
1686714910.162,25.879,-740.723,-2.930,66.895,990.058
1686714910.165,-11.230,124.023,178.223,-44.434,990.062
1686714910.169,-51.270,160.645,31.250,-90.332,990.066
1686714910.173,-26.367,-100.586,74.707,3.906,990.070
