timestamps,TP9,AF7,AF8,TP10,Secondary Timestamp
1685917347.579,-81.055,-246.582,-63.477,-46.875,19097.693
1685917347.583,1.465,-745.605,-362.793,-14.160,19097.697
1685917347.587,55.176,-756.348,-262.695,-19.531,19097.701
1685917347.591,-14.160,-200.195,31.738,-51.758,19097.705
1685917347.595,-83.008,-69.824,49.316,-58.594,19097.709
1685917347.599,-41.504,-615.234,-246.582,-35.156,19097.713
1685917347.602,34.668,-764.160,-269.531,-13.672,19097.717
1685917347.606,13.672,-112.793,76.660,-39.062,19097.720
1685917347.610,-70.801,-40.039,5.859,-50.781,19097.724
1685917347.614,-60.547,-456.055,-125.000,-27.344,19097.728
1685917347.618,38.086,-319.336,-0.488,-6.348,19097.732
1685917347.622,50.293,15.137,116.699,-8.789,19097.736
1685917347.627,-46.387,-279.297,-73.730,-34.668,19097.737
1685917347.631,-70.801,-660.645,-223.633,-23.438,19097.740
1685917347.635,16.602,-352.051,43.945,2.441,19097.744
1685917347.639,63.965,208.496,217.773,-3.906,19097.748
1685917347.643,-4.395,39.551,52.734,-18.555,19097.752
1685917347.647,-77.637,-536.133,-145.020,-12.695,19097.756
1685917347.650,-20.020,-434.082,1.465,-7.324,19097.760
1685917347.654,62.012,155.273,211.914,-9.766,19097.764
1685917347.658,13.672,45.410,76.172,-24.902,19097.768
1685917347.662,-67.383,-609.863,-179.688,-27.832,19097.772
1685917347.666,-28.320,-367.676,11.719,-9.766,19097.776
1685917347.670,54.688,246.094,247.070,-0.488,19097.780
1685917347.684,35.156,40.039,81.543,-15.625,19097.784
1685917347.688,-50.781,-448.730,-82.031,-32.715,19097.788
1685917347.692,-56.152,-553.223,-27.832,-19.043,19097.792
1685917347.696,33.203,-159.180,134.766,10.254,19097.795
1685917347.700,37.109,-176.758,19.043,8.789,19097.799
1685917347.704,-61.523,-1000.000,-497.559,-0.977,19097.803
1685917347.707,-92.285,-763.672,-258.789,-9.277,19097.807
1685917347.711,-10.742,65.430,219.238,-1.953,19097.811
1685917347.715,44.434,-29.785,127.441,6.348,19097.815
1685917347.719,-10.254,-145.508,82.520,-14.648,19097.819
1685917347.723,-55.176,81.543,122.559,-17.578,19097.823
1685917347.727,-0.488,64.453,114.258,-1.465,19097.827
1685917347.729,49.316,-49.805,161.621,-9.277,19097.829
1685917347.733,15.137,34.180,183.594,-20.996,19097.833
1685917347.737,-74.707,104.492,161.621,-36.621,19097.837
1685917347.741,-47.363,4.883,122.559,-10.254,19097.841
1685917347.745,50.293,-148.438,85.449,11.719,19097.845
1685917347.749,25.391,-230.469,86.426,-25.391,19097.848
1685917347.752,-49.316,-335.449,16.113,-40.039,19097.852
1685917347.756,-45.410,-321.777,53.223,-20.020,19097.856
1685917347.760,27.344,-735.352,-162.598,-0.977,19097.860
1685917347.764,61.523,-714.844,-135.254,6.836,19097.864
1685917347.768,-4.883,114.258,203.125,-3.906,19097.868
1685917347.772,-62.500,-84.961,47.363,-11.719,19097.872
1685917347.774,3.418,-153.809,81.055,4.395,19097.874
1685917347.778,48.340,34.668,139.648,-5.859,19097.878
1685917347.782,-4.883,11.719,145.020,-23.438,19097.882
1685917347.786,-69.824,-257.324,-18.555,-18.066,19097.886
1685917347.790,-32.715,-599.609,-128.418,-9.766,19097.890
1685917347.794,58.594,-192.383,128.418,0.977,19097.893
1685917347.797,30.762,-57.129,151.367,-9.766,19097.897
1685917347.801,-68.359,-529.785,-126.953,-36.133,19097.901
1685917347.805,-64.453,-943.359,-297.363,-23.926,19097.905
1685917347.809,34.180,-126.465,153.320,-2.930,19097.909
1685917347.813,44.434,411.621,243.652,-14.160,19097.913
1685917347.817,-51.270,-6.836,115.723,-36.621,19097.917
1685917347.820,-76.172,-71.777,145.020,-40.039,19097.921
1685917347.824,15.137,323.730,233.398,-28.320,19097.925
1685917347.828,45.410,352.539,202.637,-35.645,19097.929
1685917347.832,-34.668,82.520,137.207,-46.875,19097.932
1685917347.836,-82.031,44.922,140.625,-38.574,19097.936
1685917347.840,-17.090,-20.508,122.559,-25.879,19097.940
1685917347.843,47.363,-32.227,144.531,-23.926,19097.944
1685917347.847,-17.578,-468.750,-25.391,-37.598,19097.948
1685917347.851,-86.914,-400.879,54.688,-48.340,19097.952
1685917347.855,-37.109,269.043,232.910,-25.879,19097.956
1685917347.859,35.645,95.703,124.023,-7.812,19097.960
1685917347.863,2.441,-245.117,103.516,-27.832,19097.964
1685917347.879,-77.148,55.176,181.641,-43.457,19097.979
1685917347.883,-72.754,112.305,139.160,-36.133,19097.983
1685917347.887,5.859,-299.316,45.898,-30.762,19097.987
1685917347.891,20.508,-187.988,136.719,-32.715,19097.991
1685917347.895,-46.387,147.461,178.223,-33.691,19097.994
1685917347.899,-73.730,-48.340,121.094,-37.109,19097.998
1685917347.902,-12.207,-391.113,-39.551,-22.949,19098.002
1685917347.906,23.438,-799.316,-200.684,-14.160,19098.006
1685917347.910,-36.133,-163.086,124.512,-39.062,19098.010
1685917347.914,-97.656,311.523,217.773,-50.293,19098.014
1685917347.918,-42.480,28.320,195.312,-29.297,19098.018
1685917347.922,38.574,235.840,257.812,-14.648,19098.022
1685917347.926,-1.465,384.277,212.891,-34.180,19098.028
1685917347.930,-84.473,-7.324,111.328,-46.875,19098.032
1685917347.934,-60.547,-227.539,121.582,-36.133,19098.036
1685917347.938,18.555,148.438,251.465,-25.391,19098.040
1685917347.942,9.277,457.031,259.766,-27.832,19098.044
1685917347.946,-71.777,124.512,157.227,-45.898,19098.047
1685917347.949,-81.055,-641.602,-96.191,-39.551,19098.051
1685917347.953,9.277,-388.672,84.961,-17.578,19098.055
1685917347.957,38.086,573.730,353.516,-27.344,19098.059
1685917347.961,-41.016,364.746,173.828,-42.480,19098.063
1685917347.965,-86.426,-510.742,-23.926,-42.969,19098.067
1685917347.969,-10.742,-187.500,157.227,-33.203,19098.071
1685917347.954,53.711,665.039,382.324,-24.414,19098.068
1685917347.958,-15.137,165.039,116.699,-35.645,19098.072
1685917347.962,-96.191,-352.051,-1.953,-52.734,19098.076
1685917347.966,-49.316,33.691,215.332,-43.457,19098.080
1685917347.970,37.109,316.895,263.672,-18.066,19098.084
1685917347.974,-1.465,-21.973,78.613,-22.461,19098.088
1685917347.977,-78.613,-233.398,63.965,-39.551,19098.092
1685917347.981,-50.781,238.770,239.746,-37.109,19098.096
1685917347.985,30.762,607.422,335.449,-23.926,19098.100
1685917347.989,8.789,59.082,95.703,-31.250,19098.104
1685917347.993,-86.914,-777.344,-151.367,-52.246,19098.107
1685917347.997,-79.102,-2.441,219.727,-53.711,19098.111
1685917348.030,14.648,398.926,268.066,-36.133,19098.129
1685917348.034,41.016,204.102,223.145,-32.227,19098.133
1685917348.038,-34.180,380.859,271.973,-39.062,19098.137
1685917348.042,-88.379,436.035,244.629,-41.992,19098.141
1685917348.046,-20.020,367.188,229.492,-22.949,19098.145
1685917348.050,37.109,70.312,188.477,-4.883,19098.149
1685917348.053,-28.809,-131.348,153.320,-33.203,19098.153
1685917348.057,-90.332,41.016,168.457,-52.734,19098.156
1685917348.061,-35.156,293.457,212.402,-24.902,19098.160
1685917348.065,28.320,-394.531,26.855,-1.465,19098.164
1685917348.069,-14.160,-411.133,102.539,-14.648,19098.168
1685917348.073,-89.844,395.020,294.434,-33.203,19098.172
1685917348.060,-79.590,207.520,182.617,-26.367,19098.159
1685917348.064,-4.395,-89.355,129.883,-15.137,19098.163
1685917348.068,-5.859,137.207,192.383,-19.043,19098.167
1685917348.072,-92.285,432.617,279.785,-39.551,19098.171
1685917348.076,-115.234,-18.555,33.691,-40.039,19098.174
1685917348.080,-28.809,-720.703,-125.000,-21.973,19098.178
1685917348.083,16.113,-126.953,226.562,-31.250,19098.182
1685917348.087,-53.223,480.957,289.551,-45.410,19098.186
1685917348.091,-111.328,-169.434,28.320,-49.805,19098.190
1685917348.095,-42.969,-270.508,77.148,-34.180,19098.194
1685917348.099,32.227,411.133,274.902,-22.949,19098.198
1685917348.103,-16.113,536.133,262.695,-37.109,19098.202
1685917348.105,-101.074,-307.617,-97.656,-38.086,19098.204
1685917348.109,-69.824,-807.617,-145.508,-25.879,19098.208
1685917348.113,31.250,199.707,318.848,-17.090,19098.212
1685917348.117,4.395,490.234,231.934,-33.203,19098.215
