timestamps,TP9,AF7,AF8,TP10,Secondary Timestamp
1685413090.536,-202.148,341.309,81.055,-199.707,1951.447
1685413090.540,-209.961,205.078,33.691,-205.566,1951.451
1685413090.544,-198.730,-230.469,34.668,-187.500,1951.455
1685413090.548,-192.383,19.531,72.754,-199.219,1951.459
1685413090.552,-206.543,260.742,52.734,-229.004,1951.463
1685413090.556,-205.566,-100.586,11.230,-220.215,1951.466
1685413090.560,-197.754,-759.277,43.457,-200.195,1951.470
1685413090.563,-203.125,-80.566,111.816,-205.078,1951.474
1685413090.567,-227.051,519.043,49.805,-223.633,1951.478
1685413090.571,-226.074,165.527,48.340,-227.051,1951.482
1685413090.575,-204.590,257.812,86.426,-205.566,1951.486
1685413090.579,-204.590,578.125,63.965,-196.777,1951.490
1685413090.596,-208.984,415.527,41.016,-207.031,1951.493
1685413090.600,-200.684,117.188,62.500,-208.496,1951.497
1685413090.604,-188.965,246.094,70.312,-193.359,1951.501
1685413090.608,-181.641,507.812,58.594,-176.270,1951.505
1685413090.612,-187.012,365.234,39.551,-172.363,1951.509
1685413090.616,-183.594,-112.793,40.527,-174.805,1951.513
1685413090.620,-180.664,-238.770,71.777,-170.410,1951.516
1685413090.623,-168.457,109.863,83.008,-150.391,1951.520
1685413090.627,-154.297,357.422,48.828,-138.672,1951.524
1685413090.631,-157.715,-466.797,29.297,-150.879,1951.528
1685413090.635,-160.156,-743.652,89.355,-154.297,1951.532
1685413090.639,-147.461,191.406,105.469,-143.066,1951.536
1685413090.641,-149.414,300.293,44.434,-149.414,1951.538
1685413090.645,-167.480,-228.027,31.250,-162.109,1951.542
1685413090.649,-163.086,68.848,84.473,-154.297,1951.545
1685413090.653,-152.344,509.766,83.008,-140.625,1951.549
1685413090.657,-150.391,251.953,58.105,-124.023,1951.553
1685413090.661,-156.738,-161.621,49.805,-129.883,1951.557
1685413090.665,-146.484,59.082,75.684,-143.066,1951.561
1685413090.668,-126.465,446.777,77.148,-131.836,1951.565
1685413090.672,-121.094,-39.551,22.461,-110.352,1951.569
1685413090.676,-123.535,-754.883,56.152,-100.586,1951.573
1685413090.680,-135.742,-87.891,116.211,-123.047,1951.577
1685413090.684,-147.461,422.852,63.965,-142.090,1951.581
1685413090.686,-147.949,204.102,62.988,-135.742,1951.583
1685413090.690,-159.668,296.387,94.238,-148.926,1951.587
1685413090.694,-177.734,473.145,80.078,-170.410,1951.591
1685413090.698,-175.293,337.402,62.500,-163.086,1951.595
1685413090.702,-169.922,156.738,65.430,-137.207,1951.599
1685413090.706,-154.785,34.668,79.590,-113.281,1951.603
1685413090.710,-149.414,126.465,101.562,-128.418,1951.607
1685413090.713,-166.992,275.879,73.730,-144.531,1951.610
1685413090.717,-159.180,-344.238,77.637,-119.629,1951.614
1685413090.721,-138.672,-185.547,117.188,-98.145,1951.618
1685413090.725,-141.602,262.207,77.637,-100.098,1951.622
1685413090.729,-143.066,-94.727,56.152,-115.234,1951.626
1685413090.731,-142.090,-621.582,79.102,-109.863,1951.628
1685413090.735,-133.301,-179.199,134.277,-90.332,1951.632
1685413090.739,-120.117,600.586,94.727,-94.727,1951.636
1685413090.743,-129.395,225.098,70.801,-102.539,1951.640
1685413090.747,-130.859,45.410,78.125,-106.934,1951.644
1685413090.751,-117.188,140.625,75.195,-93.750,1951.648
1685413090.755,-111.328,138.184,84.961,-87.891,1951.652
1685413090.758,-122.070,-235.840,42.480,-110.840,1951.655
1685413090.762,-125.000,-548.340,70.312,-111.816,1951.659
1685413090.766,-109.375,235.840,133.301,-91.797,1951.663
1685413090.770,-99.609,579.102,90.332,-76.172,1951.667
1685413090.774,-92.773,227.539,70.312,-80.078,1951.671
1685413090.777,-93.750,211.914,91.797,-98.145,1951.675
1685413090.781,-106.445,317.871,92.773,-88.867,1951.679
1685413090.785,-93.750,178.223,81.543,-69.336,1951.683
1685413090.789,-87.891,-82.031,109.375,-71.289,1951.687
1685413090.793,-95.703,20.508,126.953,-79.590,1951.690
1685413090.797,-89.844,143.555,96.680,-86.914,1951.694
1685413090.801,-72.266,85.449,96.191,-68.848,1951.698
1685413090.804,-65.430,-340.332,108.887,-52.734,1951.702
1685413090.808,-71.289,-266.602,138.672,-63.477,1951.706
1685413090.812,-71.777,483.887,122.559,-77.148,1951.710
1685413090.816,-64.941,231.445,94.238,-74.219,1951.714
1685413090.820,-58.594,-204.590,126.953,-62.012,1951.718
1685413090.821,-55.176,178.223,142.578,-69.824,1951.718
1685413090.825,-61.523,550.781,100.586,-87.402,1951.722
1685413090.829,-54.688,275.879,98.145,-78.613,1951.725
1685413090.833,-43.945,221.680,110.352,-63.477,1951.729
1685413090.837,-50.781,274.414,103.027,-71.289,1951.733
1685413090.841,-60.059,84.961,100.586,-76.172,1951.737
1685413090.845,-54.199,-183.594,89.355,-61.523,1951.741
1685413090.848,-39.062,-675.781,118.164,-40.527,1951.745
1685413090.852,-43.945,-43.945,165.039,-58.105,1951.749
1685413090.856,-58.594,499.023,112.305,-79.590,1951.753
1685413090.860,-58.594,211.426,104.492,-76.172,1951.757
1685413090.864,-48.340,356.445,125.977,-74.219,1951.761
1685413090.866,-40.039,629.883,90.332,-78.125,1951.776
1685413090.870,-50.781,413.574,80.078,-82.031,1951.780
1685413090.874,-50.781,127.441,106.934,-73.242,1951.784
1685413090.878,-36.621,326.660,121.094,-68.848,1951.788
1685413090.882,-49.805,523.438,108.887,-77.637,1951.792
1685413090.886,-56.641,256.836,74.707,-75.195,1951.796
1685413090.890,-48.828,-547.363,91.309,-73.730,1951.800
