timestamps,TP9,AF7,AF8,TP10,Secondary Timestamp
1685400506.945,-22.949,-107.422,-92.285,-13.184,4707.842
1685400506.949,-18.555,63.965,53.223,-5.859,4707.846
1685400506.953,-15.625,355.957,175.781,-13.184,4707.850
1685400506.957,-22.461,195.801,12.695,-22.949,4707.854
1685400506.961,-15.137,-181.152,-158.691,-9.277,4707.858
1685400506.965,13.672,-244.141,-89.844,7.812,4707.862
1685400506.969,19.043,-120.117,20.508,3.418,4707.865
1685400506.972,-7.324,-83.984,-20.020,-17.578,4707.869
1685400506.976,-23.438,-662.598,-360.840,-23.926,4707.873
1685400506.980,-12.207,-701.172,-244.141,-12.695,4707.877
1685400506.984,-6.836,269.043,218.750,-20.996,4707.881
1685400506.988,-29.785,229.980,61.523,-44.922,4707.885
1685400506.990,-46.387,-164.551,-92.285,-49.316,4707.887
1685400506.994,-22.949,-192.871,-22.949,-26.367,4707.891
1685400506.998,3.418,82.520,100.586,-13.672,4707.894
1685400507.002,-6.836,71.777,20.508,-22.949,4707.898
1685400507.006,-31.738,-462.402,-235.352,-24.414,4707.902
1685400507.010,-32.227,-385.254,-191.895,-16.113,4707.906
1685400507.014,-12.695,110.840,106.934,-10.742,4707.910
1685400507.017,-10.742,-18.555,-26.855,-13.672,4707.914
1685400507.021,-28.809,-838.867,-387.207,-23.438,4707.918
1685400507.025,-39.551,-288.086,-0.488,-30.273,4707.922
1685400507.029,-4.883,386.230,176.758,-16.113,4707.926
1685400507.033,13.184,173.828,60.059,-9.766,4707.930
1685400507.036,-14.648,134.277,36.621,-25.879,4707.932
1685400507.040,-18.066,296.875,97.168,-26.367,4707.936
1685400507.044,2.930,261.230,87.402,-11.230,4707.939
1685400507.048,11.719,150.879,108.887,-11.719,4707.943
1685400507.052,-4.395,112.793,69.336,-25.879,4707.947
1685400507.056,-21.973,-138.672,-113.770,-40.527,4707.951
1685400507.060,-10.742,-136.719,-117.676,-24.902,4707.955
1685400507.063,9.766,-473.145,-170.410,0.977,4707.959
1685400507.067,-1.953,-397.461,-61.035,-16.602,4707.963
1685400507.071,-32.715,296.387,119.629,-43.945,4707.967
1685400507.075,-39.062,31.738,-35.645,-42.969,4707.971
1685400507.079,-17.090,-268.066,-32.227,-24.902,4707.975
1685400507.080,-5.371,115.723,147.461,-24.414,4707.977
1685400507.084,-27.832,145.996,42.969,-36.133,4707.981
1685400507.088,-35.156,-367.188,-242.676,-28.809,4707.985
1685400507.092,-13.672,-648.438,-247.559,-15.625,4707.989
1685400507.096,-8.301,-96.680,54.199,-17.090,4707.993
1685400507.100,-26.367,150.879,62.500,-24.902,4707.997
1685400507.104,-35.156,-403.809,-244.141,-26.855,4708.001
