timestamps,emg_signal
1685766247.9734933,309
1685766247.9898515,309
1685766248.0022123,311
1685766248.0142634,312
1685766248.0303407,313
1685766248.043162,311
1685766248.0585933,309
1685766248.071591,309
1685766248.0835922,311
1685766248.100607,312
1685766248.112589,312
1685766248.1247628,310
1685766248.140916,308
1685766248.1539183,309
1685766248.1662562,311
1685766248.1823382,312
1685766248.1942484,311
1685766248.2072499,309
1685766248.2229033,308
1685766248.2350633,309
1685766248.251268,311
1685766248.2652235,312
1685766248.27669,310
1685766248.293181,308
1685766248.3052135,308
1685766248.3175483,309
1685766248.3341498,311
1685766248.345586,311
1685766248.3581228,310
1685766248.3753393,308
1685766248.387268,308
1685766248.4033446,310
1685766248.4160972,311
1685766248.428247,311
1685766248.444106,310
1685766248.4568002,308
1685766248.4691765,309
1685766248.4850307,311
1685766248.4978848,312
1685766248.5101326,312
1685766248.5258572,310
1685766248.5396125,309
1685766248.5541205,310
1685766248.5674973,312
1685766248.579372,313
1685766248.596024,311
1685766248.6083844,310
1685766248.620799,309
1685766248.6373272,311
1685766248.6487825,312
1685766248.6617882,312
1685766248.67768,310
1685766248.6904023,309
1685766248.7029014,309
1685766248.718777,311
1685766248.7312598,312
1685766248.7478216,312
1685766248.7603116,310
1685766248.7722454,308
1685766248.7886612,309
1685766248.8006995,311
1685766248.8125904,312
1685766248.8292742,311
1685766248.8413444,309
1685766248.8541994,308
1685766248.8705387,309
1685766248.882545,312
1685766248.898872,312
1685766248.9108896,311
1685766248.9237075,309
1685766248.9399765,308
1685766248.9519868,311
1685766248.9643636,312
1685766248.980925,312
1685766248.9930027,311
1685766249.0049539,309
1685766249.0219543,309
1685766249.034012,311
1685766249.0459566,312
1685766249.0629544,312
1685766249.0750124,310
1685766249.0909677,308
1685766249.1039555,309
1685766249.116182,312
1685766249.1319532,313
1685766249.14399,312
1685766249.1569488,310
1685766249.173235,309
1685766249.1852694,310
1685766249.1982965,312
1685766249.2143972,312
1685766249.2261496,311
1685766249.2424557,309
1685766249.2557046,309
1685766249.2676837,311
1685766249.2836828,313
1685766249.2964618,313
1685766249.3086011,312
1685766249.325148,310
1685766249.3372538,310
1685766249.350025,312
1685766249.3661442,314
1685766249.3784046,313
1685766249.3945267,312
1685766249.4067397,310
1685766249.4187214,311
1685766249.4355955,313
1685766249.4484472,315
1685766249.4604638,314
1685766249.4764373,312
1685766249.4894571,312
1685766249.50144,313
1685766249.5178032,315
1685766249.5299666,316
1685766249.5424533,315
1685766249.5584402,313
1685766249.5707624,313
1685766249.5865126,315
1685766249.5994532,317
1685766249.6114447,317
1685766249.62849,316
1685766249.6404417,314
1685766249.6524916,314
1685766249.6684487,316
1685766249.6814575,318
1685766249.6935833,317
1685766249.7103987,315
1685766249.7219865,313
1685766249.7381892,314
1685766249.7512164,316
1685766249.7633848,317
1685766249.779097,316
1685766249.7921336,314
1685766249.8040838,313
1685766249.820795,314
1685766249.8327324,316
1685766249.8447354,316
1685766249.8617313,314
1685766249.873732,312
1685766249.8897305,311
1685766249.9027293,313
1685766249.9147325,314
1685766249.931488,314
1685766249.9436183,312
1685766249.9559016,310
1685766249.9720354,310
1685766249.9846604,312
1685766249.9964478,312
1685766250.0126376,311
1685766250.024641,309
1685766250.0377378,307
1685766250.053565,308
1685766250.065565,310
1685766250.0819697,310
1685766250.0945227,309
1685766250.1070807,306
1685766250.123494,305
1685766250.13536,306
1685766250.1483967,307
1685766250.1645947,308
1685766250.1764767,307
1685766250.188477,306
1685766250.2054193,306
1685766250.2173808,309
1685766250.2335203,311
1685766250.2464674,311
1685766250.258536,310
1685766250.2744627,309
1685766250.2866862,310
1685766250.299685,313
1685766250.3164034,315
1685766250.3283575,314
1685766250.3412485,313
