timestamps,emg_signal
1686191214.025964,316
1686191214.0427742,316
1686191214.0547743,318
1686191214.0708725,320
1686191214.083186,319
1686191214.0962315,318
1686191214.1127503,317
1686191214.124827,318
1686191214.1368635,319
1686191214.153345,320
1686191214.1650386,319
1686191214.17803,317
1686191214.1941905,316
1686191214.2062092,317
1686191214.2190273,319
1686191214.2351975,319
1686191214.2478306,318
1686191214.263786,316
1686191214.2757835,316
1686191214.287767,317
1686191214.3050206,318
1686191214.317281,319
1686191214.3289049,317
1686191214.3450315,316
1686191214.3582754,316
1686191214.370382,318
1686191214.387058,319
1686191214.3991132,319
1686191214.4152586,317
1686191214.4276383,317
1686191214.440225,317
1686191214.4562223,319
1686191214.468234,320
1686191214.4808335,319
1686191214.4966564,317
1686191214.509345,317
1686191214.5213585,318
1686191214.5377858,319
1686191214.5502212,319
1686191214.5629866,318
1686191214.5792315,316
1686191214.5915706,316
1686191214.6076236,317
1686191214.620067,318
1686191214.6325963,318
1686191214.6486785,317
1686191214.6613128,317
1686191214.6738565,317
1686191214.6896548,318
1686191214.7023685,318
1686191214.7142556,318
1686191214.7309587,317
1686191214.7425566,316
1686191214.7595556,316
1686191214.771598,317
1686191214.783647,317
1686191214.8005135,316
1686191214.8122554,315
1686191214.8252332,314
1686191214.8410468,315
1686191214.853038,316
1686191214.866033,315
1686191214.882095,313
1686191214.8972266,312
1686191214.9110284,312
1686191214.9230318,313
1686191214.935039,314
1686191214.9520304,314
1686191214.9642506,312
1686191214.9760432,311
1686191214.9918795,311
1686191215.0048833,313
1686191215.0173032,314
1686191215.033647,313
1686191215.046013,312
1686191215.0585458,312
1686191215.0747545,312
1686191215.087345,314
1686191215.1036415,314
1686191215.115982,313
1686191215.1280746,312
1686191215.1439335,311
1686191215.1568942,313
1686191215.1688898,313
1686191215.1852942,314
1686191215.1972878,313
1686191215.2097082,311
1686191215.2267358,311
1686191215.2382889,312
1686191215.2542925,313
1686191215.2672937,313
1686191215.279289,312
1686191215.2952876,311
1686191215.3081124,311
1686191215.3198159,312
1686191215.3368979,313
1686191215.3488348,313
1686191215.3618207,312
1686191215.3779058,311
1686191215.3901045,312
1686191215.4061522,313
1686191215.4191427,314
1686191215.431145,314
1686191215.4471424,313
1686191215.4601407,313
1686191215.4721327,314
1686191215.4876184,315
1686191215.5006845,316
1686191215.5129416,315
1686191215.5297644,314
1686191215.5414324,314
1686191215.5534794,315
1686191215.570745,317
1686191215.5825806,317
1686191215.5992005,317
1686191215.6118298,316
1686191215.6238525,316
1686191215.6397867,317
1686191215.6522298,319
1686191215.6644332,318
1686191215.6810014,317
1686191215.6929595,317
1686191215.7051954,317
1686191215.7218077,319
1686191215.734072,319
1686191215.7507265,319
1686191215.762625,318
1686191215.7756276,317
1686191215.791627,318
1686191215.8036256,320
1686191215.8156257,320
1686191215.8322432,319
1686191215.8450263,319
1686191215.8580368,319
1686191215.8730285,320
1686191215.8853142,321
1686191215.8983145,321
1686191215.9144406,320
1686191215.926322,319
1686191215.9433157,320
1686191215.9554057,321
1686191215.967322,322
1686191215.9845767,321
1686191215.9965758,320
1686191216.008582,319
1686191216.0245745,320
1686191216.0366142,321
1686191216.0496655,322
1686191216.065585,322
1686191216.077808,321
1686191216.094583,320
1686191216.1065674,321
1686191216.1196096,322
1686191216.1358104,322
1686191216.1476812,321
1686191216.159786,321
1686191216.177366,321
1686191216.189069,322
1686191216.201471,323
1686191216.2174008,323
1686191216.2294436,322
1686191216.2452617,322
1686191216.2582464,322
1686191216.270691,323
1686191216.2871904,324
1686191216.299745,323
1686191216.3115873,322
1686191216.3283987,322
1686191216.3400931,323
1686191216.3521426,324
1686191216.3690774,324
1686191216.3810883,324
1686191216.3934238,322
1686191216.4103663,322
1686191216.4223647,323
1686191216.4383984,324
1686191216.4513636,325
1686191216.4637165,324
1686191216.4793663,323
1686191216.4913623,323
1686191216.5042167,323
1686191216.5202878,324
1686191216.5330043,324
1686191216.545411,323
1686191216.561422,322
1686191216.5739622,322
1686191216.58961,323
1686191216.6026065,324
1686191216.6146219,323
1686191216.6310923,322
1686191216.6431565,322
1686191216.656001,323
1686191216.6717272,323
