timestamps,emg_signal
1693453832.8185616,413
1693453832.834179,420
1693453832.8519883,422
1693453832.867641,422
1693453832.883448,422
1693453832.883448,423
1693453832.9000645,423
1693453832.915863,424
1693453832.9352577,425
1693453832.9524267,425
1693453832.9537272,424
1693453832.9702823,424
1693453832.9879773,424
1693453833.0055313,424
1693453833.0055313,425
1693453833.0220513,414
1693453833.0443032,409
1693453833.0555906,414
1693453833.0728471,413
1693453833.0728471,413
1693453833.0890334,414
1693453833.1060474,415
1693453833.1240072,415
1693453833.140522,414
1693453833.152933,415
1693453833.1690307,415
1693453833.1846957,415
1693453833.1846957,414
1693453833.2022219,414
1693453833.218498,414
1693453833.2341235,414
1693453833.2544444,413
1693453833.2544444,414
1693453833.2714546,414
1693453833.2870677,409
1693453833.3044581,408
1693453833.3215418,414
1693453833.3320248,415
1693453833.3482113,415
1693453833.3560548,415
1693453833.3721497,412
1693453833.3880675,413
1693453833.4040704,413
1693453833.4198742,414
1693453833.4227023,415
1693453833.4397902,416
1693453833.4563541,417
1693453833.47241,417
1693453833.488073,410
1693453833.488073,410
1693453833.5035708,411
1693453833.5200627,416
1693453833.535745,417
1693453833.5578215,417
1693453833.5578215,417
1693453833.582751,407
1693453833.5998762,387
1693453833.6022666,388
1693453833.6188207,391
1693453833.6366603,390
1693453833.6531835,390
1693453833.658926,399
1693453833.6775389,401
1693453833.683602,406
1693453833.7000759,402
1693453833.716061,409
1693453833.7319658,410
1693453833.7470703,410
1693453833.760055,410
1693453833.7760448,409
1693453833.792031,409
1693453833.792031,409
1693453833.812017,408
1693453833.8282168,408
1693453833.8440645,408
1693453833.8440645,409
1693453833.86291,410
1693453833.886246,400
1693453833.9023244,404
1693453833.908481,409
1693453833.9245498,409
1693453833.9376376,409
1693453833.9536948,409
1693453833.961836,408
1693453833.983847,409
1693453833.9960105,409
1693453834.0083401,409
1693453834.0245335,410
1693453834.0367892,410
1693453834.0521839,411
1693453834.0643537,412
1693453834.070237,412
1693453834.0906246,412
1693453834.1060169,413
1693453834.1192515,414
1693453834.1357684,415
1693453834.1421683,416
1693453834.1597621,416
1693453834.1674404,417
1693453834.1861415,417
1693453834.2018752,417
1693453834.2181232,420
1693453834.2245243,422
1693453834.2460334,423
1693453834.253597,427
1693453834.268726,428
1693453834.279851,431
1693453834.2997587,432
1693453834.3020709,436
1693453834.3231132,416
1693453834.340427,437
1693453834.3436732,438
1693453834.3636973,438
1693453834.3809423,439
1693453834.386858,440
1693453834.4072533,439
1693453834.4072533,438
1693453834.4346566,438
1693453834.4486725,437
1693453834.4557474,436
1693453834.4783523,435
1693453834.4783523,434
1693453834.498712,433
1693453834.506355,431
1693453834.5324414,427
1693453834.5465446,424
1693453834.5541632,421
1693453834.5698597,415
1693453834.5914488,410
1693453834.5922117,405
1693453834.6060343,401
1693453834.6252716,398
1693453834.6437597,395
1693453834.6469142,392
1693453834.6670978,391
1693453834.6816556,391
1693453834.6944346,382
1693453834.7091308,386
1693453834.726048,388
1693453834.7370012,388
1693453834.75458,389
1693453834.7646546,390
1693453834.7735255,391
1693453834.7935605,392
1693453834.7935605,392
1693453834.8149405,394
1693453834.836128,396
1693453834.836797,397
1693453834.854467,389
1693453834.867811,392
1693453834.8875625,398
1693453834.9064698,399
1693453834.9146385,400
1693453834.931594,401
1693453834.945983,402
1693453834.945983,403
1693453834.966586,401
1693453834.9866498,402
1693453834.9885888,401
1693453835.0049727,401
1693453835.027872,401
1693453835.039403,401
1693453835.0570958,400
1693453835.0668406,400
1693453835.0844393,382
1693453835.0844393,398
1693453835.1001687,400
1693453835.1270788,402
1693453835.1383479,403
1693453835.1383479,403
1693453835.167327,403
1693453835.167327,403
1693453835.1856318,402
1693453835.201777,401
1693453835.217418,404
1693453835.2350438,404
1693453835.2513068,403
1693453835.2539027,404
1693453835.2693741,404
1693453835.2855542,405
1693453835.3011775,405
1693453835.3167317,398
1693453835.3319824,405
1693453835.3319824,406
1693453835.3479385,406
1693453835.3682477,407
1693453835.3860147,408
1693453835.4023252,400
1693453835.4023252,400
1693453835.4178843,374
1693453835.4349957,396
1693453835.4511971,404
1693453835.4682298,404
1693453835.4846184,406
1693453835.4862306,402
1693453835.5033696,407
1693453835.5189893,408
1693453835.5346124,409
1693453835.5502384,409
1693453835.565835,409
1693453835.5696225,410
1693453835.5866163,399
1693453835.6009529,400
1693453835.6178567,402
1693453835.63258,402
1693453835.6480246,404
1693453835.6640239,404
1693453835.6708698,405
1693453835.6883724,406
1693453835.6906428,406
1693453835.7078674,406
1693453835.7240717,408
1693453835.74527,411
1693453835.7475343,415
1693453835.7715025,419
1693453835.787343,422
1693453835.787343,425
1693453835.8034468,427
1693453835.819097,429
1693453835.8347888,431
1693453835.8504157,431
1693453835.8693676,432
1693453835.8721137,431
1693453835.8882124,431
1693453835.9077823,431
1693453835.926013,429
1693453835.926013,428
1693453835.943699,426
1693453835.9664998,425
1693453835.9753826,422
1693453835.9920368,419
1693453836.0074787,417
1693453836.0074787,416
1693453836.0230854,415
1693453836.0386744,413
1693453836.054401,411
1693453836.0728502,409
1693453836.0858743,406
1693453836.1030176,403
1693453836.1040769,400
1693453836.1217384,397
1693453836.1404412,393
1693453836.1590734,391
1693453836.1614857,389
1693453836.1797745,386
1693453836.1983054,385
1693453836.1983054,385
1693453836.2140942,384
1693453836.2297425,385
1693453836.2460065,385
1693453836.2616308,385
1693453836.2742567,385
1693453836.291164,386
1693453836.3111799,387
1693453836.3216891,389
1693453836.3216891,390
1693453836.3393476,391
1693453836.355441,392
1693453836.3754709,393
1693453836.3920538,394
1693453836.3942394,395
1693453836.4114027,395
1693453836.4313831,396
1693453836.4471753,396
1693453836.450364,397
1693453836.4754868,398
1693453836.4754868,399
1693453836.4920564,399
1693453836.5080552,400
1693453836.5224278,401
1693453836.541985,401
1693453836.541985,401
1693453836.5613544,400
1693453836.5757246,401
1693453836.592056,401
1693453836.607724,401
1693453836.622667,400
1693453836.6393337,398
1693453836.6538782,398
1693453836.6538782,397
1693453836.6762989,396
1693453836.6934624,395
1693453836.6934624,394
1693453836.7096863,394
1693453836.7267296,394
1693453836.747445,395
1693453836.7508237,394
1693453836.7767243,395
1693453836.7767243,395
1693453836.793389,396
1693453836.8096237,396
1693453836.8253071,397
1693453836.8428285,397
1693453836.8587031,398
1693453836.8587031,398
1693453836.8775527,398
1693453836.8954356,398
1693453836.912987,397
1693453836.9292,398
1693453836.9292,398
1693453836.944782,398
1693453836.9600616,397
1693453836.9779487,396
1693453836.9985309,396
1693453837.0098457,395
1693453837.0160708,396
1693453837.032319,396
1693453837.0480387,395
1693453837.0640533,394
1693453837.079398,394
1693453837.079398,394
1693453837.110694,394
1693453837.110694,395
1693453837.126358,395
1693453837.1420157,394
1693453837.1588695,393
1693453837.1744952,393
1693453837.1800432,392
1693453837.1961234,392
1693453837.2120469,392
1693453837.2280512,391
1693453837.2438974,391
1693453837.2581978,391
1693453837.2741888,390
1693453837.2814784,389
1693453837.2984643,388
1693453837.314057,388
1693453837.314057,387
1693453837.3440204,386
1693453837.3440204,386
1693453837.3600745,385
1693453837.382901,385
1693453837.382901,385
1693453837.4029276,386
1693453837.4200077,388
1693453837.434314,391
1693453837.4541569,393
1693453837.457189,396
1693453837.474207,399
1693453837.4840522,402
1693453837.5001445,405
1693453837.5160575,407
1693453837.5320578,409
1693453837.54788,411
1693453837.54788,411
1693453837.5635345,411
1693453837.5843058,407
1693453837.6011171,406
1693453837.616767,404
1693453837.616767,404
1693453837.6331646,403
1693453837.6495655,400
1693453837.66706,399
1693453837.6852927,397
1693453837.6852927,395
1693453837.7009459,394
1693453837.7178924,393
1693453837.7401013,393
1693453837.7536266,392
1693453837.7536266,391
1693453837.7694557,389
1693453837.7854843,387
1693453837.8013542,385
1693453837.8199942,382
1693453837.8365238,379
1693453837.8514676,376
1693453837.8514676,374
1693453837.8702013,373
1693453837.8871071,372
1693453837.9040296,372
1693453837.9196992,372
1693453837.9231615,374
1693453837.940058,375
1693453837.9558015,377
1693453837.9714274,379
1693453837.987049,381
1693453838.002657,383
1693453838.002657,385
1693453838.0182226,387
1693453838.0326173,390
1693453838.0530472,392
1693453838.0701847,395
1693453838.0845294,396
1693453838.089334,397
1693453838.1056168,399
1693453838.121923,400
1693453838.1374903,401
1693453838.1531131,402
1693453838.1675074,402
1693453838.1834567,403
1693453838.1884208,403
1693453838.2045264,404
1693453838.220153,404
1693453838.236022,403
1693453838.2520187,403
1693453838.2520187,403
1693453838.2679021,402
1693453838.2885494,401
1693453838.305426,401
1693453838.305426,400
1693453838.3201194,399
1693453838.3355079,398
1693453838.3579314,398
1693453838.3600228,397
1693453838.3769867,397
1693453838.388675,398
1693453838.404376,398
1693453838.420002,398
1693453838.4369066,399
1693453838.4556394,400
1693453838.4556394,400
1693453838.4706004,401
1693453838.4886627,402
1693453838.5045805,402
1693453838.5205011,403
1693453838.5376377,404
1693453838.5376377,404
1693453838.553841,404
1693453838.5694208,405
1693453838.5889797,404
1693453838.605106,405
1693453838.620702,405
1693453838.636361,405
1693453838.636361,406
1693453838.6517677,405
1693453838.6711683,406
1693453838.6894667,406
1693453838.6905048,406
1693453838.7074125,406
1693453838.7218454,406
1693453838.7374358,405
1693453838.7533762,405
1693453838.7686813,405
1693453838.7853143,405
1693453838.789351,405
1693453838.805403,404
1693453838.821959,404
1693453838.8400428,404
1693453838.8400428,404
1693453838.8715596,404
1693453838.8715596,404
1693453838.8909,404
1693453838.910887,405
1693453838.914772,407
1693453838.9339628,409
1693453838.9527636,413
1693453838.9527636,417
1693453838.9697807,422
1693453838.992046,427
1693453838.992046,430
1693453839.0233395,433
1693453839.0233395,436
1693453839.040046,438
1693453839.0559094,439
1693453839.0715344,440
1693453839.0911868,439
1693453839.1014886,438
1693453839.1014886,437
1693453839.11876,435
1693453839.13482,434
1693453839.1514554,433
1693453839.1670797,430
1693453839.1827047,428
1693453839.1934772,426
1693453839.2120464,423
1693453839.2279649,421
1693453839.2279649,419
1693453839.2440512,417
1693453839.2600448,414
1693453839.2760477,411
1693453839.2937713,407
1693453839.2986777,404
1693453839.3136203,398
1693453839.33185,393
1693453839.3480954,387
1693453839.363766,382
1693453839.363766,377
1693453839.3909743,373
1693453839.3960123,370
1693453839.4125538,368
1693453839.4278843,366
1693453839.4434996,366
1693453839.4598637,367
1693453839.477485,367
1693453839.4884157,368
1693453839.4952877,369
1693453839.511491,370
1693453839.5273178,371
1693453839.5429194,374
1693453839.5585446,374
1693453839.5585446,376
1693453839.575946,377
1693453839.5960689,378
1693453839.6120257,380
1693453839.6280532,381
1693453839.6280532,383
1693453839.643284,384
1693453839.659935,385
1693453839.6755567,386
1693453839.6898928,386
1693453839.6977413,387
1693453839.7147112,388
1693453839.733173,389
1693453839.7508671,390
1693453839.7523062,390
1693453839.7684124,390
1693453839.784062,391
1693453839.7994356,391
1693453839.8160453,391
1693453839.8307686,390
1693453839.845218,390
1693453839.8472238,390
1693453839.8645797,389
1693453839.8806505,389
1693453839.900202,389
1693453839.900202,388
1693453839.9232588,388
1693453839.9435062,389
1693453839.9477208,389
1693453839.965397,389
1693453839.9834113,389
1693453839.9834113,389
1693453840.000922,389
1693453840.016584,390
1693453840.0326807,390
1693453840.0483007,390
1693453840.063903,391
1693453840.0791364,391
1693453840.0951464,391
1693453840.1016614,391
1693453840.1178005,391
1693453840.134259,392
1693453840.149478,392
1693453840.165408,392
1693453840.165408,393
1693453840.183826,392
1693453840.2029822,393
1693453840.2191052,392
1693453840.2191052,392
1693453840.2384112,393
1693453840.2555003,392
1693453840.2711234,392
1693453840.2867491,392
1693453840.29086,392
1693453840.3032463,391
1693453840.3200572,391
1693453840.335846,391
1693453840.351467,390
1693453840.3671105,390
1693453840.382688,390
1693453840.3983185,391
1693453840.4040394,393
1693453840.4201338,395
1693453840.4360504,399
1693453840.4520123,403
1693453840.4637277,408
1693453840.4798105,413
1693453840.481945,417
1693453840.504581,421
1693453840.5214694,425
1693453840.5214694,427
1693453840.539643,429
1693453840.556038,429
1693453840.5740373,430
1693453840.5918849,430
1693453840.5918849,429
1693453840.6049237,427
1693453840.62059,426
1693453840.637455,424
1693453840.6523085,422
1693453840.6680443,420
1693453840.6840382,418
1693453840.7000444,417
1693453840.7137961,415
1693453840.7150974,413
1693453840.7320368,412
1693453840.7477698,411
1693453840.7634888,408
1693453840.77911,407
1693453840.7947283,405
1693453840.8078368,403
1693453840.8240414,402
1693453840.8240414,400
1693453840.8397274,398
1693453840.8547597,396
1693453840.874876,392
1693453840.8907552,390
1693453840.9063098,388
1693453840.9236348,385
1693453840.9236348,382
1693453840.939272,379
1693453840.9560435,376
1693453840.9731874,374
1693453840.9731874,372
1693453841.0058506,369
1693453841.0082214,368
1693453841.0245137,367
1693453841.0401454,366
1693453841.0560453,367
1693453841.0710309,367
1693453841.0874312,368
1693453841.0874312,370
1693453841.109887,371
1693453841.1256094,373
1693453841.1256094,374
1693453841.1568139,376
1693453841.1568139,379
1693453841.1737537,380
1693453841.1884973,382
1693453841.2102997,383
1693453841.2102997,384
1693453841.227287,386
1693453841.2429092,387
1693453841.2572227,387
1693453841.2757761,387
1693453841.2920246,388
1693453841.3080127,388
1693453841.311878,389
1693453841.3322337,389
1693453841.3434892,388
1693453841.3597422,388
1693453841.3597422,388
1693453841.3769197,387
1693453841.3936594,386
1693453841.4124877,385
1693453841.4285731,384
1693453841.4442177,383
1693453841.4480975,382
1693453841.4664598,382
1693453841.48424,381
1693453841.4853265,381
1693453841.5022984,381
1693453841.5175796,381
1693453841.5350833,382
1693453841.5526903,382
1693453841.5526903,382
1693453841.5688198,383
1693453841.5861259,383
1693453841.6023095,383
1693453841.613218,383
1693453841.6348667,384
1693453841.6519718,384
1693453841.6532936,384
1693453841.669472,385
1693453841.685125,385
1693453841.7028463,387
1693453841.7140112,387
1693453841.730147,387
1693453841.7457752,388
1693453841.761336,388
1693453841.7637045,388
1693453841.7798536,389
1693453841.7955189,389
1693453841.8154736,389
1693453841.8229125,389
1693453841.8396149,389
1693453841.8558693,389
1693453841.8558693,390
1693453841.8728733,391
1693453841.8935483,392
1693453841.909945,397
1693453841.9153888,401
1693453841.9348824,408
1693453841.951402,413
1693453841.9670258,419
1693453841.9670258,424
1693453841.9826148,428
1693453841.9982011,431
1693453842.0158107,433
1693453842.0320349,435
1693453842.049084,436
1693453842.0506542,435
1693453842.0672286,434
1693453842.0828588,433
1693453842.0984418,432
1693453842.1164827,430
1693453842.1164827,428
1693453842.1345437,426
1693453842.1509602,423
1693453842.1666489,421
1693453842.1822753,419
1693453842.197893,417
1693453842.213789,415
1693453842.2181365,413
1693453842.2351077,411
1693453842.2507267,410
1693453842.268252,409
1693453842.268252,407
1693453842.2869852,405
1693453842.3068473,403
1693453842.3198276,400
1693453842.3360431,397
1693453842.352003,393
1693453842.352003,388
1693453842.3680348,383
1693453842.3823755,378
1693453842.3993118,373
1693453842.4203985,368
1693453842.4203985,364
1693453842.439018,362
1693453842.4560122,360
1693453842.4746475,359
1693453842.4924886,358
1693453842.4958527,359
1693453842.5120764,359
1693453842.521937,360
1693453842.5389347,362
1693453842.5575871,364
1693453842.5742052,366
1693453842.5742052,368
1693453842.590937,370
1693453842.6065311,371
1693453842.6234047,373
1693453842.6397426,375
1693453842.6559658,376
1693453842.6559658,377
1693453842.6716614,378
1693453842.6872764,379
1693453842.7029033,380
1693453842.724035,381
1693453842.724035,383
1693453842.743929,383
1693453842.760155,384
1693453842.7760384,385
1693453842.7940898,386
1693453842.7947395,387
1693453842.8104503,387
1693453842.824405,388
1693453842.8405106,388
1693453842.8561234,387
1693453842.8720343,386
1693453842.8880334,385
1693453842.8880334,383
1693453842.9190018,382
1693453842.9245389,381
1693453842.9390812,380
1693453842.9543533,380
1693453842.9703689,379
1693453842.9714396,380
1693453842.9884312,379
1693453843.0042477,379
1693453843.0246813,379
1693453843.0246813,379
1693453843.041552,379
1693453843.0544937,380
1693453843.0714183,379
1693453843.0888524,380
1693453843.0986917,381
1693453843.1164215,381
1693453843.124964,381
1693453843.1409845,381
1693453843.1567237,382
1693453843.1789114,381
1693453843.1849084,382
1693453843.2012343,381
1693453843.2168517,381
1693453843.2258005,382
1693453843.2427812,383
1693453843.2584076,383
1693453843.2739973,385
1693453843.2900457,386
1693453843.2905767,387
1693453843.3104694,390
1693453843.3310676,394
1693453843.3318117,397
1693453843.3480349,402
1693453843.364031,409
1693453843.3800423,415
1693453843.3956695,423
1693453843.4112911,432
1693453843.4261534,439
1693453843.4311008,447
1693453843.4480305,455
1693453843.4638035,462
1693453843.4793637,468
1693453843.4955943,475
1693453843.496901,478
1693453843.5140138,482
1693453843.5284789,484
1693453843.5478394,484
1693453843.5510466,482
1693453843.5680413,479
1693453843.581862,476
1693453843.5984344,472
1693453843.6140585,468
1693453843.6293318,461
1693453843.6457374,455
1693453843.6485133,449
1693453843.6650643,445
1693453843.6806848,441
1693453843.691535,437
1693453843.7080314,433
1693453843.7240472,429
1693453843.7298748,423
1693453843.7499125,417
1693453843.7670333,409
1693453843.781569,401
1693453843.7986934,393
1693453843.7996986,386
1693453843.8159313,380
1693453843.8312826,376
1693453843.848034,373
1693453843.8638897,372
1693453843.879506,371
1693453843.88934,371
1693453843.9058862,372
1693453843.9214861,373
1693453843.931951,374
1693453843.9489884,375
1693453843.9500015,377
1693453843.9663482,378
1693453843.9819613,379
1693453844.0007644,380
1693453844.017878,380
1693453844.0319996,381
1693453844.0319996,382
1693453844.0508385,382
1693453844.0678673,383
1693453844.0834937,384
1693453844.099108,384
1693453844.1147084,384
1693453844.1154294,383
1693453844.133451,382
1693453844.1535935,381
1693453844.1720183,378
1693453844.1720183,375
1693453844.1880622,372
1693453844.2040358,367
1693453844.220039,363
1693453844.2338839,359
1693453844.2508767,356
1693453844.265857,352
1693453844.265857,350
1693453844.2832608,348
1693453844.3024926,347
1693453844.3203926,347
1693453844.3339903,347
1693453844.3356261,348
1693453844.3513527,348
1693453844.3689294,349
1693453844.3858247,350
1693453844.4046419,352
1693453844.4078214,353
1693453844.42118,354
1693453844.4344432,355
1693453844.4515789,356
1693453844.467705,357
1693453844.4861834,359
1693453844.4869058,359
1693453844.5043116,361
1693453844.5230045,362
1693453844.5350244,363
1693453844.5511606,364
1693453844.567438,366
1693453844.567438,366
1693453844.5965314,367
1693453844.5977948,368
1693453844.6140087,369
1693453844.635486,370
1693453844.6511564,371
1693453844.6671553,371
1693453844.6671553,372
1693453844.6908329,373
1693453844.707715,373
1693453844.707715,374
1693453844.7237463,374
1693453844.7365077,375
1693453844.7528481,377
