timestamps,TP9,AF7,AF8,TP10
1643931419.506,385.742,236.816,-45.410,20.996
1643931419.510,283.203,-721.680,-468.750,-20.996
1643931419.514,-334.473,-1000.000,-502.441,64.453
1643931419.518,-375.000,46.387,14.160,111.816
1643931419.522,210.938,317.871,-28.320,29.297
1643931419.526,354.492,-105.469,-232.910,-16.602
1643931419.530,-141.113,-53.223,-109.863,32.227
1643931419.533,-443.848,328.125,75.195,114.258
1643931419.537,20.996,23.438,-131.836,83.496
1643931419.541,375.977,-828.125,-441.406,9.766
1643931419.545,13.184,-177.734,-50.781,-7.324
1643931419.549,-452.637,445.801,130.371,101.562
1643931419.551,-158.203,62.012,-114.746,94.238
1643931419.555,414.551,207.520,-50.293,-12.695
1643931419.559,251.465,434.570,65.430,-26.367
1643931419.563,-333.496,319.824,47.852,82.520
1643931419.567,-275.391,4.883,-136.719,116.211
1643931419.571,327.637,-157.227,-252.930,29.297
1643931419.575,333.496,-23.438,-160.645,-14.160
1643931419.578,-282.227,112.793,-39.062,51.270
1643931419.582,-489.746,-653.320,-402.344,138.672
1643931419.586,82.520,-813.477,-399.414,75.195
1643931419.590,404.297,51.758,-72.754,-15.137
1643931419.594,-52.734,-76.172,-212.891,9.766
1643931419.596,-467.285,-435.547,-248.047,104.004
1643931419.600,-10.742,135.254,0.000,60.059
1643931419.604,479.004,447.266,61.523,-31.250
1643931419.608,150.879,160.645,-109.863,-29.785
1643931419.612,-401.367,71.777,-95.703,96.191
1643931419.616,-193.848,-6.348,-108.398,100.098
1643931419.620,383.789,14.648,-181.641,-21.484
1643931419.623,262.207,-215.820,-289.062,-55.176
1643931419.627,-388.184,-668.457,-322.266,46.387
1643931419.631,-370.605,17.578,9.277,53.711
1643931419.635,302.734,453.125,67.871,-13.672
1643931419.639,410.645,95.215,-127.441,-45.898
1643931419.657,-186.035,-19.531,-95.703,-9.277
1643931419.661,-441.895,7.324,-60.059,53.223
1643931419.665,158.691,211.426,-8.789,6.348
1643931419.669,491.211,-66.406,-159.668,-23.438
1643931419.673,-2.930,-165.039,-102.539,-10.254
1643931419.677,-489.258,-97.168,-113.281,66.406
1643931419.681,-96.680,-61.035,-201.660,56.641
1643931419.684,432.129,-508.789,-410.645,3.418
1643931419.688,169.922,-691.406,-294.434,-29.785
1643931419.692,-423.340,206.543,104.492,1.465
1643931419.696,-272.461,242.188,-20.508,46.875
1643931419.700,393.555,-233.398,-210.938,45.898
1643931419.686,346.191,171.875,-22.461,5.371
1643931419.690,-365.234,381.836,66.406,11.230
1643931419.694,-468.750,140.625,-32.715,25.879
1643931419.698,265.137,40.527,-87.402,-8.789
1643931419.702,491.699,50.293,-77.148,-28.809
1643931419.706,-149.902,-43.457,-154.785,-26.855
1643931419.710,-536.621,-240.234,-242.676,23.438
1643931419.713,28.809,-74.219,-100.586,18.555
1643931419.717,484.375,294.434,41.016,-17.578
1643931419.721,42.969,416.992,75.684,-28.320
1643931419.725,-535.645,-96.680,-152.344,38.086
1643931419.729,-229.980,-855.957,-442.383,34.180
1643931419.731,388.672,-150.391,-76.172,-43.945
1643931419.735,232.910,318.359,53.711,-71.777
1643931419.739,-360.352,-59.570,-154.297,35.645
1643931419.743,-265.137,144.531,-0.977,58.594
1643931419.747,305.664,386.719,69.336,-40.039
1643931419.751,259.766,0.977,-199.219,-75.684
1643931419.755,-311.035,-690.918,-437.988,44.922
1643931419.758,-413.086,-707.520,-280.273,106.445
1643931419.762,136.230,-58.594,-92.285,-41.016
1643931419.766,302.246,125.977,-91.797,-139.160
1643931419.770,-170.898,-617.676,-348.633,-4.883
1643931419.774,-417.969,-242.676,-75.195,166.992
1643931419.775,-20.508,482.422,143.555,47.852
1643931419.779,252.930,215.820,-107.910,-99.609
1643931419.783,-36.133,18.066,-120.605,-44.922
1643931419.787,-402.344,210.449,47.852,158.691
1643931419.791,-183.594,399.414,65.918,133.789
1643931419.795,211.426,-81.543,-228.516,-51.270
1643931419.799,29.785,-558.105,-254.883,-60.547
1643931419.802,-360.352,77.637,68.359,129.883
1643931419.806,-254.883,316.895,7.812,169.434
1643931419.810,142.578,-98.633,-228.516,0.000
1643931419.814,133.789,-162.109,-187.500,-82.520
1643931419.818,-270.020,98.633,-35.645,64.941
1643931419.836,-359.863,366.211,66.406,195.801
1643931419.840,47.363,-101.074,-178.711,46.875
1643931419.844,194.824,-344.727,-209.961,-82.520
