,timestamps,emg_signal
0,1693452693.36,516.1580118384137
1,1693452693.37,520.2786063425292
2,1693452693.38,517.4342003201884
3,1693452693.4,516.4299574856898
4,1693452693.4,514.5015682422942
5,1693452693.42,518.3739382401169
6,1693452693.43,514.3359434360158
7,1693452693.45,518.1365098374075
8,1693452693.47,513.0955919372944
9,1693452693.47,519.2756792734831
10,1693452693.48,518.070462950937
11,1693452693.51,513.4575650595448
12,1693452693.52,517.9518087239319
13,1693452693.52,521.775516103825
14,1693452693.54,523.5633090157271
15,1693452693.56,520.8285177164402
16,1693452693.57,526.7438145480431
17,1693452693.59,522.310058624976
18,1693452693.61,523.2889434575482
19,1693452693.61,523.8281929364784
20,1693452693.63,527.2170142699285
21,1693452693.65,528.4012424241978
22,1693452693.66,529.6996567737845
23,1693452693.67,532.8229699516887
24,1693452693.69,532.7770312927911
25,1693452693.7,531.6509737046108
26,1693452693.72,548.305243455084
27,1693452693.72,544.2352646699004
28,1693452693.74,536.9723520214907
29,1693452693.76,549.8037403477498
30,1693452693.77,539.2860641144995
31,1693452693.78,544.9702188012786
32,1693452693.79,547.0308431266277
33,1693452693.81,551.380807663794
34,1693452693.83,544.6691167331412
35,1693452693.83,538.6779245312977
