,timestamps,emg_signal
4316,1693531265.030689,354
4317,1693531265.0330734,359
4318,1693531265.050958,365
4319,1693531265.0671854,370
4320,1693531265.0781877,374
4321,1693531265.097018,377
4322,1693531265.1059418,381
4323,1693531265.1220193,383
4324,1693531265.1398206,384
4325,1693531265.1398206,385
4326,1693531265.1556163,385
4327,1693531265.1814773,385
4328,1693531265.1814773,384
4329,1693531265.1976385,384
4330,1693531265.224352,384
4331,1693531265.2256553,383
