,timestamps,emg_signal
2163,1693531235.393602,344
2164,1693531235.4105976,345
2165,1693531235.4162369,346
2166,1693531235.4338148,348
2167,1693531235.4500804,349
2168,1693531235.4562018,350
2169,1693531235.4723582,351
2170,1693531235.4922962,352
2171,1693531235.504707,352
2172,1693531235.5165825,353
2174,1693531235.5326471,354
2173,1693531235.5326471,353
2175,1693531235.5481973,355
2176,1693531235.563532,354
