,timestamps,emg_signal
8074,1693531316.7585866,357
8075,1693531316.76901,357
8076,1693531316.7794626,356
8078,1693531316.7972496,355
8077,1693531316.7972496,355
8079,1693531316.8142862,354
8080,1693531316.8276532,353
8081,1693531316.8436463,353
8082,1693531316.861413,354
8083,1693531316.881024,355
8084,1693531316.881024,357
8085,1693531316.8973234,359
8086,1693531316.9126048,361
8087,1693531316.9286394,364
8088,1693531316.944781,367
8089,1693531316.959691,370
8090,1693531316.9759855,374
