,timestamps,emg_signal
1044,1693531219.9934566,347
1045,1693531220.0048065,347
1046,1693531220.0210392,348
1047,1693531220.034455,349
1048,1693531220.0470366,350
1049,1693531220.064157,350
1050,1693531220.0761323,351
1051,1693531220.0919774,351
1052,1693531220.105013,352
1053,1693531220.116832,352
1054,1693531220.1338923,353
1055,1693531220.1338923,353
1056,1693531220.1516438,354
1057,1693531220.1701095,354
1058,1693531220.1871307,354
1059,1693531220.1934853,353
