,timestamps,emg_signal
452,1693531211.8364558,352
453,1693531211.84935,352
454,1693531211.8707964,353
455,1693531211.8892822,354
456,1693531211.8905413,355
457,1693531211.9090436,355
458,1693531211.9253066,355
459,1693531211.9414976,356
460,1693531211.9499402,356
461,1693531211.9695292,356
462,1693531211.970228,357
463,1693531211.9863164,357
464,1693531212.003296,357
465,1693531212.0195856,357
466,1693531212.0352547,357
