,timestamps,emg_signal
1200,1693531222.126449,349
1199,1693531222.126449,349
1201,1693531222.1563506,348
1202,1693531222.1686118,349
1203,1693531222.1806052,349
1204,1693531222.1972957,350
1205,1693531222.2052498,350
1206,1693531222.2220986,351
1208,1693531222.239112,352
1207,1693531222.239112,352
1209,1693531222.255078,353
1210,1693531222.270923,353
1211,1693531222.288674,354
1212,1693531222.3053365,354
1213,1693531222.3216157,354
1214,1693531222.3226826,354
1215,1693531222.3406756,352
