,timestamps,emg_signal
3074,1693531247.923033,362
3075,1693531247.939287,362
3076,1693531247.9549277,362
3077,1693531247.9705868,361
3078,1693531247.9789405,361
3079,1693531247.9969356,361
3080,1693531248.0132065,361
3081,1693531248.0288334,361
3083,1693531248.04447,361
3082,1693531248.04447,361
3084,1693531248.0596602,361
3085,1693531248.079611,360
3086,1693531248.0957005,361
3087,1693531248.1134014,360
3088,1693531248.1134014,361
3089,1693531248.129211,360
3090,1693531248.146172,361
