,timestamps,emg_signal
3155,1693531249.047026,361
3156,1693531249.0624733,362
3157,1693531249.0782783,363
3158,1693531249.084783,364
3159,1693531249.101761,365
3160,1693531249.119608,365
3161,1693531249.1288073,366
3162,1693531249.1462357,366
3163,1693531249.1462357,366
3164,1693531249.1623642,366
3165,1693531249.1851702,366
3166,1693531249.2026286,366
3167,1693531249.2048984,366
3168,1693531249.22198,367
3169,1693531249.2366958,368
3170,1693531249.2544746,368
3171,1693531249.266144,368
