,timestamps,emg_signal
4778,1693531271.379116,350
4779,1693531271.3947115,351
4780,1693531271.4105594,352
4781,1693531271.4295473,352
4782,1693531271.4462428,353
4783,1693531271.4475317,354
4784,1693531271.463044,354
4785,1693531271.4792364,355
4786,1693531271.4957006,356
4787,1693531271.5116403,356
4788,1693531271.5280757,357
4789,1693531271.5280757,357
4790,1693531271.5441875,357
4791,1693531271.5597122,357
