timestamps,TP9,AF7,AF8,TP10
1644531516.898,104.492,0.488,-99.609,-56.152
1644531516.902,-9.766,390.625,-106.934,-23.438
1644531516.906,-110.352,247.070,-133.301,41.016
1644531516.910,-28.320,27.832,-136.230,11.230
1644531516.914,77.148,-231.445,-109.863,-67.383
1644531516.918,10.742,-254.883,-81.055,-49.805
1644531516.922,-125.488,-193.848,-114.746,22.949
1644531516.925,-83.496,-813.965,-157.227,20.020
1644531516.929,59.082,-445.801,-87.891,-52.246
1644531516.933,43.457,332.520,-101.074,-64.941
1644531516.937,-94.727,91.309,-149.902,10.254
1644531516.941,-94.727,197.754,-115.234,39.551
1644531516.945,37.109,525.879,-111.328,-42.480
1644531516.949,68.359,444.824,-122.559,-79.102
1644531516.953,-56.152,-10.254,-128.418,-5.859
1644531516.957,-118.164,113.770,-105.957,41.504
1644531516.961,-0.977,413.574,-107.910,-15.137
1644531516.965,96.680,87.891,-135.742,-65.918
1644531516.969,-6.348,-563.477,-130.859,-33.203
1644531516.972,-127.930,-417.480,-89.355,29.297
1644531516.976,-54.199,371.582,-90.332,10.254
1644531516.980,81.543,282.227,-108.887,-50.293
1644531516.984,23.438,-79.590,-107.910,-42.480
1644531516.988,-121.582,182.129,-95.215,26.367
1644531516.990,-101.562,370.605,-109.375,38.086
1644531516.994,29.785,-106.934,-146.484,-36.621
1644531516.998,45.898,-486.328,-124.512,-61.523
1644531517.002,-85.449,-65.918,-87.891,7.324
1644531517.006,-127.930,4.883,-96.191,32.227
1644531517.010,-11.719,-307.617,-96.680,-33.691
1644531517.014,44.922,-888.184,-97.656,-65.918
1644531517.017,-77.148,-527.344,-39.551,-29.297
1644531517.021,-158.203,308.105,-43.457,19.043
1644531517.025,-46.387,148.438,-108.398,-14.648
1644531517.029,60.547,13.672,-114.258,-94.727
1644531517.033,-41.504,259.277,-102.539,-66.406
1644531517.036,-167.969,328.125,-101.562,10.742
1644531517.040,-98.145,69.824,-120.605,-9.277
1644531517.044,41.504,97.656,-110.352,-79.102
1644531517.048,9.277,62.500,-120.605,-66.406
1644531517.052,-133.301,-84.473,-121.094,5.371
1644531517.056,-124.023,-491.699,-159.668,10.742
1644531517.060,27.344,-648.438,-164.551,-63.477
