,timestamps,emg_signal
0,1693532150.4,357.15941472922424
1,1693532150.41,355.1171936870999
2,1693532150.43,358.5261482604592
3,1693532150.43,361.00719498065547
4,1693532150.45,357.53060250100987
5,1693532150.47,362.67343921623456
6,1693532150.49,358.95775662718813
7,1693532150.49,359.7891497090257
8,1693532150.51,360.7868943785817
9,1693532150.52,364.77020323391264
10,1693532150.54,362.24911361541905
11,1693532150.55,364.3456014261254
12,1693532150.57,361.8610174442183
13,1693532150.57,367.808280716947
14,1693532150.58,365.27349869559777
15,1693532150.6,365.0407824708371
16,1693532150.62,365.688591628452
17,1693532150.63,361.7710821224034
18,1693532150.65,360.78160403995963
19,1693532150.66,367.3196454741367
20,1693532150.68,364.3420359577018
21,1693532150.68,367.16108255569907
22,1693532150.7,360.97024330853327
23,1693532150.72,361.7864080022095
24,1693532150.73,366.9158528906817
25,1693532150.74,369.3392122337994
26,1693532150.75,367.85907503264366
27,1693532150.77,368.2934790011776
