,timestamps,emg_signal
4332,1693453503.7720475,516
4333,1693453503.7720475,517
4334,1693453503.7890563,518
4335,1693453503.8053732,518
4336,1693453503.8259254,517
4337,1693453503.8292828,517
4338,1693453503.844967,517
4339,1693453503.8695004,517
4340,1693453503.8727589,517
4341,1693453503.88845,517
4342,1693453503.9053617,518
4343,1693453503.922526,518
4344,1693453503.9255073,518
4345,1693453503.943827,517
4346,1693453503.9596567,518
4347,1693453503.9722369,517
