,timestamps,emg_signal
4100,1693453500.5774257,527
4101,1693453500.5791907,528
4102,1693453500.596073,527
4103,1693453500.610768,528
4104,1693453500.6264114,527
4105,1693453500.642037,527
4106,1693453500.6589687,528
4107,1693453500.6610923,530
4108,1693453500.6781275,531
4109,1693453500.6951442,531
4110,1693453500.710719,533
4111,1693453500.727662,535
4112,1693453500.7448616,536
4113,1693453500.747107,536
4114,1693453500.7641852,535
4115,1693453500.781159,534
4116,1693453500.7969923,534
