,timestamps,emg_signal
4995,1693453512.8972452,518
4996,1693453512.898294,518
4997,1693453512.9140236,518
4998,1693453512.9310172,518
5000,1693453512.9533627,516
4999,1693453512.9533627,516
5001,1693453512.969532,516
5002,1693453512.981616,517
5003,1693453512.9984918,517
5004,1693453513.0143385,517
5005,1693453513.0299754,517
5006,1693453513.0455892,518
5007,1693453513.0614295,518
5008,1693453513.0783012,518
5009,1693453513.0818553,518
5010,1693453513.0975375,518
5011,1693453513.113163,515
