,timestamps,emg_signal
15552,1694149239.079991,499
15553,1694149239.095619,501
15554,1694149239.1112435,502
15555,1694149239.1271715,504
15556,1694149239.1310437,503
15557,1694149239.1471732,502
15558,1694149239.1628697,500
15559,1694149239.1835237,498
15560,1694149239.186822,496
15561,1694149239.2049844,492
15562,1694149239.2243404,489
15563,1694149239.23255,485
15564,1694149239.2532456,481
15566,1694149239.264266,474
15565,1694149239.264266,477
15567,1694149239.2820454,470
15568,1694149239.3041506,467
15569,1694149239.3128326,464
15570,1694149239.333248,462
15571,1694149239.3443203,462
15572,1694149239.3626704,461
15573,1694149239.3626704,462
15574,1694149239.3821998,465
15575,1694149239.4003725,465
15576,1694149239.416815,468
15577,1694149239.4288056,471
15578,1694149239.4365768,474
15579,1694149239.457841,480
15580,1694149239.457841,480
15581,1694149239.474928,482
15582,1694149239.4929004,484
15583,1694149239.5145822,486
15584,1694149239.527924,485
15585,1694149239.534506,486
15586,1694149239.5522752,484
15587,1694149239.5685017,484
15588,1694149239.5685017,480
15589,1694149239.584114,480
15590,1694149239.5996015,477
15591,1694149239.6173587,473
15592,1694149239.6346686,470
15593,1694149239.6514168,467
15594,1694149239.6625595,464
15595,1694149239.6794386,462
15596,1694149239.680758,458
15597,1694149239.7008336,455
15598,1694149239.717956,452
15599,1694149239.7322452,448
15600,1694149239.738497,444
15601,1694149239.7557118,439
15602,1694149239.773167,435
15603,1694149239.7890406,433
15604,1694149239.7890406,431
15605,1694149239.806645,429
15606,1694149239.8228111,429
15607,1694149239.8355682,428
15608,1694149239.8519714,427
15609,1694149239.8715892,429
15610,1694149239.8823626,430
15611,1694149239.9010916,431
15612,1694149239.912,433
15613,1694149239.924735,436
15614,1694149239.938035,438
15615,1694149239.954593,440
15616,1694149239.9614725,443
15617,1694149239.9776638,445
15618,1694149239.994792,447
15619,1694149239.998104,449
15620,1694149240.016017,451
15621,1694149240.032319,452
15622,1694149240.052504,454
15623,1694149240.0545142,455
15624,1694149240.0721598,457
15625,1694149240.0901246,459
15626,1694149240.1064727,461
15627,1694149240.1173806,464
15628,1694149240.1332097,465
15629,1694149240.1390057,467
15630,1694149240.1546788,470
15631,1694149240.1742418,473
15632,1694149240.1869953,476
15633,1694149240.1979988,477
15635,1694149240.215023,482
15634,1694149240.215023,479
15636,1694149240.2443223,483
15637,1694149240.2478485,485
15638,1694149240.2651324,487
15639,1694149240.28205,490
15640,1694149240.28205,492
15641,1694149240.3021274,494
15642,1694149240.3193605,495
15643,1694149240.3383744,494
15644,1694149240.3404908,494
15645,1694149240.357751,492
15646,1694149240.375231,489
15647,1694149240.3958528,486
15648,1694149240.399732,485
15649,1694149240.418781,483
15650,1694149240.4374092,480
15651,1694149240.4374092,480
15652,1694149240.454703,479
15653,1694149240.4773023,479
15654,1694149240.4831002,478
15655,1694149240.4995065,477
15656,1694149240.5173702,477
15657,1694149240.5305753,477
15658,1694149240.5381238,477
15659,1694149240.5589714,478
15660,1694149240.5589714,478
15661,1694149240.5879118,479
15662,1694149240.6002376,480
15663,1694149240.610337,480
15664,1694149240.617968,481
15665,1694149240.638841,481
15666,1694149240.6548903,482
15667,1694149240.6561818,483
15668,1694149240.6782236,482
15669,1694149240.698791,480
15670,1694149240.7014322,479
