,timestamps,TP9,AF7,AF8,TP10,Secondary Timestamp,emg_signal
0,1686623852.56,-22.949,4.395,69.336,-47.363,3230.459,377.64320450378943
1,1686623852.57,-43.457,19.531,58.594,-89.355,3230.463,374.50678023883194
2,1686623852.57,-0.977,-96.191,57.617,-12.207,3230.467,373.8605756094668
3,1686623852.57,30.273,-101.562,36.621,45.41,3230.471,369.45729160213165
4,1686623852.58,-21.973,-184.57,-51.758,-28.809,3230.474,383.52318325396976
5,1686623852.58,-65.918,-486.328,-80.078,-97.168,3230.478,374.82597939435425
6,1686623852.59,-20.508,-508.301,18.066,-31.25,3230.482,374.8274791916517
7,1686623852.59,15.137,-907.227,-113.77,50.293,3230.486,372.6329032341588
8,1686623852.59,-7.812,-753.906,53.223,10.742,3230.49,369.7828973712049
9,1686623852.6,-31.738,-6.836,172.852,-69.336,3230.494,375.96888812765394
10,1686623852.6,-10.742,-248.535,3.418,-45.898,3230.498,364.60232306438365
11,1686623852.6,30.762,-248.047,42.48,32.715,3230.502,371.5658442376922
12,1686623852.61,19.531,217.285,127.93,23.926,3230.51,375.8803219694947
13,1686623852.61,-35.645,79.102,-10.254,-62.012,3230.514,372.8874467570197
14,1686623852.62,-41.992,-323.73,-86.914,-78.125,3230.518,367.06731176520987
15,1686623852.62,11.719,-85.449,138.672,12.695,3230.522,374.81422059075345
16,1686623852.63,25.391,229.98,67.871,49.805,3230.525,361.701509396081
17,1686623852.63,-34.18,-181.152,-156.738,-38.086,3230.529,381.9263742892846
18,1686623852.63,-62.5,-799.316,-175.781,-85.449,3230.533,370.5729652144801
19,1686623852.64,-13.672,-644.531,52.734,-12.207,3230.537,371.59465195479174
20,1686623852.64,17.578,211.914,202.148,40.527,3230.541,366.6612887239773
21,1686623852.64,-18.555,166.016,-12.695,-17.578,3230.545,377.2443986256474
22,1686623852.65,-46.387,-436.523,-113.281,-88.867,3230.549,369.39178210531134
23,1686623852.65,14.16,262.695,153.809,35.645,3230.563,372.41465931275167
24,1686623852.65,-18.066,-302.734,84.473,-43.457,3230.553,377.06236576747375
25,1686623852.66,-11.719,86.914,-56.152,1.953,3230.567,367.79717352991804
26,1686623852.66,-70.801,-495.117,-63.477,-90.332,3230.57,372.274176337864
27,1686623852.66,-61.035,-329.102,135.742,-79.102,3230.574,370.58171803536385
28,1686623852.67,1.953,-127.441,92.285,19.043,3230.578,372.8949463603617
29,1686623852.67,-5.371,-383.301,-26.855,26.367,3230.582,381.2867982075837
30,1686623852.68,-63.477,-904.297,-226.074,-55.664,3230.586,370.3633171669793
31,1686623852.68,-66.895,-901.367,48.828,-71.777,3230.59,374.7833822993905
32,1686623852.68,-1.953,-52.246,269.531,9.766,3230.594,368.7058046482355
33,1686623852.69,14.16,60.547,10.742,40.039,3230.598,380.3390089777145
34,1686623852.69,-34.18,-199.219,-9.277,-49.316,3230.602,370.9174052133402
35,1686623852.7,-54.199,-50.781,94.727,-105.957,3230.606,376.45127977069694
36,1686623852.71,-6.836,87.402,81.055,-26.367,3230.609,363.8033631146454
37,1686623852.72,22.949,-322.266,-31.738,40.527,3230.613,381.16642149999956
38,1686623852.72,-11.719,-460.449,-13.184,-19.531,3230.617,364.3192708770184
39,1686623852.72,-47.852,5.859,99.121,-96.191,3230.621,367.9009918050227
40,1686623852.73,-18.066,38.574,51.758,-43.945,3230.625,372.2724375466639
41,1686623852.73,24.414,-440.43,-45.41,52.734,3230.629,367.1060262065073
42,1686623852.74,-6.348,-493.164,73.73,19.531,3230.632,366.8525577745152
43,1686623852.74,-52.246,-40.527,108.398,-73.73,3230.636,369.3771987882492
44,1686623852.74,-47.852,-69.824,21.973,-73.242,3230.64,377.4699085184309
45,1686623852.75,-4.883,-395.508,-4.395,20.02,3230.644,382.81403372499756
46,1686623852.75,2.441,-228.027,101.074,33.203,3230.648,376.07426862918754
47,1686623852.76,-36.621,99.609,77.148,-59.57,3230.652,370.86877607555977
48,1686623852.76,-38.574,-181.152,-41.504,-75.684,3230.654,369.9898183129047
