,timestamps,emg_signal
0,1693700620.5,480.52224847411276
1,1693700620.51,467.32982185429495
2,1693700620.53,487.1565336990737
3,1693700620.54,480.96724846128205
4,1693700620.55,480.8398924737466
5,1693700620.56,493.45026655083257
6,1693700620.57,491.82272311498934
7,1693700620.59,485.3659850301911
8,1693700620.6,497.27993070785203
9,1693700620.62,484.48090792262127
10,1693700620.64,477.78250932403114
11,1693700620.64,467.83233420935164
12,1693700620.66,469.4506752887147
13,1693700620.68,461.37355328580185
14,1693700620.69,448.98001255018914
15,1693700620.69,445.99503276679764
16,1693700620.72,443.0035385654018
17,1693700620.73,435.4638477012198
18,1693700620.74,433.05802097704526
19,1693700620.75,431.6057066326633
20,1693700620.77,446.32617534998883
21,1693700620.79,435.65922061982315
22,1693700620.8,434.8414548741947
23,1693700620.81,421.6324329027383
24,1693700620.83,416.0353604143086
25,1693700620.83,427.76290198803
26,1693700620.85,430.2483838604233
27,1693700620.87,418.2975545096988
28,1693700620.88,424.56177940326353
29,1693700620.89,421.1429762033666
30,1693700620.91,409.5519061052154
31,1693700620.93,402.8305163962486
32,1693700620.93,409.9080452362864
33,1693700620.94,409.6663450877265
34,1693700620.97,405.20174320182485
35,1693700620.98,396.44126195584806
36,1693700620.99,397.9176647182369
37,1693700620.99,394.0101702931
38,1693700621.01,408.7920732075251
39,1693700621.03,406.27818326690834
40,1693700621.04,407.42918880871866
41,1693700621.06,421.2846219697054
42,1693700621.08,437.3570557639912
43,1693700621.08,431.6660974797141
44,1693700621.1,442.3394468946763
45,1693700621.11,433.44693296982246
46,1693700621.13,447.09817528749755
47,1693700621.15,452.7436484034916
48,1693700621.15,445.7566919919975
49,1693700621.17,452.8187284538828
50,1693700621.18,456.9584753243323
51,1693700621.2,461.1078130838937
52,1693700621.21,483.0277530333874
53,1693700621.23,498.78969152822515
54,1693700621.23,525.9221618012849
55,1693700621.24,536.291256770314
56,1693700621.26,535.9779260450651
57,1693700621.28,550.0932218723407
58,1693700621.29,560.9678244339384
