,timestamps,TP9,AF7,AF8,TP10,Secondary Timestamp,emg_signal
0,1686362252.34,39.551,127.93,-7.812,-261.23,1329.242,337.7274534463898
1,1686362252.35,49.805,171.875,-43.457,-208.984,1329.246,341.9823498726218
2,1686362252.35,16.113,-133.789,-83.008,-182.129,1329.249,344.44569245702934
3,1686362252.36,-4.395,-373.535,-6.348,-180.664,1329.253,338.1894021369861
4,1686362252.36,17.578,34.18,-4.883,-176.27,1329.257,344.74605977371164
5,1686362252.36,38.086,133.789,-49.805,-168.457,1329.261,346.0349811919208
6,1686362252.37,16.113,-98.633,-63.965,-210.449,1329.265,346.7346242455432
7,1686362252.37,-23.438,-616.211,-62.988,-218.75,1329.269,340.7203039570576
8,1686362252.38,-9.766,-121.094,33.691,-163.574,1329.273,339.65611751595236
9,1686362252.38,30.273,660.156,-19.531,-107.422,1329.277,343.8652032080627
10,1686362252.38,13.184,119.141,-47.852,-100.586,1329.281,341.1452293350046
11,1686362252.39,-11.719,-71.289,-26.367,-118.164,1329.285,357.02079405213243
12,1686362252.39,-1.465,159.668,-27.344,-108.398,1329.289,347.84695425110993
13,1686362252.4,24.414,151.855,-44.434,-83.984,1329.293,344.6603180185772
14,1686362252.4,31.25,-108.398,-34.668,-74.707,1329.297,346.99845414633586
15,1686362252.4,-6.836,-117.676,0.488,-76.172,1329.301,352.2016542375116
16,1686362252.41,-10.254,55.664,-41.992,-65.43,1329.305,344.43151123312254
17,1686362252.41,27.832,-27.832,-62.012,-62.5,1329.309,344.77327441155506
18,1686362252.42,25.879,-493.652,-55.664,-91.309,1329.312,340.1571240674503
19,1686362252.42,4.883,-389.648,-29.297,-156.25,1329.316,343.5452892351491
20,1686362252.42,5.371,193.848,-37.598,-181.641,1329.32,338.6409436359537
21,1686362252.43,21.484,25.879,-44.434,-152.344,1329.324,338.71438633462475
22,1686362252.43,37.598,-94.238,-15.137,-149.414,1329.328,342.23051700967665
23,1686362252.44,29.785,117.188,-14.16,-189.941,1329.332,338.0934485876298
24,1686362252.44,6.348,226.074,-39.551,-167.48,1329.346,338.49508442121004
25,1686362252.44,15.137,5.371,-50.781,-65.43,1329.35,343.97831948016903
26,1686362252.44,42.969,-164.551,-28.809,-24.414,1329.354,344.71517656979916
27,1686362252.45,57.617,1.953,-12.207,-72.266,1329.358,338.1730527859158
28,1686362252.45,48.828,132.324,-39.551,-132.812,1329.361,341.54623888440256
29,1686362252.46,50.293,-123.047,-59.57,-176.27,1329.365,349.86386329808704
30,1686362252.46,76.66,-701.66,-77.637,-222.656,1329.369,343.2292791035996
31,1686362252.46,80.566,-238.281,-20.508,-270.996,1329.373,348.9174478136726
32,1686362252.47,56.641,604.98,-10.254,-322.266,1329.377,349.5154371064121
33,1686362252.47,46.875,115.723,-55.176,-298.34,1329.381,348.69588911489404
34,1686362252.48,57.129,-29.785,-43.457,-214.844,1329.385,351.84593268329957
35,1686362252.48,68.848,66.406,-47.852,-175.781,1329.389,335.5400574119839
36,1686362252.48,62.5,107.91,-57.129,-180.664,1329.391,351.94312577586027
37,1686362252.49,60.059,-219.727,-52.734,-178.711,1329.395,361.3277049111841
38,1686362252.49,75.684,-298.34,-28.32,-145.508,1329.399,348.86565475377233
39,1686362252.5,88.379,274.902,-31.25,-128.418,1329.403,358.0257391273973
40,1686362252.5,78.125,182.617,-61.523,-137.207,1329.406,337.44578202033915
41,1686362252.5,58.105,-321.777,-63.477,-123.535,1329.41,338.95895169882357
42,1686362252.51,49.316,-228.516,-13.184,-79.59,1329.414,349.05755481787753
43,1686362252.51,67.383,295.898,-20.996,-22.949,1329.418,346.1422762335456
44,1686362252.52,60.059,103.027,-57.617,-13.672,1329.422,353.02527579584694
45,1686362252.52,15.137,-484.375,-36.621,-21.484,1329.426,350.991149654712
46,1686362252.52,-5.859,-198.242,11.23,10.254,1329.43,343.36525092106535
47,1686362252.53,6.836,402.344,-30.273,54.199,1329.434,351.87967020735556
48,1686362252.54,12.695,142.578,-61.035,61.523,1329.438,354.2432426271853
49,1686362252.54,5.371,-145.508,-47.363,13.672,1329.442,354.38439280715215
50,1686362252.55,5.859,-179.199,-49.805,6.836,1329.446,355.3803145202778
51,1686362252.55,8.301,-133.301,-32.715,28.32,1329.45,340.66631045072484
52,1686362252.56,11.719,59.082,-35.645,-32.715,1329.454,351.88277025508
53,1686362252.56,0.0,-589.844,-90.332,-124.023,1329.458,350.48407162614575
54,1686362252.56,-20.508,-448.73,-21.973,-131.348,1329.462,353.3613305462578
55,1686362252.57,-10.742,586.914,10.742,-83.984,1329.466,354.20919831159233
56,1686362252.57,23.438,168.457,-94.238,-47.363,1329.47,347.65984611477177
57,1686362252.58,23.438,-233.398,-82.031,-48.34,1329.474,353.19392457205316
58,1686362252.58,2.441,178.223,-17.09,-35.645,1329.477,362.21921195651595
59,1686362252.58,14.648,219.238,-58.594,11.719,1329.481,342.9027331024366
60,1686362252.58,38.086,-26.367,-25.879,21.973,1329.482,337.2011554293713
61,1686362252.59,38.574,18.555,-8.789,-17.09,1329.486,345.2377141892479
62,1686362252.59,17.578,144.531,-35.645,-74.219,1329.49,355.0882283014989
63,1686362252.6,15.137,25.879,-46.875,-101.074,1329.494,348.0811621045602
64,1686362252.6,44.434,-249.512,-35.645,-92.285,1329.498,345.5414740645651
65,1686362252.6,61.523,-234.863,-5.859,-88.379,1329.502,352.17645100417343
66,1686362252.61,48.828,-28.32,-20.02,-143.066,1329.506,359.9507694828599
67,1686362252.61,25.879,152.344,-38.086,-176.758,1329.51,365.0150135933205
68,1686362252.62,23.438,-452.637,-88.867,-138.672,1329.514,361.71471249012325
69,1686362252.62,24.414,-483.887,-17.09,-99.609,1329.517,360.2064173586708
70,1686362252.62,22.461,479.004,4.883,-87.402,1329.521,350.3484164017489
71,1686362252.63,1.465,182.129,-61.523,-68.848,1329.525,347.7536081715285
72,1686362252.63,-12.695,-98.633,-25.391,-4.395,1329.527,360.2575920551281
73,1686362252.64,15.625,137.207,-16.113,30.762,1329.531,356.7644199321986
74,1686362252.64,32.227,0.977,-46.387,-40.039,1329.535,351.465666354221
75,1686362252.64,23.438,-201.66,-50.781,-135.742,1329.538,348.0039238316162
76,1686362252.65,27.832,-299.805,-34.18,-155.762,1329.542,359.7857980049342
77,1686362252.65,38.086,-79.59,-12.207,-137.207,1329.546,355.0744190868719
78,1686362252.65,49.316,275.391,-24.902,-145.02,1329.55,354.0951881041101
79,1686362252.66,41.504,51.27,-80.566,-166.016,1329.554,342.0760635014702
80,1686362252.66,30.273,-667.48,-80.566,-161.621,1329.558,355.17449673376615
81,1686362252.67,48.34,-85.938,28.32,-162.109,1329.562,339.75120040459086
82,1686362252.67,69.336,655.273,-19.043,-219.727,1329.566,341.12124058679643
83,1686362252.67,65.918,69.824,-45.41,-261.23,1329.57,347.54915251313594
84,1686362252.68,52.246,-74.707,-18.066,-236.816,1329.572,347.8680538729462
85,1686362252.68,59.082,194.824,-35.645,-158.691,1329.576,349.8215915734038
86,1686362252.68,72.754,150.879,-45.41,-73.73,1329.58,350.9697023453753
87,1686362252.69,57.617,-91.309,-27.832,-91.797,1329.583,343.65469637052564
88,1686362252.69,33.203,-125.488,-32.715,-132.324,1329.587,355.4905661990614
89,1686362252.7,39.551,-161.133,-53.711,-102.051,1329.591,345.9270111870796
90,1686362252.7,54.199,-42.969,-20.996,-77.637,1329.595,354.7570216617404
91,1686362252.7,44.434,-335.449,-43.457,-76.66,1329.599,340.54450552950556
92,1686362252.71,31.738,-335.449,-26.367,-95.703,1329.603,353.513701109423
93,1686362252.71,15.625,246.582,-28.809,-54.688,1329.607,357.20696001059105
94,1686362252.72,14.16,56.152,-40.527,17.09,1329.611,347.1525843472404
95,1686362252.72,10.742,-82.52,-18.555,8.789,1329.615,354.85301601611457
96,1686362252.72,-1.465,119.141,-8.789,-50.781,1329.617,346.35985289698556
