timestamps,TP9,AF7,AF8,TP10,Secondary Timestamp
1686015773.016,-29.297,-700.195,-15.137,-17.578,117537.437
1686015773.020,-42.480,-754.883,23.438,-22.949,117537.441
1686015773.024,-40.039,-532.715,-12.207,-33.691,117537.445
1686015773.028,-29.785,-532.227,-34.180,-34.668,117537.449
1686015773.032,-21.484,-770.996,-27.832,-17.578,117537.453
1686015773.036,-9.277,-895.508,-6.836,-6.836,117537.457
1686015773.040,-20.996,-882.812,-5.859,-32.227,117537.461
1686015773.043,-39.551,-812.988,-12.695,-54.688,117537.465
1686015773.047,-34.668,-916.016,-66.895,-39.062,117537.468
1686015773.051,-34.180,-967.773,22.461,-27.832,117537.472
1686015773.055,-38.086,-470.703,49.805,-46.387,117537.476
1686015773.059,-35.645,-389.648,-38.086,-53.223,117537.480
1686015773.064,-28.809,-856.445,-15.625,-46.387,117537.485
1686015773.068,-26.855,-763.672,24.902,-45.410,117537.489
1686015773.072,-27.832,-304.688,-0.977,-41.992,117537.493
1686015773.076,-36.621,-415.527,-55.664,-43.945,117537.497
1686015773.080,-38.086,-898.926,-3.418,-47.363,117537.501
1686015773.084,-30.273,-964.844,23.926,-40.039,117537.505
1686015773.088,-26.367,-654.297,-2.441,-30.762,117537.508
1686015773.091,-30.273,-547.363,-55.664,-34.180,117537.512
1686015773.095,-37.598,-904.785,-15.625,-36.133,117537.516
1686015773.099,-31.738,-679.688,68.359,-27.832,117537.520
1686015773.103,-24.902,-279.297,0.488,-25.391,117537.524
1686015773.107,-26.367,-463.379,-45.410,-27.344,117537.528
1686015773.106,-33.691,-660.645,-21.973,-30.762,117537.527
1686015773.110,-34.180,-479.492,3.906,-35.645,117537.531
1686015773.114,-23.438,-368.652,-29.785,-34.180,117537.535
1686015773.118,-16.602,-627.441,-46.387,-27.832,117537.539
1686015773.122,-19.531,-855.957,-13.672,-28.809,117537.543
1686015773.126,-25.391,-930.176,-12.695,-34.668,117537.547
1686015773.130,-20.508,-910.645,-12.207,-29.785,117537.551
1686015773.133,-14.648,-928.223,-64.941,-21.484,117537.555
1686015773.137,-17.090,-1000.000,-36.133,-16.602,117537.559
1686015773.141,-17.090,-707.031,45.410,-18.555,117537.563
1686015773.145,-9.766,-450.684,-0.488,-13.672,117537.567
1686015773.149,-13.672,-631.836,-13.672,-9.277,117537.570
1686015773.153,-24.414,-540.039,-0.488,-16.602,117537.574
1686015773.157,-25.879,-389.648,-19.043,-19.043,117537.578
1686015773.161,-16.113,-517.090,-21.973,-17.578,117537.582
1686015773.165,-8.789,-621.094,37.598,-16.113,117537.586
1686015773.169,-20.020,-443.848,2.930,-15.625,117537.590
1686015773.173,-28.809,-728.027,-42.480,-26.367,117537.594
1686015773.177,-18.555,-953.613,-26.367,-25.879,117537.598
1686015773.180,-10.742,-987.305,-19.531,-6.836,117537.602
1686015773.184,-17.090,-744.141,61.035,-13.672,117537.606
1686015773.188,-17.090,-397.461,12.207,-24.902,117537.610
1686015773.192,-12.207,-633.789,-32.715,-29.785,117537.613
1686015773.196,-14.648,-615.723,25.879,-31.738,117537.617
1686015773.197,-3.418,-285.645,3.906,-25.879,117537.630
1686015773.201,-8.789,-334.473,-29.785,-32.715,117537.634
1686015773.205,-22.461,-673.340,-30.273,-28.320,117537.638
1686015773.209,-14.160,-644.531,21.484,-16.113,117537.642
1686015773.213,-7.812,-410.156,-1.465,-15.137,117537.646
1686015773.217,-15.625,-701.660,-20.996,-20.020,117537.650
1686015773.221,-25.879,-993.652,-57.129,-36.621,117537.654
1686015773.224,-21.973,-977.539,-12.695,-32.227,117537.658
1686015773.228,-23.438,-673.828,66.895,-24.902,117537.662
1686015773.232,-40.527,-666.504,-11.719,-31.250,117537.665
1686015773.236,-46.387,-905.762,-58.594,-33.691,117537.669
1686015773.240,-34.180,-634.766,12.207,-27.344,117537.673
1686015773.256,-21.973,-249.023,12.207,-18.555,117537.678
1686015773.260,-22.461,-313.965,-18.066,-17.578,117537.681
1686015773.264,-30.762,-650.879,40.039,-23.438,117537.685
1686015773.268,-33.203,-521.973,22.949,-28.809,117537.689
1686015773.272,-19.531,-287.598,1.953,-20.508,117537.693
1686015773.276,-19.043,-617.676,-28.809,-21.484,117537.697
1686015773.280,-26.367,-960.449,-22.461,-29.785,117537.701
1686015773.283,-32.227,-680.664,34.668,-39.062,117537.705
1686015773.287,-25.879,-377.930,3.418,-34.180,117537.709
1686015773.291,-14.648,-461.914,-24.414,-19.531,117537.713
1686015773.295,-22.461,-708.984,-17.090,-24.414,117537.717
1686015773.299,-39.062,-834.961,-9.277,-35.645,117537.720
1686015773.287,-38.086,-570.801,-7.324,-27.344,117537.721
1686015773.291,-28.809,-542.969,-16.602,-19.043,117537.725
1686015773.295,-41.016,-727.539,24.414,-26.855,117537.729
1686015773.299,-50.293,-533.691,-2.930,-34.668,117537.733
1686015773.303,-48.828,-562.012,-30.273,-32.715,117537.737
1686015773.307,-41.016,-852.539,-25.391,-21.973,117537.741
1686015773.311,-32.715,-938.965,20.020,-12.207,117537.745
1686015773.314,-37.598,-727.051,37.598,-26.367,117537.748
1686015773.318,-39.062,-537.598,2.930,-34.180,117537.752
1686015773.322,-24.902,-834.961,-47.363,-18.066,117537.756
1686015773.326,-17.578,-801.270,49.316,-6.836,117537.760
1686015773.330,-20.508,-336.914,29.297,-16.113,117537.764
1686015773.349,-29.785,-425.293,-33.203,-32.227,117537.770
1686015773.353,-35.645,-870.117,13.672,-33.203,117537.774
1686015773.357,-28.320,-850.586,4.883,-21.484,117537.778
1686015773.361,-26.367,-458.496,-13.184,-21.973,117537.782
1686015773.365,-33.691,-518.066,-45.898,-25.879,117537.786
1686015773.369,-32.227,-962.891,-33.691,-21.484,117537.790
1686015773.373,-22.949,-775.879,64.941,-12.695,117537.794
1686015773.376,-28.320,-285.645,5.859,-18.066,117537.798
1686015773.380,-40.527,-488.770,-71.777,-38.086,117537.802
1686015773.384,-42.480,-769.043,53.711,-42.969,117537.805
1686015773.388,-35.645,-468.750,49.805,-36.133,117537.809
1686015773.392,-36.133,-301.270,-36.621,-42.480,117537.813
1686015773.391,-40.527,-604.492,-38.086,-49.316,117537.812
1686015773.395,-43.457,-743.164,-13.184,-48.340,117537.816
1686015773.399,-32.715,-456.055,-5.859,-35.645,117537.820
1686015773.403,-25.879,-364.258,-28.320,-30.273,117537.824
1686015773.407,-39.551,-701.660,-48.828,-43.945,117537.828
1686015773.411,-43.945,-987.793,-20.020,-47.363,117537.832
1686015773.415,-39.551,-940.430,-12.207,-36.133,117537.836
1686015773.418,-39.062,-824.219,-6.348,-27.344,117537.840
1686015773.422,-35.156,-901.855,-62.988,-39.062,117537.844
1686015773.426,-34.180,-1000.000,-19.531,-40.039,117537.848
1686015773.430,-27.832,-654.297,66.895,-29.297,117537.851
1686015773.434,-21.484,-369.141,-4.883,-22.949,117537.855
1686015773.438,-34.668,-627.930,-14.160,-20.020,117537.859
1686015773.442,-47.363,-587.891,-7.324,-30.273,117537.863
1686015773.446,-41.016,-392.090,-15.625,-31.738,117537.867
1686015773.450,-36.621,-426.758,-0.488,-18.555,117537.871
1686015773.454,-38.574,-628.906,20.020,-21.973,117537.875
1686015773.458,-36.621,-793.945,-15.625,-30.762,117537.879
1686015773.462,-40.527,-880.371,2.930,-31.738,117537.883
1686015773.465,-36.133,-843.750,2.930,-20.508,117537.887
1686015773.469,-27.344,-967.773,-15.625,-7.812,117537.891
1686015773.473,-30.273,-757.324,56.152,-22.461,117537.895
1686015773.477,-40.039,-455.078,0.977,-40.527,117537.898
1686015773.481,-32.715,-645.508,-29.297,-34.180,117537.902
1686015773.482,-21.484,-583.984,18.555,-26.367,117537.916
1686015773.486,-27.344,-343.262,-14.160,-23.926,117537.920
1686015773.490,-30.762,-446.777,-40.527,-19.531,117537.924
1686015773.494,-29.785,-697.266,-20.020,-18.066,117537.928
1686015773.498,-29.297,-709.961,11.230,-15.625,117537.932
1686015773.502,-30.762,-710.938,-14.160,-7.812,117537.936
1686015773.506,-42.480,-863.281,-24.414,-20.020,117537.940
1686015773.509,-44.434,-982.422,-56.641,-24.902,117537.944
1686015773.513,-36.133,-996.582,-17.578,-10.254,117537.948
1686015773.517,-36.621,-705.566,36.621,-10.254,117537.951
1686015773.521,-39.062,-527.344,-29.785,-7.812,117537.955
1686015773.525,-45.898,-843.750,-73.730,-1.465,117537.959
1686015773.528,-29.785,-642.578,9.277,18.066,117537.950
1686015773.532,0.977,-232.910,2.930,34.180,117537.954
1686015773.536,-28.809,-404.297,-21.484,-0.488,117537.958
1686015773.540,-56.641,-722.168,42.480,-22.461,117537.962
1686015773.544,-41.992,-559.082,21.484,-11.230,117537.966
1686015773.548,-27.832,-592.773,-20.508,2.441,117537.970
1686015773.552,-21.484,-807.617,-19.531,4.395,117537.974
1686015773.555,-40.527,-936.523,-22.949,-11.230,117537.977
1686015773.559,-50.293,-787.109,11.230,-9.766,117537.981
1686015773.563,-39.062,-387.695,9.277,10.742,117537.985
1686015773.567,-31.250,-413.574,-23.438,22.949,117537.989
1686015773.571,-28.320,-726.562,-12.695,25.391,117537.993
1686015773.586,-27.344,-807.129,4.883,23.926,117538.007
1686015773.590,-26.367,-543.457,3.418,36.133,117538.011
1686015773.594,-21.484,-587.891,-4.883,59.082,117538.015
1686015773.598,-21.973,-728.516,26.855,54.688,117538.019
1686015773.602,-18.555,-682.129,-20.508,43.945,117538.023
1686015773.606,-13.184,-804.688,-16.113,40.527,117538.027
1686015773.610,-13.184,-903.809,-43.945,35.156,117538.031
1686015773.613,-16.113,-987.793,-32.227,29.785,117538.035
1686015773.617,-24.902,-604.980,44.922,13.672,117538.039
1686015773.621,-16.602,-426.270,-5.859,9.766,117538.043
1686015773.625,-4.883,-641.113,-23.438,22.461,117538.046
1686015773.629,-0.977,-457.031,5.859,24.902,117538.050
1686015773.631,-8.789,-316.406,-7.812,15.137,117538.052
1686015773.635,-18.066,-495.605,-20.020,6.836,117538.056
1686015773.639,-12.695,-839.844,16.602,15.625,117538.060
1686015773.643,-12.207,-645.996,24.414,25.879,117538.064
1686015773.647,-28.809,-390.137,-15.625,20.020,117538.068
1686015773.651,-32.715,-793.945,-38.574,18.066,117538.072
1686015773.655,-24.414,-971.191,29.785,20.020,117538.076
1686015773.658,-25.391,-535.645,62.012,19.531,117538.080
1686015773.662,-23.438,-276.367,-12.695,12.695,117538.084
1686015773.666,-19.043,-569.824,-62.988,7.324,117538.087
1686015773.670,-21.484,-937.500,1.465,13.672,117538.091
1686015773.674,-20.996,-562.012,63.965,18.555,117538.095
1686015773.661,-23.438,-277.344,-14.160,13.672,117538.097
1686015773.665,-35.156,-621.582,-27.832,-9.277,117538.101
1686015773.669,-28.809,-699.219,28.320,-20.020,117538.105
1686015773.673,-19.043,-372.070,14.160,-9.766,117538.109
1686015773.677,-26.367,-426.270,-43.457,-13.672,117538.113
1686015773.681,-36.133,-846.680,-32.715,-23.926,117538.117
1686015773.685,-36.621,-970.703,47.852,-25.879,117538.121
1686015773.688,-24.902,-835.938,24.414,-15.625,117538.125
1686015773.692,-15.137,-706.055,-5.371,0.000,117538.128
1686015773.696,-13.184,-894.531,-85.938,2.930,117538.132
1686015773.700,-14.160,-994.141,13.184,-0.977,117538.136
1686015773.704,-9.277,-463.867,79.590,-3.418,117538.140
1686015773.727,-5.371,-276.855,-17.090,1.465,117538.148
1686015773.731,-11.230,-644.043,13.672,-3.418,117538.152
1686015773.735,-13.672,-619.629,11.230,-3.906,117538.156
1686015773.739,-5.859,-324.219,-0.488,3.418,117538.160
1686015773.743,-6.836,-316.406,-18.066,10.742,117538.164
1686015773.747,-10.254,-836.914,12.207,10.742,117538.168
1686015773.751,-12.695,-825.195,37.598,-2.441,117538.172
1686015773.754,-7.324,-565.918,2.441,-2.930,117538.176
1686015773.758,-4.395,-741.699,-15.625,5.859,117538.180
1686015773.762,-14.648,-933.105,-6.836,3.906,117538.184
1686015773.766,-17.090,-616.699,67.871,-6.836,117538.187
1686015773.770,-21.973,-363.770,5.371,-14.160,117538.191
1686015773.767,-20.996,-537.109,-13.672,-4.883,117538.188
1686015773.771,-20.508,-474.121,30.762,-2.930,117538.192
1686015773.775,-27.832,-442.383,-14.648,-12.695,117538.196
1686015773.779,-31.738,-502.930,-15.137,-20.020,117538.200
1686015773.783,-28.320,-639.160,-13.184,-0.488,117538.204
1686015773.787,-20.020,-740.234,9.277,7.324,117538.208
1686015773.791,-23.926,-720.703,2.930,-5.859,117538.211
1686015773.794,-31.250,-805.176,-8.301,-11.719,117538.215
1686015773.798,-29.785,-905.273,-48.340,-15.137,117538.219
1686015773.802,-26.855,-1000.000,-8.789,-11.719,117538.223
1686015773.806,-27.832,-721.680,53.223,-21.484,117538.227
1686015773.810,-35.156,-504.395,-16.602,-36.133,117538.231
1686015773.813,-40.527,-826.660,-50.293,-36.621,117538.235
1686015773.817,-36.133,-560.547,25.391,-30.273,117538.239
1686015773.821,-33.691,-141.113,-5.371,-34.668,117538.243
1686015773.825,-39.551,-350.098,-43.457,-42.969,117538.247
1686015773.829,-33.203,-655.762,24.414,-36.621,117538.251
1686015773.833,-22.461,-709.473,28.320,-21.973,117538.255
1686015773.837,-19.043,-500.977,16.113,-18.555,117538.259
1686015773.840,-28.320,-473.633,-46.875,-31.250,117538.262
1686015773.844,-31.738,-905.273,-20.996,-30.762,117538.266
1686015773.848,-25.391,-597.168,69.824,-25.879,117538.270
1686015773.852,-23.926,-162.109,5.371,-21.484,117538.274
1686015773.856,-25.391,-355.957,-48.828,-28.809,117538.278
1686015773.857,-33.691,-640.137,-32.715,-47.363,117538.279
1686015773.861,-33.203,-694.824,10.742,-42.480,117538.283
1686015773.865,-20.508,-377.930,7.324,-28.320,117538.287
1686015773.869,-23.438,-439.941,-23.438,-33.691,117538.291
1686015773.873,-34.180,-793.945,6.348,-43.457,117538.295
1686015773.877,-29.785,-829.102,3.906,-36.621,117538.299
1686015773.881,-19.043,-680.176,9.766,-28.809,117538.303
1686015773.884,-20.508,-775.391,-39.062,-21.973,117538.307
1686015773.888,-28.320,-1000.000,-26.367,-21.973,117538.310
1686015773.892,-28.809,-558.594,40.527,-44.434,117538.314
1686015773.896,-31.250,-294.434,2.441,-52.734,117538.318
1686015773.900,-30.762,-485.840,-27.832,-40.039,117538.322
1686015773.903,-41.504,-354.980,-15.137,-41.016,117538.325
1686015773.907,-46.387,-226.562,-5.371,-46.875,117538.329
1686015773.911,-30.273,-374.023,-13.672,-35.156,117538.333
1686015773.915,-33.203,-691.406,22.461,-25.391,117538.337
1686015773.919,-45.410,-487.305,23.926,-33.691,117538.341
1686015773.923,-37.598,-561.035,-19.043,-41.016,117538.344
1686015773.927,-39.062,-809.082,-16.113,-39.551,117538.348
1686015773.930,-36.133,-957.031,-18.555,-21.484,117538.352
1686015773.934,-30.762,-677.246,70.312,-23.926,117538.356
1686015773.938,-36.621,-217.285,10.742,-43.945,117538.360
1686015773.942,-38.086,-435.547,-44.434,-39.062,117538.364
1686015773.946,-29.297,-462.891,15.625,-22.461,117538.368
1686015773.946,-24.414,-196.777,-6.348,-23.926,117538.368
1686015773.950,-33.203,-225.098,-29.785,-36.133,117538.372
1686015773.954,-44.434,-559.082,-9.766,-42.969,117538.376
1686015773.958,-28.809,-547.363,27.832,-28.320,117538.379
1686015773.962,-29.297,-368.652,-20.020,-29.785,117538.383
1686015773.966,-56.641,-687.500,-29.785,-59.570,117538.387
1686015773.970,-59.082,-938.965,-58.594,-61.523,117538.391
1686015773.973,-46.875,-1000.000,-28.809,-36.621,117538.395
1686015773.977,-39.551,-633.301,66.895,-36.133,117538.399
1686015773.981,-39.062,-282.227,-6.836,-44.434,117538.403
1686015773.985,-45.898,-700.684,-63.965,-43.945,117538.407
1686015773.989,-47.363,-587.402,-7.324,-44.922,117538.411
1686015773.993,-33.691,-116.211,3.418,-39.062,117538.427
1686015773.997,-35.645,-201.660,-28.809,-32.715,117538.431
1686015774.001,-45.410,-599.121,9.766,-38.574,117538.435
1686015774.005,-42.969,-537.109,14.160,-37.598,117538.439
1686015774.009,-31.738,-240.723,-9.277,-24.414,117538.443
1686015774.013,-28.320,-502.441,-41.504,-18.555,117538.447
1686015774.017,-28.809,-932.617,-23.438,-21.484,117538.451
1686015774.020,-29.297,-594.238,43.945,-36.621,117538.455
1686015774.024,-31.250,-368.164,-7.324,-35.156,117538.458
1686015774.028,-30.273,-645.996,-12.207,-24.414,117538.462
1686015774.032,-36.133,-687.500,48.340,-23.926,117538.466
1686015774.036,-44.922,-406.738,10.254,-38.574,117538.470
1686015774.037,-39.551,-300.781,-25.391,-44.434,117538.472
1686015774.041,-29.785,-438.965,-7.324,-29.785,117538.476
1686015774.045,-34.180,-415.039,11.230,-24.902,117538.480
1686015774.049,-36.133,-268.066,-11.719,-35.156,117538.484
1686015774.053,-31.738,-437.500,-41.992,-38.086,117538.488
1686015774.057,-26.367,-796.875,-46.387,-19.531,117538.492
1686015774.061,-21.484,-891.113,23.926,-4.883,117538.496
1686015774.064,-20.020,-579.102,42.480,-14.160,117538.500
1686015774.068,-29.297,-366.211,-19.043,-24.414,117538.504
1686015774.072,-20.020,-707.520,-52.246,-18.555,117538.508
1686015774.076,-11.230,-677.734,13.184,-10.254,117538.511
1686015774.080,-22.949,-484.863,-3.418,-19.531,117538.515
1686015774.112,-27.832,-530.273,-41.504,-33.691,117538.533
1686015774.116,-20.020,-808.105,-31.738,-26.367,117538.537
1686015774.120,-15.137,-535.156,16.602,-22.949,117538.541
1686015774.124,-16.113,-179.199,-20.508,-28.320,117538.545
1686015774.128,-24.902,-431.152,-45.410,-33.203,117538.549
1686015774.132,-27.832,-830.078,18.555,-28.320,117538.553
1686015774.136,-24.414,-659.180,37.598,-19.531,117538.557
1686015774.139,-29.297,-181.641,-7.324,-26.855,117538.561
1686015774.143,-34.180,-416.016,-65.430,-34.180,117538.565
1686015774.147,-33.691,-867.676,9.277,-27.344,117538.568
1686015774.151,-22.949,-434.570,54.688,-20.020,117538.572
1686015774.155,-22.949,-153.320,-30.273,-13.184,117538.576
1686015774.143,-31.738,-458.008,-24.414,-23.438,117538.565
1686015774.147,-32.715,-700.684,-3.906,-34.180,117538.569
1686015774.151,-30.762,-650.879,-0.488,-29.297,117538.573
1686015774.155,-23.926,-299.805,-17.578,-24.414,117538.577
1686015774.159,-23.438,-481.445,-44.922,-26.367,117538.581
1686015774.163,-25.879,-942.383,25.879,-30.273,117538.584
1686015774.167,-22.461,-862.793,37.109,-20.508,117538.588
1686015774.170,-14.160,-647.949,-5.371,-8.789,117538.592
1686015774.174,-15.625,-772.949,-55.664,-5.371,117538.596
1686015774.178,-29.785,-704.102,0.488,-16.602,117538.600
1686015774.182,-34.668,-355.469,33.203,-23.926,117538.604
1686015774.186,-25.879,-270.508,-25.391,-18.066,117538.608
1686015774.188,-29.297,-759.277,-83.496,-14.648,117538.610
1686015774.192,-40.527,-812.988,12.207,-25.391,117538.613
1686015774.196,-41.992,-499.512,-0.488,-35.156,117538.617
1686015774.200,-40.039,-464.355,-30.762,-23.926,117538.621
1686015774.204,-37.598,-652.832,7.324,-20.020,117538.625
1686015774.208,-39.551,-772.949,-17.090,-30.273,117538.629
1686015774.212,-36.621,-688.965,-12.695,-38.086,117538.633
1686015774.215,-33.691,-530.762,-27.832,-22.949,117538.637
1686015774.219,-30.762,-885.254,-32.715,-9.766,117538.641
1686015774.223,-36.621,-706.543,51.270,-30.273,117538.645
1686015774.227,-40.527,-280.762,-4.395,-44.434,117538.649
1686015774.231,-31.250,-459.961,-37.598,-44.922,117538.652
1686015774.231,-28.320,-443.359,8.789,-39.062,117538.652
1686015774.235,-37.598,-254.883,-10.254,-40.527,117538.656
1686015774.239,-43.945,-310.059,-31.250,-60.547,117538.660
1686015774.243,-39.551,-547.363,-25.879,-61.035,117538.664
1686015774.247,-31.738,-575.195,-7.812,-38.086,117538.668
1686015774.251,-33.203,-608.398,-26.367,-28.320,117538.672
1686015774.255,-41.504,-815.918,-34.180,-41.504,117538.676
1686015774.258,-42.969,-928.223,-59.082,-43.945,117538.680
1686015774.262,-32.227,-1000.000,-5.371,-25.879,117538.684
1686015774.266,-32.227,-644.531,84.961,-22.949,117538.688
1686015774.270,-36.133,-290.527,-3.906,-32.715,117538.691
1686015774.274,-36.133,-653.320,-35.645,-42.480,117538.695
1686015774.278,-27.344,-467.773,9.766,-34.180,117538.700
1686015774.282,-19.043,-83.496,-12.207,-25.391,117538.704
1686015774.286,-26.855,-226.562,-36.133,-27.344,117538.708
1686015774.290,-37.109,-576.172,24.902,-31.250,117538.712
1686015774.294,-37.109,-444.336,15.625,-28.809,117538.715
1686015774.298,-26.855,-444.336,-17.578,-18.066,117538.719
1686015774.302,-28.320,-664.551,-36.621,-20.508,117538.723
1686015774.305,-33.203,-902.832,-37.598,-18.066,117538.727
1686015774.309,-30.762,-589.844,28.809,-12.207,117538.731
1686015774.313,-28.809,-312.500,-17.578,-6.836,117538.735
1686015774.317,-34.180,-572.266,-34.668,-4.883,117538.739
1686015774.321,-33.203,-676.758,23.926,-9.277,117538.743
1686015774.322,-33.691,-375.977,16.602,-16.602,117538.743
1686015774.326,-30.762,-201.660,-28.320,-7.812,117538.747
1686015774.330,-22.461,-388.672,-29.785,3.418,117538.751
1686015774.334,-26.367,-416.992,-7.324,-7.324,117538.755
1686015774.338,-42.480,-437.500,-48.828,-18.555,117538.759
1686015774.342,-37.598,-627.441,-21.973,-10.254,117538.763
1686015774.346,-18.066,-766.113,-44.434,5.371,117538.767
1686015774.349,-17.578,-974.609,-44.434,3.906,117538.771
1686015774.353,-23.438,-566.406,29.785,-6.348,117538.775
1686015774.357,-20.020,-309.082,-9.277,-2.441,117538.778
1686015774.361,-20.020,-503.906,-30.762,-0.488,117538.782
1686015774.365,-22.949,-415.527,-29.297,-6.836,117538.786
1686015774.370,-36.621,-520.508,-10.742,-21.973,117538.801
1686015774.374,-37.598,-563.477,-15.625,-21.973,117538.805
1686015774.378,-17.090,-778.320,-26.855,0.000,117538.809
1686015774.382,-11.719,-485.840,9.766,-5.859,117538.813
1686015774.386,-23.438,-220.215,-22.949,-28.320,117538.817
1686015774.390,-25.879,-667.969,-48.340,-26.855,117538.821
1686015774.394,-18.066,-944.336,-9.766,-9.766,117538.825
1686015774.397,-18.066,-464.355,38.086,-10.254,117538.829
1686015774.401,-21.484,-299.316,-41.016,-17.578,117538.833
1686015774.405,-28.320,-618.164,-49.805,-17.090,117538.836
1686015774.409,-25.879,-581.055,15.137,-6.836,117538.840
1686015774.413,-16.113,-255.371,4.395,2.930,117538.844
1686015774.412,-19.043,-177.734,-23.438,-4.395,117538.847
1686015774.416,-23.438,-486.328,-29.785,-20.020,117538.851
1686015774.420,-22.461,-743.164,-1.465,-26.855,117538.855
1686015774.424,-21.973,-599.609,15.137,-19.531,117538.859
1686015774.428,-24.902,-474.609,-23.926,-21.973,117538.863
1686015774.432,-26.367,-799.805,-66.895,-31.250,117538.867
1686015774.436,-20.996,-1000.000,-5.371,-19.043,117538.871
1686015774.439,-19.531,-627.441,107.422,-12.695,117538.875
1686015774.443,-24.414,-204.590,11.719,-20.020,117538.878
1686015774.447,-31.738,-581.543,-70.312,-30.273,117538.882
1686015774.451,-37.109,-572.754,-6.836,-34.668,117538.886
1686015774.455,-31.250,-257.324,-3.418,-21.973,117538.890
1686015774.473,-23.926,-298.828,-12.695,-12.207,117538.895
1686015774.477,-25.391,-580.078,0.977,-19.531,117538.899
1686015774.481,-31.738,-541.992,-12.695,-28.320,117538.903
1686015774.485,-34.180,-341.309,-10.742,-28.809,117538.906
1686015774.489,-29.785,-432.129,-15.137,-24.902,117538.910
1686015774.493,-26.855,-809.082,8.301,-26.855,117538.914
1686015774.497,-40.039,-925.781,-5.859,-42.480,117538.918
1686015774.500,-40.527,-676.758,13.672,-46.387,117538.922
1686015774.504,-33.691,-519.531,-19.043,-30.273,117538.926
1686015774.508,-40.527,-890.625,-22.461,-22.461,117538.930
1686015774.512,-44.922,-674.316,58.594,-30.273,117538.934
1686015774.516,-43.457,-356.934,-3.906,-38.574,117538.938
1686015774.517,-42.480,-531.250,-33.691,-29.785,117538.938
1686015774.521,-39.551,-500.977,6.348,-17.578,117538.942
1686015774.525,-41.992,-337.891,-19.531,-31.250,117538.946
1686015774.529,-49.316,-364.746,-23.926,-34.668,117538.950
1686015774.533,-41.016,-616.211,-12.207,-21.484,117538.954
1686015774.537,-29.297,-790.039,-8.301,-11.230,117538.958
1686015774.541,-36.133,-752.441,-12.207,-15.137,117538.962
1686015774.544,-23.926,-834.473,0.488,-20.996,117538.966
1686015774.548,-19.043,-945.801,-53.711,-12.695,117538.969
1686015774.552,-46.875,-1000.000,-20.508,-28.320,117538.973
1686015774.556,-45.898,-618.164,83.984,-41.016,117538.977
1686015774.560,-37.598,-348.145,-11.230,-35.156,117538.981
1686015774.563,-36.621,-709.473,-36.621,-31.250,117538.985
1686015774.567,-24.414,-449.707,15.137,-26.367,117538.989
1686015774.571,-22.461,-115.234,-7.812,-23.926,117538.993
1686015774.575,-28.809,-316.895,-39.551,-30.273,117538.997
1686015774.579,-26.855,-704.590,26.855,-36.621,117539.001
1686015774.583,-21.973,-751.953,34.180,-31.250,117539.005
1686015774.587,-23.926,-581.055,-7.324,-28.320,117539.009
1686015774.590,-22.461,-519.043,-45.410,-31.738,117539.012
1686015774.594,-25.391,-887.695,-35.645,-30.273,117539.016
1686015774.598,-24.414,-647.461,30.273,-28.809,117539.020
1686015774.602,-16.113,-360.352,-33.203,-20.020,117539.024
1686015774.606,-19.531,-642.090,-32.227,-22.461,117539.028
