timestamps,TP9,AF7,AF8,TP10,Secondary Timestamp
1686015703.551,-50.293,-558.594,90.820,-46.875,117467.973
1686015703.555,-47.852,-198.730,73.242,-53.711,117467.977
1686015703.559,-42.480,114.746,-12.695,-40.527,117467.980
1686015703.563,-43.945,-36.621,-12.207,-30.273,117467.984
1686015703.567,-58.105,-278.809,13.672,-41.016,117467.988
1686015703.571,-66.895,-494.629,25.391,-50.781,117467.992
1686015703.575,-60.547,-411.621,29.297,-43.945,117467.996
1686015703.578,-44.922,-493.164,4.395,-34.180,117468.000
1686015703.582,-48.828,-750.488,82.031,-38.086,117468.004
1686015703.586,-49.805,-406.738,55.176,-47.363,117468.008
1686015703.590,-37.598,-260.254,-4.395,-37.598,117468.012
1686015703.594,-39.062,-548.340,-19.043,-5.371,117468.016
1686015703.612,-48.340,-870.605,24.902,21.484,117468.033
1686015703.616,-50.781,-244.629,55.176,12.207,117468.037
1686015703.620,-50.781,-8.301,-5.371,7.812,117468.041
1686015703.624,-47.363,-250.000,11.230,19.531,117468.045
1686015703.628,-37.598,31.250,25.879,22.949,117468.049
1686015703.632,-49.805,-69.824,22.461,11.230,117468.053
1686015703.636,-58.594,-454.590,-8.301,-2.441,117468.057
1686015703.639,-47.363,-822.266,17.090,5.371,117468.061
1686015703.643,-37.598,-325.195,107.910,7.324,117468.064
1686015703.647,-44.434,212.402,23.438,-4.883,117468.068
1686015703.651,-48.340,-93.750,-21.973,-7.324,117468.072
1686015703.655,-43.457,-290.527,40.527,-2.930,117468.076
1686015703.642,-47.363,-207.031,37.598,0.488,117468.064
1686015703.646,-47.852,21.484,3.906,0.000,117468.068
1686015703.650,-45.898,-203.613,-22.461,-10.742,117468.072
1686015703.654,-49.805,-521.973,57.617,-3.418,117468.076
1686015703.658,-37.109,-157.227,34.180,16.113,117468.080
1686015703.662,-32.715,-128.906,-26.855,3.418,117468.084
1686015703.666,-48.340,-536.621,2.930,-13.184,117468.088
1686015703.669,-52.246,-660.156,96.191,-9.277,117468.092
