,timestamps,TP9,AF7,AF8,TP10,Secondary Timestamp,emg_signal
0,1686017273.05,-32.227,458.496,152.344,-34.668,119037.471,318.25653890391703
1,1686017273.05,-28.32,54.688,-54.688,-37.109,119037.475,322.20176854860745
2,1686017273.06,-19.043,-221.191,-106.934,-37.598,119037.479,324.41481989333926
3,1686017273.06,-18.066,144.531,66.406,-32.227,119037.483,321.3947051897317
4,1686017273.07,-29.785,173.828,68.848,-30.273,119037.487,317.25785354497197
5,1686017273.07,-26.367,-390.625,-183.594,-32.715,119037.491,313.31822366405186
6,1686017273.07,-30.273,-1000.0,-497.559,-37.598,119037.495,320.48552723256097
7,1686017273.08,-19.043,-535.156,-94.238,-25.879,119037.499,319.47562758954206
8,1686017273.08,3.418,295.41,209.961,-2.441,119037.503,313.2977639464474
9,1686017273.08,13.184,234.863,123.535,3.418,119037.506,319.62833537626886
10,1686017273.09,5.371,151.855,86.426,-19.531,119037.51,310.3418894055294
11,1686017273.09,-12.695,193.848,37.598,-34.668,119037.514,319.5565189411431
12,1686017273.1,-13.184,182.129,52.246,-19.531,119037.518,314.50737436212694
13,1686017273.1,-21.973,106.445,46.875,-19.043,119037.521,317.56318300536816
14,1686017273.1,-37.598,205.078,69.336,-44.434,119037.525,311.03404725356205
15,1686017273.11,-46.387,255.371,57.129,-55.664,119037.529,322.73524961464096
16,1686017273.11,-49.805,-4.395,-68.359,-46.875,119037.533,316.5440442427192
17,1686017273.12,-38.574,-394.531,-126.465,-30.762,119037.537,321.2768483880164
18,1686017273.12,-34.18,-244.141,42.48,-34.668,119037.541,327.4717412906036
19,1686017273.12,-43.457,194.336,136.23,-58.105,119037.545,313.88495691653594
20,1686017273.13,-39.551,-56.152,-88.867,-46.875,119037.549,328.2664002357415
21,1686017273.13,-43.457,-606.934,-224.609,-23.926,119037.553,324.43814436736324
22,1686017273.14,-45.41,9.766,125.0,-32.227,119037.557,323.3786443477903
23,1686017273.14,-45.41,416.992,122.07,-59.082,119037.561,321.21245499877176
