,timestamps,emg_signal
0,1694141092.95,422.82369029616586
1,1694141092.95,433.8139883317378
2,1694141092.97,428.6585380139542
3,1694141092.99,421.7618826065246
4,1694141093.0,425.12687055372396
5,1694141093.02,425.9950735192918
6,1694141093.04,420.3051475809639
7,1694141093.05,422.3708011453574
8,1694141093.05,422.80898588659795
9,1694141093.07,425.2679019472709
10,1694141093.08,420.2644799991731
11,1694141093.1,419.5726960178748
12,1694141093.12,418.8620054683831
13,1694141093.12,425.20379910044386
14,1694141093.14,417.6926351285179
15,1694141093.16,414.1456817905406
16,1694141093.17,422.78681742567846
17,1694141093.19,416.42579550202066
18,1694141093.2,416.28147932018004
19,1694141093.21,415.8740346710957
20,1694141093.22,420.07148268023496
21,1694141093.24,415.15704146350015
22,1694141093.26,425.25191412144096
23,1694141093.26,421.5586399524239
24,1694141093.27,422.0061785551932
25,1694141093.29,413.9270281067182
26,1694141093.31,425.7016648745593
27,1694141093.32,422.7625001704377
28,1694141093.33,421.7379831454084
29,1694141093.35,421.13486405916296
30,1694141093.37,418.2002150409419
31,1694141093.37,417.06299258573097
32,1694141093.38,413.85699320580096
33,1694141093.4,426.7747513080755
34,1694141093.41,427.16489069057377
35,1694141093.42,427.5386223428679
36,1694141093.44,427.575403962898
37,1694141093.46,427.7393739609232
38,1694141093.47,421.6752962664165
39,1694141093.49,432.2182776718201
40,1694141093.49,431.76855297399453
41,1694141093.51,443.80769438076555
42,1694141093.52,440.6848581129808
43,1694141093.54,459.5531840380744
44,1694141093.54,447.8829814846704
45,1694141093.57,456.10349689857054
46,1694141093.58,451.3606623792739
