,timestamps,emg_signal
0,1694141092.95,421.1171373725779
1,1694141092.95,424.3729543656151
2,1694141092.97,418.93120861312224
3,1694141092.99,425.43440719435785
4,1694141093.0,423.1432212802626
5,1694141093.02,423.68938557622937
6,1694141093.04,418.09052966615917
7,1694141093.05,425.60377731411984
8,1694141093.05,422.3861489386139
9,1694141093.07,417.8261440417208
10,1694141093.08,422.4758404115281
11,1694141093.1,421.7968510731268
12,1694141093.12,414.2632470470689
13,1694141093.12,416.18018185490655
14,1694141093.14,413.9358041828235
15,1694141093.16,414.5885230428245
16,1694141093.17,416.16371452035906
17,1694141093.19,414.71217082371004
18,1694141093.2,421.6066454033989
19,1694141093.21,407.9486025355196
20,1694141093.22,420.7400508692108
21,1694141093.24,425.9377163753233
22,1694141093.26,417.14487858466697
23,1694141093.26,424.8122759364408
24,1694141093.27,417.716858163688
25,1694141093.29,419.5185287696473
26,1694141093.31,422.48952064876846
27,1694141093.32,422.62536745892146
28,1694141093.33,415.21082515402054
29,1694141093.35,437.11243905991176
30,1694141093.37,420.6570212646821
31,1694141093.37,422.31300721039116
32,1694141093.38,421.48220779384485
33,1694141093.4,417.5108718552278
34,1694141093.41,422.13257470949395
35,1694141093.42,425.0347045286755
36,1694141093.44,427.7383892710944
37,1694141093.46,425.5620392820565
38,1694141093.47,422.4020596676805
39,1694141093.49,437.39642789523714
40,1694141093.49,441.43015370100363
41,1694141093.51,443.39403585260305
42,1694141093.52,444.29669016343337
43,1694141093.54,453.9707308688935
44,1694141093.54,450.60104554396213
45,1694141093.57,448.5738567289028
46,1694141093.58,452.3385961142476
