,timestamps,emg_signal
0,1694141092.95,422.94665526987495
1,1694141092.95,429.78545049556675
2,1694141092.97,423.2067632131528
3,1694141092.99,427.75222827641664
4,1694141093.0,425.2033469654548
5,1694141093.02,421.15868606770323
6,1694141093.04,417.4684529146449
7,1694141093.05,426.2445129706148
8,1694141093.05,429.3656197690615
9,1694141093.07,431.03171388559775
10,1694141093.08,420.3806010312669
11,1694141093.1,423.5675050033875
12,1694141093.12,421.5666620995991
13,1694141093.12,420.68296137915746
14,1694141093.14,414.3079331130266
15,1694141093.16,420.18387642478143
16,1694141093.17,419.84746496739103
17,1694141093.19,419.6169075737478
18,1694141093.2,418.9712511972171
19,1694141093.21,415.44570198518437
20,1694141093.22,423.447337653746
21,1694141093.24,420.2961326077144
22,1694141093.26,430.3273707257886
23,1694141093.26,417.29365927941774
24,1694141093.27,418.7808517267607
25,1694141093.29,417.13104264588077
26,1694141093.31,419.1636033196644
27,1694141093.32,423.09060997655735
28,1694141093.33,406.8267326360697
29,1694141093.35,419.1021860005575
30,1694141093.37,415.4970605393417
31,1694141093.37,424.10099871171457
32,1694141093.38,419.06165377584335
33,1694141093.4,424.1772556549363
34,1694141093.41,418.06225615274974
35,1694141093.42,424.40356906486574
36,1694141093.44,436.2018619424432
37,1694141093.46,429.5951815007251
38,1694141093.47,429.64931518702423
39,1694141093.49,428.81232098992734
40,1694141093.49,429.37067097633116
41,1694141093.51,445.403349350053
42,1694141093.52,442.7812215579595
43,1694141093.54,452.72223296565124
44,1694141093.54,451.66299576334995
45,1694141093.57,459.3657499552232
46,1694141093.58,453.67789221547525
