,timestamps,emg_signal
820,1694140957.2496457,433
821,1694140957.252915,433
822,1694140957.269987,433
823,1694140957.287275,433
824,1694140957.287275,433
825,1694140957.3103695,433
826,1694140957.3282316,434
827,1694140957.3440585,434
828,1694140957.3458548,434
829,1694140957.3620603,434
830,1694140957.3777745,434
831,1694140957.3950713,434
832,1694140957.411998,434
833,1694140957.4297142,434
834,1694140957.4352582,433
835,1694140957.4539714,433
836,1694140957.4706116,432
837,1694140957.4812992,432
838,1694140957.4946508,432
839,1694140957.5112174,431
840,1694140957.518817,431
841,1694140957.5352583,431
842,1694140957.551848,431
843,1694140957.5588114,430
844,1694140957.575137,430
845,1694140957.5907612,430
846,1694140957.6064737,429
847,1694140957.611306,429
848,1694140957.6274538,429
849,1694140957.6430752,429
850,1694140957.6603734,428
851,1694140957.6603734,429
852,1694140957.6762686,429
853,1694140957.694554,428
854,1694140957.7127602,429
855,1694140957.7302332,429
856,1694140957.7302332,430
857,1694140957.7481458,432
859,1694140957.7699325,443
858,1694140957.7699325,437
860,1694140957.7887034,449
861,1694140957.811807,455
862,1694140957.8275323,463
863,1694140957.8275323,468
864,1694140957.8454795,473
