,timestamps,TP9,AF7,AF8,TP10,Secondary Timestamp,emg_signal
0,1686879495.37,-41.504,976.074,248.047,-51.758,723.269,387.08648403742376
1,1686879495.38,-83.496,958.984,210.938,-109.375,723.273,383.7278868779565
2,1686879495.38,-43.945,913.574,224.121,-15.137,723.277,373.08131350391943
3,1686879495.38,16.602,930.664,279.785,76.172,723.281,382.10767308035673
4,1686879495.39,-7.812,986.816,253.418,-2.441,723.284,390.0441560275553
5,1686879495.39,-79.102,917.48,166.504,-110.352,723.288,377.8509700436474
6,1686879495.39,-61.523,663.086,157.715,-57.129,723.292,380.3214180486306
7,1686879495.4,8.789,823.242,237.305,52.246,723.296,383.8084583840258
8,1686879495.4,5.371,-993.652,276.855,12.207,723.3,385.105728868376
9,1686879495.41,-49.316,991.699,185.547,-97.656,723.304,381.21852322817875
10,1686879495.41,-63.477,450.684,28.32,-73.242,723.308,378.363628795127
11,1686879495.41,-14.16,456.543,271.484,32.715,723.312,388.78938268642327
12,1686879495.42,11.23,-997.559,244.141,47.363,723.34,386.492715136362
13,1686879495.42,-32.227,870.117,191.895,-47.852,723.344,391.3066387085653
14,1686879495.42,-83.008,439.941,162.109,-123.535,723.348,383.0414154829917
15,1686879495.43,-50.293,738.281,263.672,-43.945,723.352,359.8429056160366
16,1686879495.43,7.324,-948.73,299.316,44.922,723.355,381.085072862667
17,1686879495.43,-16.602,911.133,153.32,-12.695,723.359,376.323201080955
18,1686879495.44,-74.707,103.027,18.555,-100.586,723.363,373.6934546425663
19,1686879495.44,-52.734,333.984,301.758,-59.57,723.367,388.219559752906
20,1686879495.46,19.043,-948.242,327.637,46.875,723.357,376.95857482008745
21,1686879495.46,5.371,916.504,139.16,37.109,723.361,386.96207633017355
22,1686879495.47,-61.035,928.711,222.656,-73.73,723.365,387.3752710656828
23,1686879495.47,-68.359,970.215,283.691,-82.031,723.369,382.1608845117033
24,1686879495.48,-4.395,998.047,257.324,42.48,723.373,384.4059898150003
25,1686879495.48,20.508,822.266,153.32,86.914,723.377,386.6523135210985
26,1686879495.48,-42.969,771.973,196.777,-31.25,723.381,377.3229409067848
27,1686879495.49,-78.613,976.074,298.34,-90.332,723.385,379.4817912736026
28,1686879495.49,-24.902,971.68,269.531,9.277,723.389,393.04198967487844
29,1686879495.5,14.648,741.699,117.676,82.031,723.393,375.1083123454369
30,1686879495.5,-22.461,821.289,210.449,-3.418,723.396,377.65591644317743
31,1686879495.5,-62.012,-969.238,316.895,-92.285,723.4,380.9455821529346
32,1686879495.5,-30.273,932.129,222.168,-30.273,723.401,389.3625981485958
33,1686879495.51,19.043,605.469,101.562,75.195,723.405,389.0427909024144
34,1686879495.51,1.953,814.941,238.281,20.02,723.409,379.1776011675363
35,1686879495.52,-47.852,-963.867,298.34,-101.074,723.413,368.37368487448794
36,1686879495.52,-42.48,905.762,228.516,-64.941,723.416,375.74180986776673
37,1686879495.52,5.371,903.32,229.004,51.758,723.42,383.33586138057996
38,1686879495.53,8.301,931.641,251.465,40.527,723.424,385.6946757358092
39,1686879495.53,-44.434,987.305,280.273,-83.984,723.428,376.73442033955075
40,1686879495.54,-64.453,937.988,180.664,-107.422,723.432,379.0114186491085
41,1686879495.54,-23.926,164.551,45.41,19.043,723.436,387.08665365516185
42,1686879495.54,12.695,430.664,334.961,68.848,723.44,388.03878856531827
43,1686879495.55,-30.273,-942.383,314.941,-44.922,723.444,380.25392421303684
44,1686879495.57,-80.566,906.25,145.02,-111.328,723.463,383.0057827599103
45,1686879495.57,-38.086,934.082,254.883,-7.812,723.467,384.62946089625046
46,1686879495.57,16.113,978.027,303.223,78.613,723.471,387.91641206325227
47,1686879495.58,-8.789,970.703,261.23,3.906,723.475,386.0884022900973
48,1686879495.58,-61.523,945.312,177.246,-79.102,723.479,394.73543557096065
