,timestamps,emg_signal
0,1694141057.06,424.73235199374005
1,1694141057.06,425.41457450848515
2,1694141057.07,425.1501594653417
3,1694141057.09,424.64354144200985
4,1694141057.11,428.6000664021997
5,1694141057.12,424.3530366571708
6,1694141057.14,422.9207225634497
7,1694141057.14,421.8908433473699
8,1694141057.16,423.97716019497585
9,1694141057.17,420.8937412482825
10,1694141057.19,427.2507663536295
11,1694141057.21,423.98833227581815
12,1694141057.21,427.5341287442974
13,1694141057.23,421.7683519270461
14,1694141057.25,423.37019392160994
15,1694141057.26,424.902538727805
16,1694141057.26,422.4629340805046
17,1694141057.28,421.7913108797524
18,1694141057.3,421.00631182162573
19,1694141057.32,421.59268898321767
20,1694141057.33,423.78008659396517
21,1694141057.34,423.0416491246306
22,1694141057.36,420.5303320260238
23,1694141057.37,430.9925051659368
24,1694141057.38,426.4061134705909
25,1694141057.39,427.12519495874744
26,1694141057.41,426.3959066046784
27,1694141057.43,425.8162357634691
28,1694141057.43,427.533091999521
29,1694141057.45,429.7395834867183
30,1694141057.46,423.79061595493204
31,1694141057.47,425.6864194445864
32,1694141057.49,424.6330701581107
33,1694141057.51,427.31727408135134
34,1694141057.52,425.0916248153088
35,1694141057.52,425.6117003533542
36,1694141057.54,422.33906494308724
37,1694141057.56,425.354137683545
38,1694141057.56,426.36283596017904
39,1694141057.58,431.53621076972695
40,1694141057.6,433.18284803467986
41,1694141057.62,430.68361562058743
42,1694141057.63,426.6105815772123
43,1694141057.64,431.74811506013776
44,1694141057.66,432.82140979809503
45,1694141057.67,430.8748535590675
46,1694141057.69,432.3524612605694
47,1694141057.69,433.3400892136628
48,1694141057.71,432.80860738326817
49,1694141057.73,435.74587635458977
50,1694141057.73,438.1789780834221
51,1694141057.75,445.03321101184
52,1694141057.77,435.3642269123611
53,1694141057.78,445.54346103999353
54,1694141057.8,442.2528720226822
55,1694141057.8,443.5677145753561
56,1694141057.81,449.2866373877813
57,1694141057.83,458.0985511493741
