timestamps,TP9,AF7,AF8,TP10
1645470354.090,-130.371,-117.676,-163.086,-100.586
1645470354.094,-1000.000,-1000.000,-488.770,-435.059
1645470354.098,-40.527,-15.137,165.527,94.238
1645470354.102,-788.086,-917.480,458.008,532.715
1645470354.106,195.312,229.980,-26.367,91.309
1645470354.110,-1000.000,-1000.000,-570.801,-445.801
1645470354.114,-308.594,-535.645,-93.262,-87.891
1645470354.117,-839.844,732.422,332.520,512.695
1645470354.121,486.816,568.359,112.793,280.273
1645470354.125,-1000.000,-633.789,-304.688,-355.469
1645470354.129,-636.719,-853.027,-224.609,-258.301
1645470354.133,887.207,479.980,391.113,385.742
1645470354.136,-549.805,-190.918,-163.574,-221.680
1645470354.140,-1000.000,-1000.000,-447.266,-375.977
1645470354.144,326.660,-54.688,131.348,244.141
1645470354.148,-828.613,-940.918,418.457,522.949
1645470354.152,-16.602,-129.395,-168.945,-42.480
1645470354.156,-1000.000,-1000.000,-645.020,-422.363
1645470354.159,-138.672,-895.020,-388.672,84.473
1645470354.163,-791.992,364.258,295.898,551.270
1645470354.167,266.602,612.793,177.246,156.738
1645470354.171,-1000.000,-950.684,-451.172,-392.578
1645470354.175,-376.465,-483.887,-43.945,-123.535
1645470354.195,-878.418,-997.070,525.879,473.145
1645470354.199,591.309,807.617,275.391,316.406
1645470354.203,-951.660,-628.906,-391.113,-317.383
1645470354.207,-752.441,-828.125,-224.121,-294.922
1645470354.211,759.766,633.301,416.016,349.609
1645470354.215,997.070,895.996,348.145,461.914
1645470354.219,-393.555,-457.031,-476.074,-144.043
1645470354.222,-1000.000,-1000.000,-625.000,-394.531
1645470354.226,167.969,179.199,301.270,164.062
1645470354.230,-803.711,-873.535,494.629,506.836
1645470354.234,68.848,-68.848,-127.441,5.371
1645470354.238,-1000.000,-1000.000,-456.055,-442.871
1645470354.221,-195.312,-162.109,115.234,-33.203
1645470354.225,-800.293,-913.086,482.910,475.098
1645470354.229,342.285,455.078,101.562,174.316
1645470354.233,-1000.000,-912.109,-468.262,-390.625
1645470354.237,-466.309,-753.418,-195.801,-203.613
1645470354.241,-940.430,581.055,315.918,416.992
1645470354.245,697.754,409.180,153.809,343.262
1645470354.248,-767.090,-727.051,-267.090,-257.324
1645470354.252,-813.965,-897.461,-259.766,-297.363
