,timestamps,TP9,AF7,AF8,TP10,Secondary Timestamp,emg_signal
0,1685412951.59,-34.668,651.855,44.434,-32.227,1812.515,298
1,1685412951.594,-33.691,589.355,-1.465,-27.832,1812.519,298
2,1685412951.598,-43.457,334.473,15.137,-50.293,1812.523,298
3,1685412951.602,-36.621,310.059,37.109,-49.805,1812.527,299
4,1685412951.606,-21.973,260.254,17.09,-26.855,1812.531,299
5,1685412951.61,-16.602,198.73,7.812,-22.461,1812.535,299
6,1685412951.613,-17.578,-459.961,18.066,-24.902,1812.538,300
7,1685412951.617,-24.414,-518.066,106.445,-28.32,1812.542,300
8,1685412951.621,-18.555,431.152,99.609,-23.438,1812.546,300
9,1685412951.625,-11.23,625.0,10.254,-18.066,1812.55,299
10,1685412951.629,-28.32,-382.812,-9.277,-22.949,1812.554,299
11,1685412951.633,-42.48,-576.172,108.398,-40.527,1812.558,299
12,1685412951.637,-37.109,511.23,93.262,-49.805,1812.546,299
13,1685412951.641,-23.438,422.852,5.859,-29.297,1812.55,299
14,1685412951.645,-21.484,248.047,13.672,-30.762,1812.554,299
15,1685412951.649,-33.691,440.918,47.852,-47.852,1812.558,299
16,1685412951.653,-31.25,490.723,25.391,-39.551,1812.562,299
17,1685412951.657,-14.648,6.836,-27.832,-20.02,1812.566,299
18,1685412951.66,-10.742,-312.012,41.504,-23.438,1812.57,299
19,1685412951.664,-14.648,328.613,90.332,-39.551,1812.574,299
20,1685412951.668,-20.996,477.539,2.93,-37.109,1812.577,300
21,1685412951.672,-11.23,-12.207,68.359,-11.23,1812.581,300
22,1685412951.676,6.348,110.84,150.391,-4.883,1812.585,300
23,1685412951.68,2.441,556.641,48.828,-24.902,1812.589,300
24,1685412951.695,-16.113,547.363,-2.93,-40.039,1812.592,302
25,1685412951.699,-18.555,-155.762,39.551,-17.578,1812.596,302
26,1685412951.703,-7.324,-179.688,132.812,2.441,1812.6,302
27,1685412951.707,-14.648,497.559,31.25,-17.578,1812.604,301
28,1685412951.711,-23.438,294.434,-4.883,-25.391,1812.607,301
29,1685412951.715,-26.367,-515.137,21.484,-6.348,1812.611,301
30,1685412951.718,-24.902,-588.867,97.168,5.859,1812.615,301
31,1685412951.722,-18.555,480.469,106.934,-8.301,1812.619,301
32,1685412951.726,-19.043,460.938,-10.742,-28.32,1812.623,301
33,1685412951.73,-22.949,-29.785,79.102,-29.297,1812.627,301
34,1685412951.734,-13.184,218.262,97.168,-12.207,1812.631,301
35,1685412951.738,-3.906,386.719,6.348,-6.348,1812.635,301
36,1685412951.743,-13.184,55.176,-11.23,-25.879,1812.643,301
37,1685412951.747,-12.207,-157.715,38.086,-34.18,1812.647,301
38,1685412951.751,1.953,283.691,97.656,-24.414,1812.651,301
39,1685412951.755,5.371,618.164,29.297,-13.184,1812.655,301
40,1685412951.759,-0.488,293.945,8.789,-16.113,1812.659,301
41,1685412951.763,-17.578,-105.957,28.32,-31.25,1812.662,301
42,1685412951.766,-24.414,104.98,88.867,-20.02,1812.666,302
43,1685412951.77,-20.996,638.184,69.824,-5.859,1812.67,302
44,1685412951.774,-24.902,110.84,-4.395,-6.348,1812.674,302
45,1685412951.778,-36.621,-488.281,66.895,-32.227,1812.678,303
46,1685412951.782,-34.18,266.602,110.84,-37.109,1812.682,303
47,1685412951.786,-23.438,611.328,6.348,-21.484,1812.686,303
48,1685412951.786,-24.414,225.586,17.578,-23.438,1812.687,303
49,1685412951.79,-34.18,122.07,65.918,-32.227,1812.691,303
50,1685412951.794,-33.691,198.242,56.641,-29.785,1812.695,302
51,1685412951.798,-22.461,272.461,55.664,-19.531,1812.699,302
52,1685412951.802,-12.695,131.836,41.016,-12.695,1812.702,302
53,1685412951.806,-18.555,-99.609,58.594,-25.879,1812.706,302
54,1685412951.809,-34.668,36.133,57.129,-40.527,1812.71,302
55,1685412951.813,-28.32,380.371,59.57,-27.344,1812.714,302
56,1685412951.817,-19.531,-238.281,-1.465,-15.625,1812.718,302
57,1685412951.821,-29.297,-918.945,90.82,-24.902,1812.722,302
58,1685412951.825,-36.133,13.672,133.789,-44.434,1812.726,302
59,1685412951.829,-30.273,307.617,5.859,-28.32,1812.73,302
60,1685412951.832,-19.043,220.215,19.043,-9.277,1812.729,302
61,1685412951.836,-12.695,552.734,55.664,-9.766,1812.733,302
62,1685412951.84,-29.785,546.387,37.598,-26.367,1812.737,302
63,1685412951.844,-38.086,240.234,19.043,-27.344,1812.741,302
64,1685412951.848,-16.602,82.52,33.203,4.395,1812.745,303
65,1685412951.852,-12.695,159.18,53.223,5.859,1812.749,303
66,1685412951.855,-28.32,146.484,49.316,-14.16,1812.753,303
67,1685412951.859,-21.484,-172.852,12.695,-17.09,1812.757,303
68,1685412951.863,-10.254,-709.473,66.895,-3.418,1812.761,303
69,1685412951.867,-18.555,-18.555,120.117,-8.301,1812.765,303
70,1685412951.871,-20.996,570.312,15.625,-26.367,1812.768,303
71,1685412951.875,-17.578,221.191,29.785,-27.832,1812.772,302
72,1685412951.876,-9.277,297.852,78.125,-9.766,1812.772,302
73,1685412951.88,-7.324,572.754,39.062,0.0,1812.776,302
74,1685412951.884,-17.578,461.914,-3.906,-23.438,1812.78,302
75,1685412951.888,-25.879,231.445,20.02,-35.156,1812.784,302
76,1685412951.892,-19.043,80.566,65.918,-22.949,1812.788,302
77,1685412951.896,0.488,49.316,56.152,-9.277,1812.792,302
78,1685412951.899,-1.465,157.715,43.945,-18.555,1812.796,302
79,1685412951.903,-18.066,-474.121,-16.602,-33.203,1812.8,302
80,1685412951.907,-24.414,-990.723,70.801,-27.832,1812.804,302
81,1685412951.911,-8.301,11.719,155.273,-15.625,1812.808,302
82,1685412951.915,-0.977,476.562,17.09,-14.648,1812.811,302
83,1685412951.919,-18.066,188.965,8.301,-25.879,1812.815,302
84,1685412951.922,-32.715,397.461,55.664,-24.414,1812.82,302
85,1685412951.926,-15.625,650.391,43.457,-9.766,1812.823,302
86,1685412951.93,3.418,446.289,6.348,0.488,1812.827,303
87,1685412951.934,-8.301,286.621,19.531,-4.395,1812.831,303
88,1685412951.938,-18.555,403.809,34.668,-24.414,1812.835,303
89,1685412951.942,-8.301,280.273,20.996,-20.996,1812.839,303
90,1685412951.945,4.883,-112.793,-4.883,0.977,1812.843,303
91,1685412951.949,-7.812,-398.438,43.457,-11.23,1812.847,303
92,1685412951.953,-22.949,186.035,94.238,-38.086,1812.851,303
93,1685412951.957,-23.926,482.91,5.371,-38.574,1812.855,303
94,1685412951.961,-18.066,-39.551,26.855,-10.254,1812.859,303
95,1685412951.965,-23.438,-49.805,98.633,-5.859,1812.863,303
96,1685412951.966,-36.621,482.422,42.48,-32.227,1812.866,303
97,1685412951.97,-32.227,413.086,8.301,-35.645,1812.87,303
98,1685412951.974,-8.789,198.73,53.223,-13.672,1812.874,303
99,1685412951.978,-15.137,363.77,59.57,-19.531,1812.877,303
100,1685412951.982,-31.738,248.047,9.766,-36.133,1812.881,303
101,1685412951.986,-31.25,38.574,37.109,-35.156,1812.885,304
102,1685412951.989,-25.391,-529.785,18.066,-20.996,1812.889,304
103,1685412951.993,-16.113,-734.375,111.328,-1.953,1812.893,304
104,1685412951.997,-22.949,293.457,130.371,-10.742,1812.897,305
105,1685412952.001,-31.738,385.742,-1.953,-24.902,1812.901,305
106,1685412952.005,-30.273,136.23,29.297,-24.414,1812.905,305
107,1685412952.009,-20.02,442.871,50.293,-6.348,1812.909,305
108,1685412952.013,-11.719,418.945,30.273,-1.465,1812.931,305
109,1685412952.017,-30.273,-101.074,-2.441,-11.719,1812.935,305
110,1685412952.021,-26.855,-217.285,19.043,-8.789,1812.939,305
111,1685412952.025,-5.859,333.008,69.824,5.371,1812.943,305
112,1685412952.029,-11.719,492.676,23.926,2.441,1812.946,304
113,1685412952.033,-28.32,-120.117,-36.621,-20.996,1812.95,304
114,1685412952.036,-25.879,-799.805,62.012,-22.949,1812.954,304
115,1685412952.04,-16.602,-104.492,192.383,-21.484,1812.958,304
116,1685412952.044,-15.137,608.398,35.156,-22.461,1812.962,304
117,1685412952.048,-22.461,218.75,20.508,-37.598,1812.966,304
118,1685412952.052,-30.762,128.418,80.078,-54.688,1812.97,304
119,1685412952.056,-16.113,467.773,44.434,-37.598,1812.974,304
120,1685412952.071,-2.441,516.113,17.578,-15.137,1812.967,304
121,1685412952.075,-18.555,240.723,19.043,-28.32,1812.971,304
122,1685412952.079,-35.156,157.715,47.363,-42.969,1812.975,305
123,1685412952.083,-34.668,105.469,55.664,-34.18,1812.979,305
124,1685412952.087,-13.184,115.723,46.875,-10.742,1812.983,305
125,1685412952.091,-9.277,-393.066,12.695,-16.113,1812.987,306
126,1685412952.094,-34.668,-1000.0,104.004,-22.461,1812.99,306
127,1685412952.098,-31.738,-182.129,174.805,-20.996,1812.994,306
128,1685412952.102,-15.137,386.719,56.152,-11.719,1812.998,306
129,1685412952.106,-16.602,248.047,32.227,1.465,1813.002,306
130,1685412952.11,-12.695,402.832,53.711,-10.254,1813.006,305
131,1685412952.114,-20.996,473.633,40.039,-24.902,1813.01,305
132,1685412952.131,-14.16,242.676,17.09,-6.836,1813.029,305
133,1685412952.135,-0.488,200.684,20.996,5.859,1813.032,305
134,1685412952.139,-10.254,436.523,49.316,-18.555,1813.036,305
135,1685412952.143,-13.672,459.473,31.738,-24.902,1813.04,305
136,1685412952.147,-6.348,184.082,19.043,-11.719,1813.044,305
137,1685412952.151,10.742,-74.219,25.879,3.418,1813.048,305
138,1685412952.154,7.324,-42.969,41.992,-7.324,1813.052,305
139,1685412952.158,-8.789,176.758,52.734,-23.926,1813.056,305
140,1685412952.16,3.418,-168.457,66.406,-21.973,1813.058,306
141,1685412952.162,-11.23,-71.777,14.16,-16.602,1813.06,306
142,1685412952.164,13.672,-65.918,156.25,-9.277,1813.062,306
