,timestamps,TP9,AF7,AF8,TP10,Secondary Timestamp,emg_signal
0,1685412928.446,-1.953,691.406,52.246,-3.418,1789.343,309
1,1685412928.45,0.0,402.832,10.742,-20.02,1789.347,309
2,1685412928.454,-13.184,-7.324,26.367,-31.738,1789.351,309
3,1685412928.458,-17.09,262.695,92.285,-29.297,1789.355,308
4,1685412928.462,3.418,694.336,48.828,-3.418,1789.359,308
5,1685412928.466,-6.348,118.164,-7.324,-8.301,1789.362,308
6,1685412928.469,-17.578,-440.918,53.223,-41.504,1789.366,308
7,1685412928.473,-5.859,-22.461,117.188,-46.387,1789.37,308
8,1685412928.477,1.953,498.047,89.355,-27.832,1789.374,308
9,1685412928.481,-6.348,177.734,-8.301,-29.297,1789.378,308
10,1685412928.485,-22.461,-850.586,35.156,-48.828,1789.382,308
11,1685412928.489,-23.438,-240.723,206.543,-44.434,1789.386,309
12,1685412928.49,-9.277,591.797,96.68,-23.438,1789.387,309
13,1685412928.494,-2.441,493.652,20.508,-13.672,1789.391,309
14,1685412928.498,-16.602,538.574,69.824,-26.855,1789.395,309
15,1685412928.502,-28.809,601.074,44.434,-44.434,1789.399,309
16,1685412928.506,-26.367,469.727,28.809,-38.086,1789.403,309
17,1685412928.51,-12.207,183.594,50.781,-21.484,1789.407,309
18,1685412928.513,-16.113,65.43,52.734,-33.203,1789.411,309
19,1685412928.517,-30.273,292.48,70.312,-60.547,1789.414,309
20,1685412928.521,-24.902,447.754,16.113,-53.711,1789.418,308
21,1685412928.525,-18.555,-324.219,34.18,-21.484,1789.422,308
22,1685412928.529,-21.484,-193.848,179.688,-32.227,1789.426,307
23,1685412928.533,-18.555,517.578,59.57,-55.664,1789.43,307
24,1685412928.535,-9.277,296.875,12.207,-46.875,1789.432,307
25,1685412928.539,4.883,274.414,37.109,-35.156,1789.436,307
26,1685412928.543,-6.836,594.238,59.082,-52.734,1789.44,307
27,1685412928.547,-32.715,632.812,26.855,-65.918,1789.444,307
28,1685412928.551,-34.18,284.668,60.547,-61.035,1789.448,307
29,1685412928.555,-23.438,71.289,88.379,-51.27,1789.452,307
