,timestamps,emg_signal
3141,1693370179.5811946,530
3142,1693370179.5982747,531
3143,1693370179.6084833,531
3144,1693370179.6236143,531
3145,1693370179.6408613,532
3146,1693370179.6494062,534
3147,1693370179.6640203,535
3148,1693370179.6795323,536
3149,1693370179.6795323,535
3150,1693370179.7089057,535
3151,1693370179.7229228,535
3152,1693370179.7325745,536
3153,1693370179.74678,536
