,timestamps,emg_signal
0,1693370155.4,532.8782693186718
1,1693370155.4,533.085526866285
2,1693370155.42,532.4395747132354
3,1693370155.44,533.5379830490357
4,1693370155.46,531.8727789283437
5,1693370155.46,531.8030546016711
6,1693370155.47,532.4903882432297
7,1693370155.49,532.346317895534
8,1693370155.51,533.0542383834328
9,1693370155.52,532.3076625680518
10,1693370155.54,531.9501327814872
11,1693370155.54,531.4593016398965
12,1693370155.56,533.5360986481054
13,1693370155.57,533.7871485328313
