,timestamps,emg_signal
0,1693370180.21,527.0686732087838
1,1693370180.23,525.6757160303505
2,1693370180.25,524.5747153731533
3,1693370180.25,523.4955374631069
4,1693370180.28,526.1975364822681
5,1693370180.29,526.9823622938845
6,1693370180.3,526.1144202965465
7,1693370180.31,527.1932847145702
8,1693370180.33,527.37471958542
9,1693370180.34,525.5933746028003
10,1693370180.35,525.1172470812802
11,1693370180.36,527.7717757021794
