,timestamps,emg_signal
2235,1694140179.347001,314
2236,1694140179.3645992,312
2237,1694140179.381296,311
2238,1694140179.388309,312
2239,1694140179.4044373,315
2240,1694140179.421902,319
2241,1694140179.4386995,323
2242,1694140179.4397702,328
2243,1694140179.4560034,333
2244,1694140179.4717295,338
2245,1694140179.488805,343
2246,1694140179.5043852,349
2248,1694140179.5215988,359
2247,1694140179.5215988,354
2249,1694140179.538134,364
2250,1694140179.557295,369
