,timestamps,emg_signal
1322,1693370154.5380182,525
1323,1693370154.5541098,531
1324,1693370154.571109,531
1325,1693370154.5888612,530
1326,1693370154.604658,531
1327,1693370154.6154184,531
1328,1693370154.6210897,531
1329,1693370154.6387734,531
1330,1693370154.6567092,530
1332,1693370154.6729808,529
1331,1693370154.6729808,529
1333,1693370154.6902907,530
1334,1693370154.7065945,530
1335,1693370154.7215424,529
