,timestamps,emg_signal
562,1693620450.320711,390
563,1693620450.3363073,389
564,1693620450.35066,388
565,1693620450.35066,388
566,1693620450.3725488,388
567,1693620450.3914084,388
568,1693620450.3944952,389
569,1693620450.4117107,389
570,1693620450.434022,389
571,1693620450.438733,390
572,1693620450.4545698,390
573,1693620450.4728372,392
574,1693620450.4885535,392
575,1693620450.4907634,392
576,1693620450.5086284,393
