,timestamps,emg_signal
7657,1693620547.9761262,426
7658,1693620547.991753,423
7659,1693620548.0090644,421
7660,1693620548.0104194,419
7661,1693620548.0254354,418
7662,1693620548.044957,418
7663,1693620548.0624683,417
7664,1693620548.0799294,417
7665,1693620548.081946,419
7666,1693620548.1012774,421
7667,1693620548.1182356,425
7668,1693620548.126226,427
7669,1693620548.1440425,429
7670,1693620548.1611395,428
7671,1693620548.1611395,424
7672,1693620548.1757884,420
7673,1693620548.192512,415
