,timestamps,emg_signal
410,1693620448.2252731,400
411,1693620448.2429223,398
412,1693620448.2596114,395
413,1693620448.2596114,392
414,1693620448.2766988,390
415,1693620448.2936697,389
416,1693620448.305945,388
417,1693620448.323151,388
418,1693620448.338859,388
419,1693620448.3424032,388
420,1693620448.3596852,389
421,1693620448.3754234,389
422,1693620448.3910508,389
423,1693620448.4070375,390
424,1693620448.4227653,391
425,1693620448.4395778,392
426,1693620448.4395778,392
