,timestamps,emg_signal
712,1693620452.384863,385
713,1693620452.384863,386
714,1693620452.4161763,387
715,1693620452.4253876,389
716,1693620452.4340932,392
718,1693620452.455428,397
717,1693620452.455428,394
719,1693620452.4856606,398
720,1693620452.4865613,400
721,1693620452.5034084,400
