timestamps,TP9,AF7,AF8,TP10,Secondary Timestamp
1685917509.671,-30.273,477.539,61.035,-46.875,19259.770
1685917509.675,-80.566,-74.707,-167.480,-43.945,19259.774
1685917509.679,-41.504,-83.008,-104.980,-36.621,19259.778
1685917509.683,18.555,406.250,134.766,-31.738,19259.782
1685917509.687,-12.207,428.711,66.406,-37.598,19259.785
1685917509.691,-80.078,-609.375,-398.438,-41.016,19259.789
1685917509.695,-79.590,-674.805,-299.805,-32.227,19259.793
1685917509.698,-13.184,437.988,181.152,-27.344,19259.797
1685917509.702,1.465,251.465,-15.625,-36.133,19259.801
1685917509.706,-58.594,-342.285,-241.699,-42.480,19259.805
1685917509.710,-75.684,136.230,9.766,-40.039,19259.809
1685917509.714,-11.719,572.754,180.176,-23.926,19259.813
1685917509.719,12.695,278.809,26.855,-21.973,19259.817
1685917509.723,-44.922,128.418,-16.602,-35.645,19259.821
1685917509.727,-83.984,326.660,83.496,-38.574,19259.825
1685917509.731,-41.016,432.617,131.348,-28.320,19259.829
1685917509.735,-0.488,272.461,49.316,-22.461,19259.833
1685917509.739,-34.668,-108.398,-120.117,-38.574,19259.837
1685917509.743,-78.125,-73.242,-40.039,-48.828,19259.841
1685917509.746,-41.992,357.422,133.301,-29.785,19259.845
1685917509.750,16.602,-200.195,-162.598,-18.066,19259.849
1685917509.754,-4.395,-450.195,-220.703,-35.645,19259.853
1685917509.758,-68.848,271.484,110.840,-47.852,19259.857
1685917509.762,-71.777,60.059,-80.078,-40.039,19259.860
1685917509.760,1.465,-128.418,-140.137,-20.996,19259.860
1685917509.764,15.137,-28.320,-30.762,-20.996,19259.864
1685917509.768,-61.523,127.930,18.555,-46.875,19259.868
1685917509.772,-88.867,159.668,13.672,-52.734,19259.872
1685917509.776,-24.414,-255.371,-189.941,-26.855,19259.875
1685917509.780,11.230,-202.148,-112.305,-22.949,19259.879
1685917509.784,-34.180,66.406,23.438,-36.621,19259.883
1685917509.787,-82.031,-138.184,-223.633,-40.039,19259.887
1685917509.791,-41.016,-513.184,-319.824,-26.367,19259.891
1685917509.795,25.391,69.824,76.660,-15.625,19259.895
1685917509.799,-4.883,613.281,160.645,-28.320,19259.899
1685917509.803,-69.336,149.902,-73.730,-41.504,19259.903
1685917509.807,-49.316,65.430,-37.598,-38.574,19259.909
1685917509.811,9.766,325.684,100.098,-23.926,19259.913
1685917509.815,-7.324,358.398,102.051,-34.180,19259.917
1685917509.819,-71.777,-90.332,-122.070,-44.922,19259.921
1685917509.823,-72.754,-214.844,-147.461,-35.156,19259.924
1685917509.827,-13.184,134.277,83.984,-37.598,19259.928
1685917509.831,0.488,176.758,74.707,-39.551,19259.932
1685917509.834,-62.500,-350.586,-218.750,-39.062,19259.936
1685917509.838,-90.820,-607.910,-266.602,-32.227,19259.940
1685917509.842,-18.555,361.328,169.922,-20.020,19259.944
1685917509.846,19.043,490.234,100.098,-20.996,19259.948
1685917509.850,-41.016,144.043,-9.277,-38.086,19259.952
