timestamps,TP9,AF7,AF8,TP10,Secondary Timestamp
1686880155.359,-48.340,-92.773,-39.062,-64.941,1383.255
1686880155.363,-55.664,-243.652,-41.016,-73.730,1383.259
1686880155.367,-28.809,151.367,-28.320,0.488,1383.262
1686880155.371,-17.578,59.082,-55.664,28.320,1383.266
1686880155.375,-43.457,-349.121,-8.301,-44.922,1383.270
1686880155.379,-53.223,-257.324,-26.855,-80.078,1383.274
1686880155.382,-32.715,-177.246,-36.621,-15.137,1383.278
1686880155.386,-19.531,-369.629,-56.641,27.832,1383.282
1686880155.390,-35.645,-820.312,-40.527,-16.602,1383.286
1686880155.394,-57.617,-13.184,13.672,-76.172,1383.290
1686880155.398,-38.086,407.227,-39.062,-39.062,1383.294
1686880155.402,-9.277,21.484,-53.711,28.320,1383.298
1686880155.403,-20.020,221.191,-28.809,0.488,1383.300
1686880155.407,-51.758,377.441,-38.574,-81.055,1383.303
1686880155.411,-54.199,126.953,-59.082,-73.242,1383.307
1686880155.415,-26.367,-52.734,-23.438,9.766,1383.311
1686880155.419,-18.066,116.699,-23.926,8.301,1383.315
1686880155.423,-44.434,-62.500,-60.547,-68.359,1383.319
1686880155.426,-61.035,-392.578,-65.430,-80.078,1383.323
1686880155.430,-37.109,-775.391,-49.805,-4.883,1383.327
1686880155.434,-11.719,-225.098,0.000,15.625,1383.331
1686880155.438,-25.391,117.188,-48.828,-53.711,1383.335
1686880155.442,-51.758,-345.703,-57.129,-95.215,1383.339
1686880155.446,-34.180,-291.504,11.230,-34.180,1383.343
1686880155.448,-11.230,130.371,-23.438,21.973,1383.345
1686880155.452,-30.273,25.391,-84.473,-29.297,1383.349
1686880155.456,-65.430,-358.887,-69.336,-97.168,1383.353
1686880155.460,-63.965,-437.988,5.371,-64.453,1383.356
1686880155.464,-30.762,186.035,6.348,0.977,1383.360
1686880155.468,-29.297,196.289,-69.824,-19.531,1383.364
1686880155.471,-54.199,-484.863,-107.422,-82.031,1383.368
1686880155.475,-52.246,-563.477,-0.488,-74.219,1383.372
1686880155.479,-14.648,291.016,43.457,-0.977,1383.376
1686880155.483,-13.184,479.980,-33.203,0.977,1383.380
1686880155.487,-45.898,10.254,-71.289,-73.242,1383.384
1686880155.491,-53.223,-59.082,-55.664,-94.238,1383.388
1686880155.494,-19.531,59.082,-27.344,-14.160,1383.393
1686880155.498,-0.977,176.758,-36.621,17.578,1383.397
1686880155.502,-26.367,-335.449,-68.359,-57.617,1383.401
1686880155.506,-42.969,-232.910,-24.902,-93.262,1383.405
1686880155.510,-28.809,211.914,-24.414,-30.762,1383.408
1686880155.514,-16.113,-90.332,-67.383,28.809,1383.412
1686880155.517,-35.645,-757.812,-75.195,-10.742,1383.416
1686880155.521,-58.105,-298.340,-17.090,-85.938,1383.420
1686880155.525,-43.457,291.992,-27.344,-62.988,1383.424
1686880155.529,-8.301,99.121,-44.922,12.695,1383.428
1686880155.533,-5.859,64.453,-18.555,-8.789,1383.432
1686880155.537,-37.598,150.879,-33.203,-92.773,1383.436
1686880155.538,-50.781,30.273,-68.359,-86.426,1383.449
1686880155.542,-24.902,-314.453,-59.570,-6.836,1383.453
1686880155.546,-13.672,-565.918,-15.137,3.418,1383.457
1686880155.550,-42.969,-173.340,-19.531,-74.219,1383.461
1686880155.554,-55.664,237.305,-29.297,-97.656,1383.465
1686880155.558,-33.691,-228.027,-82.520,-30.273,1383.469
1686880155.561,-16.113,-891.113,-59.082,4.883,1383.473
1686880155.565,-30.273,-99.609,12.207,-64.941,1383.477
1686880155.569,-57.129,323.242,-43.457,-119.629,1383.481
1686880155.573,-44.922,-67.383,-57.129,-62.012,1383.484
1686880155.577,-20.996,187.012,-23.926,12.695,1383.488
1686880155.581,-34.180,416.504,-40.527,-23.926,1383.492
1686880155.598,-61.523,161.621,-60.547,-99.609,1383.495
1686880155.602,-62.500,-148.438,-26.855,-73.242,1383.499
1686880155.606,-31.250,82.520,-4.395,8.301,1383.503
1686880155.610,-19.531,335.449,-36.621,-3.418,1383.507
1686880155.614,-45.410,31.738,-83.496,-77.637,1383.511
1686880155.618,-63.965,-507.324,-52.734,-69.336,1383.514
1686880155.621,-37.598,-420.410,-10.742,11.719,1383.518
1686880155.625,-14.648,82.031,-8.301,27.344,1383.522
1686880155.629,-29.297,46.875,-63.965,-46.387,1383.526
1686880155.633,-46.875,-776.367,-89.355,-76.172,1383.530
1686880155.637,-28.320,-273.926,20.508,-19.043,1383.534
1686880155.641,0.488,481.445,5.371,21.484,1383.538
1686880155.644,-19.043,106.934,-71.777,-35.156,1383.540
1686880155.648,-44.434,-353.027,-35.645,-93.262,1383.544
1686880155.652,-39.551,-53.711,-0.488,-51.270,1383.547
1686880155.656,-17.090,381.348,-33.203,12.207,1383.551
1686880155.660,-22.949,-3.418,-79.590,-21.973,1383.555
1686880155.664,-56.641,-647.461,-31.738,-92.773,1383.559
1686880155.667,-56.641,-242.188,4.395,-78.613,1383.563
1686880155.671,-28.320,235.840,-39.551,-0.488,1383.567
1686880155.675,-20.508,-316.895,-101.562,2.441,1383.571
1686880155.679,-39.062,-851.562,-32.715,-65.918,1383.575
1686880155.683,-45.410,-20.996,25.391,-79.102,1383.579
1686880155.687,-27.344,383.301,-35.156,-13.184,1383.583
1686880155.688,-11.719,64.453,-38.086,14.648,1383.585
1686880155.692,-26.367,231.445,-29.297,-48.828,1383.589
