timestamps,TP9,AF7,AF8,TP10,Secondary Timestamp
1686275163.163,-33.203,57.617,-22.949,-21.484,1869.061
1686275163.167,26.855,23.926,-8.301,13.672,1869.065
1686275163.171,10.742,-468.750,-209.473,-15.625,1869.069
1686275163.175,-48.340,-682.617,-243.164,-61.523,1869.073
1686275163.179,-48.340,111.816,52.246,-47.852,1869.077
1686275163.183,6.348,238.281,41.992,14.160,1869.081
1686275163.187,3.418,-443.359,-180.664,-0.488,1869.085
1686275163.190,-56.641,-480.957,-185.547,-57.129,1869.088
1686275163.194,-66.406,382.812,124.512,-63.477,1869.092
1686275163.198,-19.043,336.914,54.688,-3.906,1869.096
1686275163.202,1.953,140.137,17.090,3.906,1869.100
1686275163.206,-47.852,314.453,77.148,-63.965,1869.104
1686275163.208,-87.891,417.480,68.848,-86.426,1869.117
1686275163.212,-45.410,250.000,23.926,-22.949,1869.121
1686275163.216,11.230,17.578,-34.668,11.230,1869.125
1686275163.220,-19.531,76.172,25.879,-42.480,1869.129
1686275163.224,-78.125,254.395,77.148,-88.867,1869.133
1686275163.228,-63.965,-77.637,-129.395,-40.527,1869.137
1686275163.232,-3.906,-817.383,-353.027,36.133,1869.141
1686275163.235,-1.465,-358.398,-61.035,-8.301,1869.144
1686275163.239,-45.410,356.445,114.258,-74.219,1869.148
1686275163.243,-50.781,56.152,-29.785,-39.062,1869.152
1686275163.247,0.977,104.980,38.086,10.742,1869.156
1686275163.251,22.949,431.641,119.141,-3.906,1869.160
1686275163.267,-21.973,371.582,46.387,-58.594,1869.163
1686275163.271,-50.293,-109.375,-93.262,-52.734,1869.167
1686275163.275,-14.648,-168.945,-41.992,-3.418,1869.171
1686275163.279,16.602,359.375,136.719,0.000,1869.175
1686275163.283,-15.625,396.484,81.055,-46.875,1869.179
1686275163.287,-62.012,-424.316,-235.840,-51.758,1869.183
1686275163.291,-47.363,-770.996,-269.531,-11.230,1869.187
1686275163.294,13.184,35.156,61.035,2.930,1869.190
1686275163.298,-2.930,262.207,45.410,-33.691,1869.194
1686275163.302,-66.895,-493.164,-202.637,-62.012,1869.198
1686275163.306,-54.688,-351.562,-70.312,-24.902,1869.202
1686275163.310,21.973,477.051,150.391,9.766,1869.206
1686275163.313,17.090,311.035,11.230,-27.344,1869.208
1686275163.317,-54.688,47.852,-66.895,-88.379,1869.212
1686275163.321,-65.918,198.730,52.734,-68.359,1869.216
1686275163.325,0.488,396.973,128.418,-1.465,1869.220
1686275163.329,16.113,233.887,11.719,-10.742,1869.224
1686275163.333,-42.480,-238.281,-200.195,-62.988,1869.228
1686275163.337,-70.312,-135.742,-57.129,-62.500,1869.232
1686275163.340,-26.367,308.105,140.625,-16.602,1869.236
1686275163.344,15.625,-88.379,-126.953,5.371,1869.240
1686275163.348,-32.227,-843.262,-360.352,-30.762,1869.244
1686275163.352,-83.496,-262.207,1.465,-68.848,1869.247
1686275163.356,-58.105,354.004,126.465,-27.344,1869.251
1686275163.358,-6.348,161.621,4.395,-1.465,1869.254
1686275163.362,-17.090,-69.824,-58.594,-40.527,1869.258
1686275163.366,-79.102,-42.480,-9.766,-84.961,1869.261
1686275163.370,-77.148,292.969,80.566,-61.523,1869.265
1686275163.374,-10.254,-202.148,-129.883,14.160,1869.269
