timestamps,TP9,AF7,AF8,TP10,Secondary Timestamp
1686714400.899,-133.789,121.582,103.027,-198.242,480.807
1686714400.903,-44.434,85.449,70.312,-27.344,480.811
1686714400.907,77.637,-18.555,90.820,140.137,480.815
1686714400.911,4.883,49.316,123.535,-4.395,480.819
1686714400.915,-125.000,16.113,16.113,-191.406,480.822
1686714400.919,-74.219,-276.367,-51.270,-69.336,480.826
1686714400.922,60.059,-711.426,-131.348,152.832,480.830
1686714400.926,30.762,-489.746,-36.621,69.336,480.834
1686714400.930,-103.516,124.023,148.438,-166.016,480.838
1686714400.934,-108.887,-125.000,-10.254,-126.465,480.842
1686714400.938,28.320,-437.500,-59.570,102.539,480.846
1686714400.942,76.660,-2.441,156.738,101.074,480.850
1686714400.944,-53.711,183.105,128.906,-115.723,480.853
1686714400.948,-126.953,-220.703,-53.711,-171.387,480.857
1686714400.952,0.488,-273.438,-26.855,36.621,480.861
1686714400.956,104.980,109.375,154.785,145.508,480.865
1686714400.960,6.348,103.516,118.652,-41.016,480.869
1686714400.964,-111.328,-565.430,-230.957,-164.062,480.873
1686714400.967,-49.316,-824.707,-239.258,-2.441,480.877
1686714400.971,83.008,-354.004,44.922,155.273,480.881
1686714400.975,27.832,-211.426,11.230,15.137,480.884
1686714400.979,-121.094,-670.410,-304.688,-176.758,480.888
1686714400.983,-96.680,-871.582,-327.148,-82.031,480.892
1686714400.987,62.988,-28.320,123.047,102.051,480.896
1686714401.004,75.684,208.984,98.633,60.547,480.899
1686714401.008,-76.172,-181.152,-15.625,-152.344,480.903
1686714401.012,-108.398,-99.609,70.801,-159.180,480.907
1686714401.016,29.297,217.285,161.621,64.941,480.911
1686714401.020,79.590,179.688,109.863,114.746,480.915
1686714401.024,-57.617,-435.547,-118.652,-85.449,480.919
1686714401.027,-145.996,-502.930,-80.078,-182.617,480.923
1686714401.031,-23.438,110.352,161.621,8.301,480.927
1686714401.035,80.078,98.633,80.566,148.926,480.931
1686714401.039,-28.809,-503.906,-133.301,-31.250,480.934
1686714401.043,-150.879,-346.191,9.766,-208.984,480.938
1686714401.047,-88.379,-108.887,83.496,-75.684,480.942
1686714401.049,44.434,-415.527,-105.469,119.629,480.944
1686714401.053,17.090,-490.723,-131.836,21.973,480.948
1686714401.057,-128.418,-89.355,80.078,-201.660,480.952
1686714401.061,-107.910,75.684,124.512,-139.160,480.956
1686714401.065,57.129,-145.020,24.902,100.098,480.960
1686714401.069,72.754,-427.734,-58.105,93.262,480.964
1686714401.072,-85.449,-506.836,-96.191,-140.137,480.968
1686714401.076,-144.531,-433.105,-99.609,-174.316,480.972
1686714401.080,-13.184,-652.344,-214.355,64.453,480.976
1686714401.084,59.570,-937.012,-291.992,131.348,480.979
1686714401.088,-51.270,-280.762,46.387,-108.887,480.983
1686714401.092,-132.812,28.809,75.195,-211.426,480.987
1686714401.095,-34.668,-188.965,47.363,-17.090,480.994
1686714401.099,71.289,-50.781,99.121,127.930,480.998
1686714401.103,-22.461,-17.578,101.074,-24.414,481.002
